h,k,l,I,sigma,multiplicity,d,absent_P212121
1,3,9,433.29451,9.0006236,7,1.1056743,0
1,3,10,38.126959,2.831606,7,1.0294363,0
1,3,11,57.73075,2.5321193,8,0.96113991,0
1,3,12,63.83569,3.4295044,6,0.89999144,0
1,3,13,82.719767,6.4848209,5,0.84518106,0
1,3,14,33.749706,4.6570426,4,0.79594614,0
1,3,15,0.17893747,4.4282915,1,0.75159772,0
1,4,0,8.2772829,3.1507545,4,1.4451851,0
1,4,1,178.75562,5.0090803,6,1.4353075,0
1,4,2,39.0564,2.1466827,8,1.406847,0
1,4,3,173.44441,4.3573444,8,1.3629572,0
1,4,4,24.375539,1.9827519,8,1.3078843,0
1,4,5,63.08007,2.361753,9,1.2459973,0
1,4,6,43.181342,1.7119726,10,1.1810901,0
1,4,7,328.11667,7.8623809,6,1.1160648,0
1,4,8,50.347169,2.4697475,7,1.0529131,0
1,4,9,4.2839184,1.266518,7,0.99285975,0
1,4,10,33.121113,2.6932662,6,0.93655379,0
1,4,11,276.26348,8.9207083,5,0.88424741,0
1,4,12,47.530728,3.3409304,6,0.83593785,0
1,4,13,34.834976,4.701603,3,0.79147008,0
1,4,14,43.196896,7.7993762,1,0.7506065,0
1,5,0,17.605693,4.7666922,2,1.1693095,0
1,5,1,151.43399,4.9263361,8,1.1640589,0
1,5,2,103.48232,3.6317319,8,1.1487215,0
1,5,3,405.43988,11.772818,4,1.1244535,0
1,5,4,9.3649918,2.6055407,4,1.0929247,0
1,5,5,37.702314,3.6830946,4,1.0560325,0
1,5,6,71.874074,3.6790568,6,1.0156409,0
1,5,7,159.7151,4.7581977,7,0.97339869,0
1,5,8,-0.30408976,1.2300872,7,0.93064728,0
1,5,9,69.868901,3.704757,6,0.88840197,0
1,5,10,13.930483,5.1299144,3,0.8473798,0
1,5,11,60.685903,5.6996175,3,0.80804964,0
1,5,12,17.444527,4.0700929,2,0.77068719,0
1,5,13,14.817476,6.2519327,1,0.73542566,0
1,6,0,32.490187,5.1415571,2,0.98054165,0
1,6,1,136.55429,6.5280641,4,0.97743931,0
1,6,2,100.19159,6.3526414,4,0.96830607,0
1,6,3,65.530385,4.7006,4,0.95363689,0
1,6,4,75.762216,4.8727691,4,0.93417667,0
1,6,5,113.40442,6.1262411,4,0.9108229,0
1,6,6,10.718807,3.0187197,4,0.88452523,0
1,6,7,52.6748,3.3404332,7,0.85620028,0
1,6,8,53.200217,4.0013969,5,0.82667175,0
1,6,9,3.2291594,1.9075484,5,0.79663727,0
1,6,10,-1.2413633,2.6444194,2,0.76665794,0
1,6,11,21.856918,6.1424488,1,0.73716359,0
1,7,0,169.85537,11.261829,2,0.84367388,0
1,7,1,52.305247,4.7676507,4,0.84169532,0
1,7,2,17.3855,4.7621789,4,0.83584214,0
1,7,3,35.975413,5.0796813,4,0.82635244,0
1,7,4,60.046807,5.5241328,4,0.81359395,0
1,7,5,49.798038,4.7981921,4,0.7980266,0
1,7,7,17.446358,4.341124,2,0.76051802,0
1,7,8,0.93566495,4.632684,2,0.73959802,0
1,7,9,52.434358,6.1910667,2,0.71785575,0
2,0,0,4370.3498,125.30345,2,2.8978056,0
2,0,1,739.93885,12.925461,6,2.8205517,0
2,0,2,265.87924,6.0915208,5,2.6212758,0
2,0,3,74.446429,2.7392873,5,2.3662337,0
2,0,4,240.01231,4.187437,9,2.1086965,0
2,0,5,749.67966,11.985442,8,1.8751267,0
2,0,6,119.06919,3.3005837,7,1.673311,0
2,0,7,8.6897166,1.563838,8,1.5022518,0
2,0,8,122.23863,3.5247449,8,1.3579327,0
2,0,9,31.29483,2.0051112,8,1.2358661,0
2,0,10,53.444927,3.3353389,8,1.1320119,0
2,0,11,94.966121,3.8107455,7,1.0430063,0
2,0,12,27.22803,2.9900552,5,0.96613702,0
2,0,13,17.862538,3.7223837,4,0.89924274,0
2,0,14,19.88037,3.7541783,4,0.84060525,0
2,0,15,176.86877,9.573263,3,0.78885444,0
2,1,0,4768.4121,78.03868,6,2.6068692,0
2,1,1,81.095377,1.3982683,14,2.5501973,0
2,1,2,842.27523,10.415957,12,2.4000658,0
2,1,3,247.57242,3.5107917,13,2.1997127,0
2,1,4,1448.5376,16.819615,13,1.9882834,0
2,1,5,21.222636,1.9690875,15,1.7889396,0
2,1,6,278.04737,4.218205,13,1.6112046,0
2,1,7,195.00527,3.8101081,15,1.4568266,0
2,1,8,10.022476,0.80302942,16,1.3241037,0
2,1,9,75.632818,1.9052302,15,1.210201,0
2,1,10,63.520965,1.9601268,12,1.1121898,0
2,1,11,113.99604,3.337363,9,1.0274404,0
2,1,12,112.6815,3.6600408,9,0.95372601,0
2,1,13,120.2357,4.3093327,8,0.88920959,0
2,1,14,56.605195,5.5584971,7,0.83239233,0
2,1,15,23.82214,2.8786978,6,0.78205505,0
2,2,0,2.4241762,1.0225492,6,2.0790829,0
2,2,1,431.31986,6.3898229,10,2.0499905,0
2,2,2,1502.7177,22.174359,8,1.9695338,0
2,2,3,150.9312,3.3935006,8,1.854212,0
2,2,4,122.40596,2.9030805,9,1.7222251,0
2,2,5,6.9914673,1.1916197,12,1.5877761,0
2,2,6,366.2344,5.6590936,12,1.4595764,0
2,2,7,151.40092,3.217961,12,1.3418651,0
2,2,8,178.96618,4.5042221,12,1.2360177,0
2,2,9,137.6557,4.923958,14,1.1418478,0
2,2,10,6.122929,1.3675957,10,1.0584398,0
2,2,11,73.467217,4.1165852,5,0.98461696,0
2,2,12,69.738998,4.2586525,5,0.91917936,0
2,2,13,76.507879,4.6196912,5,0.86101227,0
2,2,14,26.920527,3.1920306,5,0.80912658,0
2,2,15,23.402824,6.1263391,1,0.76266554,0
2,3,0,-0.75740175,1.3026852,4,1.6403055,0
2,3,1,262.84553,5.9683375,6,1.6259049,0
2,3,2,342.64908,7.2703953,6,1.5848772,0
2,3,3,319.56734,5.8405373,9,1.5228991,0
2,3,4,95.704401,2.4141899,11,1.4471966,0
2,3,5,377.59169,7.680141,7,1.3646441,0
2,3,6,758.62989,10.496248,12,1.280658,0
2,3,7,11.662483,1.3642797,11,1.1989246,0
2,3,8,102.22996,3.015164,12,1.1216271,0
2,3,9,65.754341,3.3091002,6,1.0498434,0
2,3,10,282.73607,7.0336477,7,0.9839245,0
2,3,11,38.606257,2.7456187,7,0.92378532,0
2,3,12,97.172244,4.3245018,7,0.86910333,0
2,3,13,15.096387,5.6205032,5,0.81944482,0
2,3,14,8.776052,4.7945058,1,0.77434012,0
2,3,15,16.592279,4.9060546,1,0.73332583,0
2,4,0,25.858318,3.4425464,3,1.3267298,0
2,4,1,303.34391,6.3397519,8,1.319075,0
2,4,2,5.5586944,1.5074398,8,1.296882,0
2,4,3,107.93703,3.3493741,8,1.2622595,0
2,4,4,234.63505,5.4254009,8,1.2181378,0
2,4,5,179.88535,4.3009324,10,1.1676689,0
2,4,6,31.074349,1.658721,10,1.1137446,0
2,4,7,193.79244,5.6305153,5,1.0587257,0
2,4,8,167.57314,9.0388771,4,1.0043623,0
2,4,9,8.3794115,2.083344,6,0.95184169,0
2,4,10,52.693254,3.6468258,5,0.90189234,0
2,4,11,25.441007,3.5172505,5,0.85490033,0
2,4,12,34.551968,3.0241296,6,0.81101228,0
2,4,13,3.6279116,4.4034423,3,0.7702169,0
2,4,14,5.7802371,4.0237117,1,0.73240507,0
2,5,0,350.47271,14.944126,2,1.1038501,0
2,5,1,188.60118,4.9702431,8,1.0994296,0
2,5,2,7.3783439,2.2824655,8,1.0864801,0
2,5,3,273.36945,9.003093,4,1.0658786,0
2,5,4,88.190732,4.8268905,4,1.0389108,0
2,5,5,47.617439,5.1123713,4,1.0070687,0
2,5,6,6.1194898,1.8705228,6,0.97185826,0
2,5,7,15.679344,3.4987151,5,0.93465371,0
2,5,8,26.805117,2.8854479,5,0.89661404,0
2,5,9,25.333014,3.8525071,5,0.85865308,0
2,5,10,1.3902631,1.9885873,4,0.82144829,0
2,5,11,7.3524416,4.5813817,2,0.78547081,0
2,5,12,94.493111,11.252385,1,0.75102398,0
2,5,13,-0.56674681,3.9728026,1,0.71828163,0
2,6,0,6.5968313,3.7604928,2,0.94097178,0
2,6,1,121.82856,6.098591,4,0.93822905,0
2,6,2,177.87279,7.5989973,4,0.93014257,0
2,6,3,3.8072606,2.4974708,4,0.91711762,0
2,6,4,5.7462918,3.0405729,4,0.89976891,0
2,6,5,43.09281,4.0267648,4,0.8788455,0
2,6,6,8.8234785,2.2115729,6,0.85515139,0
2,6,7,12.724005,3.436559,5,0.82947595,0
2,6,8,34.365478,5.8801981,5,0.80254234,0
2,6,9,10.535963,5.4756086,1,0.77497644,0
2,6,10,90.954882,11.829824,1,0.74729386,0
2,7,0,21.183764,4.9267625,2,0.81807095,0
2,7,1,3.9862688,3.3447851,4,0.81626673,0
2,7,2,19.624126,3.5430489,4,0.81092487,0
2,7,3,18.890141,4.7424801,4,0.80225017,0
2,7,4,7.7928384,2.9916791,4,0.79056034,0
2,7,6,153.30221,15.536139,1,0.75978266,0
3,0,0,-1.049947,1.8512057,2,1.9318704,1
3,0,1,123.20316,3.242426,6,1.9084637,0
3,0,2,208.42432,3.3812258,10,1.8430396,0
3,0,3,290.52712,6.1813687,6,1.7475172,0
3,0,4,969.30823,16.283887,7,1.6357246,0
3,0,5,102.89213,2.6490176,9,1.519231,0
3,0,6,358.4044,7.8512702,6,1.4057976,0
3,0,7,24.762771,1.7606806,7,1.2997202,0
3,0,8,61.886466,2.6956672,7,1.2028455,0
3,0,9,165.45872,4.8221539,7,1.1155407,0
3,0,10,51.363569,2.4391106,7,1.037385,0
3,0,11,70.626367,5.7293337,6,0.96759966,0
3,0,12,125.07588,6.1871533,4,0.90528845,0
3,0,13,152.3004,9.4754939,3,0.84956346,0
3,0,14,24.380371,3.9561961,3,0.79960319,0
3,0,15,71.063324,10.39812,1,0.75467461,0
3,1,0,47.849364,1.2343246,9,1.8380111,0
3,1,1,409.5228,5.2852129,13,1.8178183,0
3,1,2,303.71189,4.3485695,12,1.7610128,0
3,1,3,126.37208,2.3519009,12,1.677127,0
3,1,4,129.78747,2.8331156,13,1.577568,0
3,1,5,33.485059,1.1890926,15,1.4722959,0
3,1,6,168.21967,3.0630986,14,1.3683634,0
3,1,7,6.082112,1.0768059,15,1.2699654,0
3,1,8,314.16033,5.05546,17,1.1791445,0
3,1,9,31.289167,1.7145852,12,1.0965569,0
3,1,10,96.16636,2.7705689,12,1.0220657,0
3,1,11,23.059043,1.7996825,10,0.95513292,0
3,1,12,33.924048,2.5809518,8,0.89505387,0
3,1,13,43.634319,3.1624513,7,0.84108781,0
3,1,14,119.47921,5.3961787,6,0.79252456,0
3,1,15,53.20216,8.6813125,1,0.74871478,0
3,2,0,178.57313,3.8885974,6,1.6217858,0
3,2,1,179.03038,2.519848,15,1.6078634,0
3,2,2,523.55646,6.5180864,14,1.5681535,0
3,2,3,574.34803,7.873757,12,1.5080436,0
3,2,4,81.994984,2.1103825,11,1.4344302,0
3,2,5,322.42169,4.9179242,13,1.3539244,0
3,2,6,106.6371,2.3273546,14,1.2717858,0
3,2,7,138.02813,3.2136627,12,1.1916356,0
3,2,8,137.32169,3.6400064,10,1.1156522,0
3,2,9,333.36078,7.3237742,8,1.044939,0
3,2,10,252.46668,7.3026303,6,0.97988371,0
3,2,11,20.043435,2.5829714,6,0.92043866,0
3,2,12,79.821047,4.6764966,5,0.86631475,0
3,2,13,31.049872,3.456095,5,0.8171062,0
3,2,14,38.521473,3.5966814,5,0.7723659,0
3,2,15,12.822059,5.8927057,1,0.73164833,0
3,3,0,288.22866,8.8789449,3,1.3860552,0
3,3,1,299.84916,5.0047315,10,1.3773339,0
3,3,2,15.074163,2.315269,12,1.3521257,0
3,3,3,228.40256,4.0458563,13,1.3130225,0
3,3,4,18.369835,1.0041191,13,1.2635709,0
3,3,5,260.90415,4.2856493,13,1.2075026,0
3,3,6,3.3585238,0.85098398,12,1.14815,0
3,3,7,321.21047,5.2385878,13,1.0881473,0
3,3,8,49.138707,2.4533964,9,1.0293752,0
3,3,9,37.771677,2.7621409,6,0.97305091,0
3,3,10,13.424922,2.298693,6,0.9198729,0
3,3,11,78.055262,4.2831998,6,0.8701676,0
3,3,12,30.109492,3.237731,6,0.82401183,0
3,3,13,17.197614,3.3725388,3,0.78132544,0
3,3,14,7.8070289,4.9564692,1,0.74193674,0
3,4,0,14.806321,1.8643121,4,1.1809979,0
3,4,1,279.37892,4.9295217,11,1.175589,0
3,4,2,32.639689,1.7228856,10,1.1597975,0
3,4,3,529.1843,8.7124082,10,1.134836,0
3,4,4,132.05622,3.2334,11,1.1024508,0
3,4,5,107.98197,2.7712207,12,1.0646187,0
3,4,6,5.4870161,1.098784,11,1.023272,0
3,4,7,63.034901,3.8401267,5,0.98011052,0
3,4,8,86.89114,6.1311433,3,0.93650782,0
3,4,9,30.342365,4.2618186,3,0.89349581,0
3,4,10,10.440177,3.955535,3,0.85179667,0
3,4,11,24.939065,2.910307,6,0.81187688,0
3,4,12,32.363496,3.8451052,4,0.77400558,0
3,5,0,24.24902,3.0313758,5,1.0155823,0
3,5,1,214.01564,5.5857019,7,1.0121365,0
3,5,2,36.616866,3.3727505,4,1.0020059,0
3,5,3,14.231179,4.4142696,4,0.98577722,0
3,5,4,2.3092843,2.0255654,4,0.96432702,0
3,5,5,66.871123,3.3719945,6,0.93870076,0
3,5,6,46.251705,5.2317179,3,0.90999024,0
3,5,7,63.194896,4.6264118,4,0.87923315,0
3,5,8,17.135765,3.1797182,4,0.84734575,0
3,5,9,16.168091,2.7890127,5,0.81508901,0
3,5,10,40.652663,4.2065021,4,0.78306154,0
3,6,0,5.7317167,7.0143014,2,0.8844865,0
3,6,1,87.019436,5.0936083,4,0.88220749,0
3,6,2,18.780404,3.7926532,4,0.87547471,0
3,6,3,185.99292,10.466578,4,0.86458802,0
3,6,4,44.586898,4.5783207,4,0.85000711,0
3,6,5,10.962573,2.6351159,5,0.83230081,0
3,6,6,14.149971,2.794669,5,0.8120919,0
3,6,7,50.801782,5.1757607,3,0.79000623,0
3,6,8,21.249519,3.960907,3,0.76663272,0
3,7,0,12.152897,4.0773957,2,0.78013425,0
3,7,1,97.786042,6.0523346,4,0.7785691,0
3,7,2,26.309004,5.9080564,4,0.77392959,0
3,7,3,8.3343257,2.8302251,4,0.76637804,0
4,0,0,273.76586,8.4547162,3,1.4489028,0
4,0,1,43.035491,2.0368872,6,1.4389492,0
4,0,2,126.44684,3.6354719,6,1.4102759,0
4,0,3,8.8845114,0.87629131,9,1.3660743,0
4,0,4,296.66209,4.6737101,11,1.3106379,0
4,0,5,2.4450399,0.67466764,10,1.2483775,0
4,0,6,78.090873,2.6442386,8,1.1831169,0
4,0,7,29.424,2.1257524,5,1.1177744,0
4,0,8,74.425987,3.2708863,5,1.0543482,0
4,0,9,13.539959,2.046881,5,0.99406279,0
4,0,10,107.33092,4.6286008,5,0.93756334,0
4,0,11,92.759847,5.8978234,4,0.88509693,0
4,0,12,43.001022,4.4953255,3,0.83665549,0
4,0,13,6.1018471,3.2663666,3,0.7920791,0
4,0,14,110.14766,8.9211592,2,0.75112592,0
4,1,0,445.81298,9.9313588,5,1.4080191,0
4,1,1,332.1972,5.0528881,11,1.3988793,0
4,1,2,36.433086,1.06114,14,1.3724922,0
4,1,3,28.752206,1.4963336,10,1.3316486,0
4,1,4,146.99002,2.7483955,13,1.2801445,0
4,1,5,104.6692,2.3817402,12,1.2219417,0
4,1,6,165.57769,3.3259737,12,1.1605415,0
4,1,7,94.109471,2.3527619,12,1.0986783,0
4,1,8,60.643617,1.9236233,13,1.0382768,0
4,1,9,1.2894642,1.2515526,12,0.98055936,0
4,1,10,20.536107,1.9968146,10,0.92620856,0
4,1,11,58.065857,2.7350685,9,0.87552487,0
4,1,12,143.56745,5.6122571,8,0.82855669,0
4,1,13,24.564812,2.9066373,5,0.78519671,0
4,1,14,43.507885,5.8937052,4,0.74524912,0
4,2,0,67.9853,2.0286002,7,1.3034346,0
4,2,1,131.42552,2.848207,14,1.2961739,0
4,2,2,169.65305,2.996212,11,1.2750986,0
4,2,3,183.14672,3.4973767,11,1.242148,0
4,2,4,11.205302,0.86105883,13,1.2000329,0
4,2,5,67.758261,2.1275831,11,1.1516936,0
4,2,6,138.84879,3.6688242,10,1.0998563,0
4,2,7,114.21337,3.3692929,9,1.0467742,0
4,2,8,120.25513,4.6058764,9,0.99414171,0
4,2,9,48.657567,2.6201626,8,0.94312858,0
4,2,10,157.91993,5.7367671,6,0.89446982,0
4,2,11,37.58294,3.2444324,6,0.84857072,0
4,2,12,8.9111341,1.9625296,7,0.80560231,0
4,2,13,2.0502689,2.0543155,5,0.76557841,0
4,3,0,13.052033,2.6641515,6,1.1712761,0
4,3,1,143.85341,3.1798059,9,1.165999,0
4,3,2,31.421498,1.1904325,13,1.1505858,0
4,3,3,96.415801,2.1870452,13,1.126202,0
4,3,4,30.823459,1.487175,11,1.09453,0
4,3,5,317.6631,5.5979397,11,1.0574805,0
4,3,6,90.398441,2.5700966,11,1.0169288,0
4,3,7,67.151523,2.8549075,8,0.97453229,0
4,3,8,65.352882,3.5548119,6,0.93163783,0
4,3,9,75.123013,4.6767903,6,0.88926353,0
4,3,10,17.542548,3.3304631,6,0.84812734,0
4,3,11,32.787886,3.1306589,6,0.80869777,0
4,3,12,22.69421,3.9537548,3,0.77124945,0
4,3,13,76.43359,7.3748055,2,0.73591417,0
4,4,0,82.849106,2.815998,7,1.0395414,0
4,4,1,132.69817,2.9479823,11,1.0358469,0
4,4,2,64.670221,1.8841909,13,1.0249952,0
4,4,3,109.39361,3.0075408,13,1.0076431,0
4,4,4,46.003618,1.8549507,11,0.9847669,0
4,4,5,91.071356,2.7754435,11,0.95752243,0
4,4,6,69.880847,2.7396838,10,0.92710599,0
4,4,7,34.901908,4.0338171,5,0.89464233,0
4,4,8,2.0217025,2.069759,5,0.86111253,0
4,4,9,5.8418548,2.9021214,5,0.82732028,0
4,4,10,26.425467,7.2088797,3,0.79388804,0
4,5,0,-1.3869475,2.2675649,2,0.92137535,0
4,5,1,67.246594,4.4491487,5,0.91879997,0
4,5,2,33.963224,3.1245692,5,0.91120152,0
4,5,3,33.51296,2.3737408,6,0.89894585,0
4,5,4,22.512368,1.7944927,8,0.88258999,0
4,5,5,7.7676604,2.3259795,4,0.8628164,0
4,5,6,25.319302,2.9008532,5,0.84036272,0
4,5,7,18.488432,2.9221696,5,0.81595912,0
4,5,8,78.114213,6.2127473,4,0.79028087,0
4,5,9,6.0437384,3.2214246,3,0.76391852,0
4,5,10,116.2717,8.9015428,2,0.73736426,0
