h,k,l,I,sigma,multiplicity,d,absent_P212121
2,4,8,157.60182,7.1548297,4,1.0043623,0
2,4,9,6.1215853,1.1734759,6,0.95184169,0
2,4,10,46.237326,3.0864288,5,0.90189234,0
2,4,11,20.227239,2.9910984,5,0.85490033,0
2,4,12,30.327076,2.5221039,6,0.81101228,0
2,4,13,-0.94109915,1.9047666,3,0.7702169,0
2,4,14,-0.31068313,2.3242333,1,0.73240507,0
2,5,0,338.911,14.438107,2,1.1038501,0
2,5,1,177.18159,4.679716,8,1.0994296,0
2,5,2,6.8717292,1.0963,8,1.0864801,0
2,5,3,267.8895,8.821702,4,1.0658786,0
2,5,4,85.016866,4.4414071,4,1.0389108,0
2,5,5,46.761871,3.4505418,4,1.0070687,0
2,5,6,4.5066839,1.2578485,6,0.97185826,0
2,5,7,11.210951,2.4796922,5,0.93465371,0
2,5,8,22.211107,3.3883311,5,0.89661404,0
2,5,9,22.184063,2.6423546,5,0.85865308,0
2,5,10,0.35161209,1.0589876,5,0.82144829,0
2,5,11,6.4266422,2.7690986,2,0.78547081,0
2,5,12,78.258983,9.9238633,1,0.75102398,0
2,5,13,-1.4214915,1.5877733,2,0.71828163,0
2,6,0,3.7375664,2.412941,2,0.94097178,0
2,6,1,113.25802,5.5566612,4,0.93822905,0
2,6,2,167.22096,7.6316642,4,0.93014257,0
2,6,3,4.8713983,1.6023293,4,0.91711762,0
2,6,4,5.5448029,1.6214724,4,0.89976891,0
2,6,5,40.870415,3.4649283,4,0.8788455,0
2,6,6,9.2939455,1.7139155,6,0.85515139,0
2,6,7,12.027911,2.513251,5,0.82947595,0
2,6,8,29.336717,2.8444728,5,0.80254234,0
2,6,9,6.1820647,3.445258,1,0.77497644,0
2,6,10,83.272827,10.315114,1,0.74729386,0
2,6,11,2.2095318,3.0272724,1,0.71990056,0
2,7,0,16.325404,3.566706,2,0.81807095,0
2,7,1,-0.56243392,1.8197141,4,0.81626673,0
2,7,2,20.906073,2.834042,4,0.81092487,0
2,7,3,16.77724,3.7895768,4,0.80225017,0
2,7,4,5.6922559,1.9067072,4,0.79056034,0
2,7,6,129.97878,13.530253,1,0.75978266,0
3,0,0,-1.3221304,0.9380904,2,1.9318704,1
3,0,1,124.46616,2.9550458,7,1.9084637,0
3,0,2,209.15595,3.3523993,10,1.8430396,0
3,0,3,286.46375,6.0271861,6,1.7475172,0
3,0,4,961.86929,16.177481,7,1.6357246,0
3,0,5,102.31559,2.2796152,10,1.519231,0
3,0,6,352.89596,6.7744206,8,1.4057976,0
3,0,7,24.298048,1.916439,7,1.2997202,0
3,0,8,56.810441,2.2676333,8,1.2028455,0
3,0,9,162.95043,4.6153277,7,1.1155407,0
3,0,10,45.820914,2.1765014,7,1.037385,0
3,0,11,65.564309,5.4262827,6,0.96759966,0
3,0,12,120.30855,4.6702661,6,0.90528845,0
3,0,13,140.31024,6.4792144,4,0.84956346,0
3,0,14,21.061096,3.1028086,3,0.79960319,0
3,0,15,66.366649,9.0552468,1,0.75467461,0
3,1,0,48.095294,1.1852973,9,1.8380111,0
3,1,1,409.94003,5.2486192,13,1.8178183,0
3,1,2,303.98388,4.3522062,12,1.7610128,0
3,1,3,123.44341,2.569931,13,1.677127,0
3,1,4,126.84615,2.7523356,14,1.577568,0
3,1,5,32.308256,1.0414058,15,1.4722959,0
3,1,6,164.64337,3.1938336,14,1.3683634,0
3,1,7,5.0639223,0.63155918,15,1.2699654,0
3,1,8,301.20448,5.9048321,17,1.1791445,0
3,1,9,30.428925,1.4334942,12,1.0965569,0
3,1,10,92.089469,2.6259951,12,1.0220657,0
3,1,11,22.245191,1.7319278,10,0.95513292,0
3,1,12,31.67761,2.0749204,8,0.89505387,0
3,1,13,40.078221,3.041988,7,0.84108781,0
3,1,14,111.74579,4.9488966,6,0.79252456,0
3,1,15,48.171937,7.8135202,1,0.74871478,0
3,2,0,176.24055,3.873766,6,1.6217858,0
3,2,1,177.32821,2.4943157,15,1.6078634,0
3,2,2,521.08237,6.4901376,14,1.5681535,0
3,2,3,566.81303,7.7274434,12,1.5080436,0
3,2,4,80.100251,1.9963915,11,1.4344302,0
3,2,5,318.43099,4.8275467,13,1.3539244,0
3,2,6,102.92238,2.2641359,14,1.2717858,0
3,2,7,133.8557,3.0290943,12,1.1916356,0
3,2,8,132.54452,4.3408763,10,1.1156522,0
3,2,9,325.86351,7.0388593,8,1.044939,0
3,2,10,238.01462,6.9020141,6,0.97988371,0
3,2,11,19.416497,2.0033324,6,0.92043866,0
3,2,12,76.300084,4.1771114,5,0.86631475,0
3,2,13,33.815131,2.6835144,6,0.8171062,0
3,2,14,36.229991,3.0945272,5,0.7723659,0
3,2,15,13.855438,4.3669295,1,0.73164833,0
3,3,0,277.72902,9.3301444,3,1.3860552,0
3,3,1,293.65501,4.9610666,10,1.3773339,0
3,3,2,17.956818,0.89854472,11,1.3521257,0
3,3,3,224.58248,4.4921305,13,1.3130225,0
3,3,4,16.91423,0.8143015,14,1.2635709,0
3,3,5,254.63007,4.1986712,13,1.2075026,0
3,3,6,1.8453902,0.84981958,13,1.14815,0
3,3,7,307.13023,5.0464336,13,1.0881473,0
3,3,8,41.126008,2.9789155,11,1.0293752,0
3,3,9,34.478942,2.0843507,7,0.97305091,0
3,3,10,11.998546,1.677603,6,0.9198729,0
3,3,11,71.285496,5.49446,6,0.8701676,0
3,3,12,27.037576,3.1402044,6,0.82401183,0
3,3,13,15.019525,2.6146675,3,0.78132544,0
3,3,14,9.675176,3.4920014,1,0.74193674,0
3,4,0,15.50065,1.5268277,4,1.1809979,0
3,4,1,273.59418,5.6319657,12,1.175589,0
3,4,2,28.017229,1.623128,11,1.1597975,0
3,4,3,520.47512,8.5663938,10,1.134836,0
3,4,4,126.68278,3.5014665,11,1.1024508,0
3,4,5,104.42115,2.619927,12,1.0646187,0
3,4,6,5.5256072,0.80051989,11,1.023272,0
3,4,7,55.183348,4.3136254,5,0.98011052,0
3,4,8,89.157397,4.4636005,4,0.93650782,0
3,4,9,30.682009,3.5175293,3,0.89349581,0
3,4,10,10.486329,2.0984216,5,0.85179667,0
3,4,11,20.399949,2.2760215,6,0.81187688,0
3,4,12,28.429102,3.1648228,4,0.77400558,0
3,5,0,22.12526,2.942009,5,1.0155823,0
3,5,1,203.16624,5.3095313,7,1.0121365,0
3,5,2,35.371478,2.7330214,4,1.0020059,0
3,5,3,11.533109,2.5859549,4,0.98577722,0
3,5,4,3.435498,1.2332039,4,0.96432702,0
3,5,5,64.240587,3.0648116,6,0.93870076,0
3,5,6,42.615444,3.4242291,4,0.90999024,0
3,5,7,60.263783,4.4649091,4,0.87923315,0
3,5,8,13.458383,2.1954685,4,0.84734575,0
3,5,9,13.512764,2.3766956,5,0.81508901,0
3,5,10,39.140482,3.6416829,4,0.78306154,0
3,6,0,2.8677581,3.8345952,2,0.8844865,0
3,6,1,81.220077,4.6259138,4,0.88220749,0
3,6,2,19.781679,2.4722812,4,0.87547471,0
3,6,3,170.05724,9.2343486,4,0.86458802,0
3,6,4,39.204434,3.887897,4,0.85000711,0
3,6,5,9.826841,1.8284829,5,0.83230081,0
3,6,6,15.32883,2.1145564,5,0.8120919,0
3,6,7,46.482612,4.4736807,3,0.79000623,0
3,6,8,15.001439,2.9246578,3,0.76663272,0
3,7,0,13.347344,3.1857354,2,0.78013425,0
3,7,1,90.851252,6.7217845,4,0.7785691,0
3,7,2,21.571474,5.5895437,4,0.77392959,0
3,7,3,6.9412186,1.9921469,4,0.76637804,0
4,0,0,274.69615,8.4268681,3,1.4489028,0
4,0,1,43.427781,1.883798,6,1.4389492,0
4,0,2,125.19904,3.5322311,6,1.4102759,0
4,0,3,9.2196573,0.64630303,9,1.3660743,0
4,0,4,294.24355,4.6592461,11,1.3106379,0
4,0,5,2.1510746,0.43711229,11,1.2483775,0
4,0,6,76.759458,2.2251808,9,1.1831169,0
4,0,7,30.140952,1.9054138,5,1.1177744,0
4,0,8,70.561769,3.411049,5,1.0543482,0
4,0,9,12.007653,1.6863786,5,0.99406279,0
4,0,10,100.79321,5.6809405,5,0.93756334,0
4,0,11,85.842139,4.7620169,4,0.88509693,0
4,0,12,41.804379,6.2680859,4,0.83665549,0
4,0,13,7.0533446,2.4872626,3,0.7920791,0
4,0,14,101.70824,8.2041414,2,0.75112592,0
4,1,0,438.5498,10.07013,5,1.4080191,0
4,1,1,326.50217,4.86981,12,1.3988793,0
4,1,2,35.837542,0.97234835,14,1.3724922,0
4,1,3,27.874711,1.0625523,12,1.3316486,0
4,1,4,144.35904,2.6923708,13,1.2801445,0
4,1,5,103.78588,2.2553582,13,1.2219417,0
4,1,6,162.41138,3.2022531,12,1.1605415,0
4,1,7,91.776188,2.2574787,12,1.0986783,0
4,1,8,58.141323,1.7339021,14,1.0382768,0
4,1,9,1.2267751,0.59886755,12,0.98055936,0
4,1,10,18.271459,1.2885875,11,0.92620856,0
4,1,11,56.052914,2.5180076,9,0.87552487,0
4,1,12,134.21481,5.068464,8,0.82855669,0
4,1,13,19.932614,2.2722411,5,0.78519671,0
4,1,14,36.036962,3.4600153,4,0.74524912,0
4,2,0,67.692671,2.0079817,7,1.3034346,0
4,2,1,129.75941,2.8602916,14,1.2961739,0
4,2,2,167.18892,3.2828006,11,1.2750986,0
4,2,3,181.23189,3.7258144,11,1.242148,0
4,2,4,11.667172,0.70438205,14,1.2000329,0
4,2,5,64.889313,1.9593444,11,1.1516936,0
4,2,6,133.62894,3.2679008,10,1.0998563,0
4,2,7,109.80996,3.1696853,9,1.0467742,0
4,2,8,114.58491,3.524541,9,0.99414171,0
4,2,9,46.020217,2.3136004,8,0.94312858,0
4,2,10,147.40462,5.3254946,6,0.89446982,0
4,2,11,36.252882,2.740161,6,0.84857072,0
4,2,12,7.6140074,1.3849821,7,0.80560231,0
4,2,13,0.21954496,1.3832696,5,0.76557841,0
4,2,14,9.2558881,4.4996408,1,0.72841329,0
4,3,0,16.207471,1.1107724,5,1.1712761,0
4,3,1,139.832,3.4102144,9,1.165999,0
4,3,2,29.522148,1.1271425,13,1.1505858,0
4,3,3,92.411303,2.1992186,13,1.126202,0
4,3,4,26.423467,1.920447,12,1.09453,0
4,3,5,308.53204,5.4498399,11,1.0574805,0
4,3,6,86.526815,2.425504,11,1.0169288,0
4,3,7,64.105803,2.6109859,8,0.97453229,0
4,3,8,59.765289,3.1315512,6,0.93163783,0
4,3,9,71.776016,3.6329908,6,0.88926353,0
4,3,10,14.517368,1.8771809,6,0.84812734,0
4,3,11,30.357904,2.5663503,6,0.80869777,0
4,3,12,20.770944,3.1651854,3,0.77124945,0
4,3,13,63.432129,6.497554,2,0.73591417,0
4,4,0,79.110121,2.6803889,7,1.0395414,0
4,4,1,124.76156,3.0443739,11,1.0358469,0
4,4,2,60.757608,1.734605,13,1.0249952,0
4,4,3,104.66353,2.5020228,13,1.0076431,0
4,4,4,44.106164,1.718157,11,0.9847669,0
4,4,5,85.066079,2.5322,11,0.95752243,0
4,4,6,64.899085,2.4082747,10,0.92710599,0
4,4,7,33.846876,3.2137085,5,0.89464233,0
4,4,8,4.2608889,1.5932104,5,0.86111253,0
4,4,9,3.8653413,1.4463032,5,0.82732028,0
4,4,10,22.529945,3.0623646,4,0.79388804,0
4,5,0,0.15876821,1.4519302,3,0.92137535,0
4,5,1,62.364892,4.1134479,5,0.91879997,0
4,5,2,31.104354,2.7792272,5,0.91120152,0
4,5,3,31.242823,1.9626333,7,0.89894585,0
4,5,4,19.413668,1.5614872,8,0.88258999,0
4,5,5,8.0651636,1.9190329,4,0.8628164,0
