parameter,value,conditional_standard_uncertainty
O5_U_basis_1,-0.12727486758508402,0.006959988421680549
O5_U_basis_2,0.0015506513128342697,0.007786061737248672
O5_U_basis_3,0.1426916162583943,0.007660147795213488
O5_U_basis_4,-0.08601309749397053,0.005928673163320358
O5_U_basis_5,0.020562930858754304,0.00779685818678573
O5_U_basis_6,-0.0471236691000542,0.007666093484514915
O6_position_dof_1,0.0002636549817356893,0.01854685321280571
O6_position_dof_2,0.0009576182228099762,0.01175819230726467
O6_U_basis_1,-0.30424741436639774,0.016243127497158314
O6_U_basis_2,0.09735612651422115,0.009043418146874644
O6_U_basis_3,-0.09335423050979395,0.008709214113096147
O6_U_basis_4,-0.008959870090661964,0.014249833441484479
C1_position_dof_1,-0.00018326863043544709,0.012688751322847844
C1_position_dof_2,-0.0015807562907373827,0.022805390600668517
C1_U_basis_1,0.3001087762778302,0.022780137057575544
C1_U_basis_2,-0.02999018390357066,0.01262895623380336
C1_U_basis_3,0.017148719652082454,0.01814573941475619
C1_U_basis_4,-0.07665174793027407,0.01160863000289272
C2_position_dof_1,0.003326780178892325,0.019097000491490563
C2_position_dof_2,0.0014768166625379994,0.015957872154291803
C2_position_dof_3,-0.004127657517057761,0.014394864200559321
C2_U_basis_1,-0.11850957063569467,0.011611851444523863
C2_U_basis_2,0.12797797944012027,0.016430589614514768
C2_U_basis_3,0.2837641293184387,0.02048245616368638
C2_U_basis_4,-0.11449300888414614,0.010292143617900104
C2_U_basis_5,-0.0236246068462732,0.013282269628604609
C2_U_basis_6,-0.036793076702418,0.01689053015993978
C3_position_dof_1,-0.00198940594023625,0.017296202188818794
C3_position_dof_2,0.0028037803096111658,0.015494231254253853
C3_position_dof_3,-0.0010095679289788488,0.012305001889984547
C3_U_basis_1,-0.07845294781599525,0.009078743510988564
C3_U_basis_2,0.12159756663630929,0.01517263058784292
C3_U_basis_3,0.22401836527448343,0.016413887301448202
C3_U_basis_4,-0.12289058008153457,0.010137958926760171
C3_U_basis_5,-0.01615196397345251,0.011491930104527795
C3_U_basis_6,-0.046370380754182317,0.01232925570594181
C4_position_dof_1,0.00013494273622734654,0.01707586605499854
C4_position_dof_2,0.0009494960980980984,0.013633591451195371
C4_position_dof_3,0.0019819896991767317,0.0159672104645969
C4_U_basis_1,-0.15385731120795057,0.013988192089405202
C4_U_basis_2,0.04869858328881434,0.014080841184614114
C4_U_basis_3,0.22029819176306917,0.017259547326803227
C4_U_basis_4,-0.09236119498862994,0.010290318819087542
C4_U_basis_5,0.023413528269406247,0.012222827090514676
C4_U_basis_6,-0.08607199595866907,0.014806946610848875
C5_position_dof_1,0.0007971565509529014,0.014354893239307154
C5_position_dof_2,0.000879043104247624,0.01295580911417081
C5_position_dof_3,-0.0008512194473398925,0.014067077726628609
C5_U_basis_1,-0.1335859543253418,0.011118796432304824
C5_U_basis_2,0.030196576927102245,0.012526469061210984
C5_U_basis_3,0.18464941277781668,0.013594074106290042
C5_U_basis_4,-0.08185093060299999,0.007802760275289709
C5_U_basis_5,0.012299439493397018,0.011799484216858282
C5_U_basis_6,-0.09269424615875119,0.013648381051818639
C6_position_dof_1,0.0004827693755902619,0.014735754101660812
C6_position_dof_2,0.001127635167690785,0.01260979612218194
C6_position_dof_3,0.0012321267097354458,0.012435097423280453
C6_U_basis_1,-0.0760685377728401,0.00711348299432147
C6_U_basis_2,0.12929469174632852,0.014381966134680993
C6_U_basis_3,0.21536458311374918,0.014660240375524596
C6_U_basis_4,-0.13123744955118616,0.011436562383770454
C6_U_basis_5,0.006506350376662319,0.010174430261463684
C6_U_basis_6,-0.011807934366512689,0.013682026770587177
C7_position_dof_1,-0.001047007994572327,0.013702947406159228
C7_position_dof_2,-0.002072768278997887,0.013360522870876596
C7_position_dof_3,-0.0006258435826907051,0.013114721170514937
C7_U_basis_1,-0.11890826950335416,0.010438685359969535
C7_U_basis_2,0.03328190843910929,0.011208074991163773
C7_U_basis_3,0.13999743621873678,0.012042480644987337
C7_U_basis_4,-0.08889499900495629,0.007734970279963198
C7_U_basis_5,-0.003036147580053388,0.011093033858747783
C7_U_basis_6,-0.03638205365149814,0.011142675283332872
C8_position_dof_1,-9.694627398638037e-05,0.015942249517208705
C8_position_dof_2,-0.00016774632423938095,0.012879067595570124
C8_position_dof_3,-0.0007974627009571777,0.012483797847630228
C8_U_basis_1,-0.07837375061067486,0.007208877147220799
C8_U_basis_2,0.12977413844662708,0.014624299409281527
C8_U_basis_3,0.2451016840341415,0.016513471487619995
C8_U_basis_4,-0.1231833527590157,0.011142576306616622
C8_U_basis_5,-0.0032112372112263377,0.010262611590809106
C8_U_basis_6,-0.02170606134398964,0.014231646873919573
C9_position_dof_1,0.0011851772282885208,0.01885108660620679
C9_position_dof_2,-0.0011911248777958417,0.01474552462457021
C9_position_dof_3,0.001761735373605291,0.010397940045600696
C9_U_basis_1,-0.07828729142979513,0.009168436365127985
C9_U_basis_2,0.17078871058890524,0.019471036397336817
C9_U_basis_3,0.3502741990849106,0.023318962269400424
C9_U_basis_4,-0.14682112494564506,0.012776949729718988
C9_U_basis_5,-0.011358122520254515,0.010516848295730684
C9_U_basis_6,-0.0026504172362157626,0.014408683045944337
C10_position_dof_1,0.0015104539932527165,0.016020080353900238
C10_position_dof_2,0.0034213716244278513,0.014488584133493992
C10_position_dof_3,-0.0011560236387116198,0.014494015006739917
C10_U_basis_1,-0.13026805332224994,0.012041293955674869
C10_U_basis_2,0.059914302057203904,0.014522619027967506
C10_U_basis_3,0.18317283017509425,0.015090788702744346
C10_U_basis_4,-0.13189140948209294,0.012266563683634666
C10_U_basis_5,-0.013749213332740711,0.011936059152343659
C10_U_basis_6,-0.08443915536752453,0.013070211777084947
C11_position_dof_1,0.001127419390195305,0.017456270398291
C11_position_dof_2,-0.0008198217583020095,0.02151818361448748
C11_U_basis_1,0.2583760522679541,0.021136580541166888
C11_U_basis_2,-0.007276254013515947,0.012835322056108761
C11_U_basis_3,0.027374275491715883,0.021036627423299543
C11_U_basis_4,-0.09789501397934813,0.014080325503569363
C12_position_dof_1,-0.005154748443384919,0.014266720105391473
C12_position_dof_2,-0.0036553668926858755,0.014015954593369916
C12_position_dof_3,0.004406055041761436,0.012812234655829155
C12_U_basis_1,-0.09367854573001162,0.010054464823424517
C12_U_basis_2,0.008829287592865854,0.011680719120402302
C12_U_basis_3,0.133414065879488,0.012373623620409849
C12_U_basis_4,-0.0852965583840472,0.007829356726714504
C12_U_basis_5,0.002875679490485576,0.010473277184186747
C12_U_basis_6,-0.03199370975704784,0.010098640969267039
Zr_effective_real_scattering_offset,-10.580907642676065,0.34345783399043434
log_intensity_scale,-5.946707957079789,0.026163567338502728
