h,k,l,d_A,I_observed,sigma_I,I_calculated,Fcal_electron_units,multiplicity,observed_gt_2sigma,used_in_refinement
1,0,9,1.8428329937412709,14.010167246576257,1.0093089431499127,18.788254848177562,-87.77969352355109,21,True,True
1,0,10,1.6590144180072897,7.687416410767606,0.9838845622113905,8.014410541495629,-57.330619118360275,16,True,True
1,0,11,1.5085077386337007,4.029174132509444,1.07389322746979,6.08759710742686,-49.96590869135744,20,True,True
1,0,12,1.3830169733116116,1.4626519493778865,0.9384950365187538,2.168740632299755,-29.823227888834356,24,False,True
1,0,13,1.2767878760831781,-0.3492621804157346,0.8749659031462919,0.9170247748339927,-19.39283817520861,24,False,True
1,0,14,1.1857043269449343,-0.26092271120238586,1.007353412170059,0.008497564270613801,-1.8668011854703073,20,False,True
1,0,15,1.1067444262555286,-0.4615185255598897,0.9868885343899232,0.08244344962307193,-5.814721472417119,24,False,True
1,0,16,1.037639708648811,2.1466803603790225,1.274301107159784,0.000892808819492765,0.605104071119802,16,False,True
1,0,17,0.9766542005862547,2.4054868624295476,1.283942602706297,0.7409259661269877,-17.43163993242462,18,False,True
1,0,18,0.922436891991287,1.9467550714575972,1.1324549067251841,0.2779913538706429,-10.677423863104147,24,False,True
1,0,19,0.8739206649937546,-0.6806146491665674,1.3415303863870205,0.03222809101367516,-3.6355333230746116,24,False,True
1,0,20,0.830251468098478,-1.492258379771493,1.1543882096826217,0.04150457026819262,-4.125710969443414,24,False,True
1,0,21,0.7907376807921941,-0.8606185223828743,1.3607574352719327,0.0811483368103294,-5.768868647594008,19,False,True
1,0,22,0.754813259757138,0.2515618868680679,1.4830406582874283,0.03309384738609714,-3.6840411191125138,19,False,True
1,0,23,0.7220104813957801,-1.6645912210578468,1.6858561266099754,0.0037999783420819633,1.2483644701957672,13,False,True
2,-1,1,12.670398497120535,209.76312088739465,8.793956102315084,314.23104340066817,-358.98423998727924,16,True,True
2,-1,2,7.646557893656789,10.586494215912333,0.4958602642469558,27.291004471147026,-105.79389317193329,22,True,True
2,-1,3,5.328061158711813,42.367313778729944,1.5321025153289183,3.906440414826271,40.02593089099258,24,True,True
2,-1,4,4.062286091444404,36.07188957655633,1.3656911504642422,29.846780640215776,110.63679487489962,24,True,True
2,-1,5,3.275265481144583,54.528833282335015,2.091581149970534,20.63318633518847,91.9885957330827,22,True,True
2,-1,6,2.741113079605334,3.2427458641529756,0.6461018669562003,3.392315613751862,37.299152553639146,24,True,True
2,-1,7,2.3556483788566696,0.8617480740893242,0.5695754804339549,1.329272100895642,-23.348435425158247,24,False,True
2,-1,8,2.064692066833024,33.20489566619308,1.649476178602141,38.60652133064685,-125.829124388257,18,True,True
2,-1,9,1.8374238225853694,9.448847661784638,0.8971536546585501,10.080869242603427,-64.29835021226098,20,True,True
2,-1,10,1.6550645231427925,4.622850608391333,1.0626069779845437,4.65010607740423,-43.66990719875416,17,True,True
2,-1,11,1.5055364405696388,-1.0811191288688746,0.8821810935002354,1.7500877557040309,-26.790495872403138,18,False,True
2,-1,12,1.38072615496194,0.21741498431980566,0.8814939127211154,0.9901590414931544,-20.151311562090154,20,False,True
2,-1,13,1.2749847598768598,-0.9728585482244866,0.9786071274208709,0.014550834012168922,-2.4428386476918007,21,False,True
2,-1,14,1.1842598080684028,-0.18805623475294464,0.9699393548488395,0.1580942065886336,8.052093638181207,23,False,True
2,-1,15,1.105569425371847,1.2168935096447147,0.9785190742363983,0.25779177804111925,10.28218396800736,24,False,True
2,-1,16,1.0366711641814768,0.2799598849214217,1.088189084337482,0.2880074755917471,-10.868077314121594,21,False,True
2,-1,17,0.975846460488198,-0.1798926647600749,1.1611661218443678,0.05708647719559119,-4.8385748169712075,20,False,True
2,-1,18,0.921756252233062,-0.41764758616467634,1.1218210243649371,0.10280632212558041,-6.493229458763805,23,False,True
2,-1,19,0.873341806281316,-0.4117169394026659,1.3664351304542492,0.17497420563097982,-8.471061880780587,24,False,True
2,-1,20,0.8297550729332088,-0.38668448537593575,1.2180209461490354,0.14447390436398008,-7.69742637832049,24,False,True
2,-1,21,0.7903088044641068,2.034817071313835,1.5950321563944212,0.021129324648519604,-2.9437006720327785,20,False,True
2,-1,22,0.754440194586522,0.8445316455318483,1.3668297579588693,0.0011123181291095429,0.6754066724828665,22,False,True
2,-1,23,0.7216839506931704,1.1413985060327525,2.021480439940813,0.0016514022126740942,-0.8229572395526478,16,False,True
2,0,1,11.870196741623714,1012.4803995521651,42.28966282181674,2076.324462025484,922.7805866082423,16,True,True
2,0,2,7.459577836179999,68.95632754880826,2.5114800033646256,95.85373513254348,198.26924797744155,22,True,True
2,0,3,5.263595600957646,62.613867210193725,2.2190557273028855,91.12923526986401,-193.32129776840816,24,True,True
2,0,4,4.033496614676075,194.61497056453297,6.701309467903819,115.49391884226878,-217.63583090807657,24,True,True
2,0,5,3.260120203830874,96.95793566410042,3.408205804474167,55.28842181401192,-150.58022289647164,24,True,True
2,0,6,2.7322165476273215,9.072898687513526,0.7590499159241919,8.142186675755587,-57.78583146456433,23,True,True
2,0,7,2.3499947935683405,20.17568714136319,0.9844929726180651,21.309686445756256,93.48444816020188,24,True,True
2,0,8,2.060882104478046,226.36422130547078,8.835690030776393,175.90405591659135,268.589336062886,19,True,True
2,0,9,1.834737037961586,110.17231442547725,4.355710666308692,106.30595111544478,208.7995833513699,20,True,True
2,0,10,1.6531001261064744,49.53523089395827,2.2231127502794488,50.316251537281,143.64978448613013,20,True,True
2,0,11,1.504057360557163,22.512992788350026,1.4343708341704038,26.670073801206883,104.58344602328171,19,True,True
2,0,12,1.3795850063586697,7.683218831737281,1.0267313389088077,13.992512914959882,75.75280125602637,21,True,True
2,0,13,1.2740860617750966,1.2466553148759525,0.9167266926836066,2.1413095378443145,29.634019663200323,22,False,True
2,0,14,1.1835395256258174,-0.8805850487116441,1.0013317242582123,0.12785275128830523,-7.241122223899583,22,False,True
2,0,15,1.104983326594169,1.2425882786994646,1.0051844781298114,0.17530661937813638,-8.47910466994338,23,False,True
2,0,16,1.0361879078979284,2.986126005046526,1.1294840436376885,1.6833949349883057,26.275067903334325,21,True,True
2,0,17,0.9754433412597003,1.7391037775491165,1.1701070613405582,1.6325458658097611,25.87518924057323,21,False,True
2,0,18,0.9214164968706354,-0.24684180639017916,1.16272450633306,1.2271071143267578,22.433243789575247,22,False,True
2,0,19,0.8730528079379116,0.8849162301396779,1.4164021301885106,1.0064456245782725,20.316364550409407,24,False,True
2,0,20,0.8295072090036448,-0.9821030634735657,1.1980966125318837,0.8119529146435706,18.248041567476427,24,False,True
2,0,21,0.7900946278228386,-2.4393330633140553,1.242931097308961,0.27438788050728175,10.60799488138515,22,False,True
2,0,22,0.7542538693168503,-1.7249402306500927,1.3414103725512283,0.021017258211651717,2.9358838431607537,22,False,True
2,0,23,0.7215208513876981,-1.6416106059967008,1.5453747011841208,0.013016731699421946,2.310477883160009,16,False,True
3,-1,0,12.827938677522813,17.297509225271497,0.7902184623228654,1.800709034591941,27.17519134833857,16,True,True
3,-1,1,10.15264338937623,81.27251264968898,2.23961443472389,302.9100356243208,-352.45824144238225,38,True,True
3,-1,2,6.971497387111476,3.7794710011695964,0.2760323724162053,55.19536280670839,-150.4534445673083,42,True,True
3,-1,3,5.08339030501045,3.799964299251798,0.2805568937164034,9.556430756256082,62.603512035951475,48,True,True
3,-1,4,3.9506672517694943,66.90870674840885,1.6878088258575763,22.32108533694693,95.6772078747176,48,True,True
3,-1,5,3.21591467936209,0.16704026999213845,0.3320717784227862,0.08622466305144956,5.946570772311245,48,False,True
3,-1,6,2.706037857358535,0.1697712768023701,0.39092852382332133,0.0502221373821893,4.538354691907096,48,False,True
3,-1,7,2.333275189234733,1.0823044241328548,0.40604939052545447,0.5164894664792323,14.553973283782227,48,True,True
3,-1,8,2.0495775337253055,26.93889202453133,0.9586635352106581,26.858594178001027,-104.95242497731587,40,True,True
3,-1,9,1.826746854902284,6.427457325208236,0.7291701877114193,9.451496218681534,-62.25885387110062,36,True,True
3,-1,10,1.6472486388887337,2.8801103714340237,0.6144773190090232,4.798225379811287,-44.3599615230781,36,True,True
3,-1,11,1.4996461398205632,0.6983179911761552,0.6005264089317793,1.9151136199953327,-28.025160692145313,40,False,True
3,-1,12,1.376178462610854,0.7290673880255791,0.607801905760515,1.6727432117818621,-26.191807914971175,46,False,True
3,-1,13,1.2714013271448885,1.0757181712914625,0.6322660590654421,0.1580833881264369,-8.05181812915774,46,False,True
3,-1,14,1.1813865383412907,0.33219145806314404,0.7857376784121809,0.012817621761618615,2.2927387169067415,47,False,True
3,-1,15,1.1032306072801412,-0.04407113271182152,0.7545659784574648,0.08627774215341377,5.948400817591125,41,False,True
3,-1,16,1.0347421839515867,-0.07736161058844893,0.7690421005512065,0.5713317298083443,-15.307173718903831,42,False,True
3,-1,17,0.9742369744775552,1.3468046219431153,0.8956119254479643,0.040703342075100346,-4.085694348730651,38,False,True
3,-1,18,0.9203994805435459,-0.5385797712766587,0.8333137895908467,0.08010346522158603,-5.731608141231194,41,False,True
3,-1,19,0.8721875312640905,0.39354132901586375,0.8369104526603754,0.1723454698877239,-8.407188311109868,48,False,True
3,-1,20,0.828764947846929,-0.43765545849982024,0.8517187525297513,0.10625485095373315,-6.601235434124801,47,False,True
3,-1,21,0.789453141159346,0.3507028579449308,1.092924643201964,0.010176561347324958,-2.0429200298256767,40,False,True
3,-1,22,0.7536957207250746,-0.776694820062759,0.9328630350237428,4.834723552400561e-05,0.14081102575243093,41,False,True
3,-1,23,0.7210322161554036,0.6520177384840756,1.155821361194763,0.016270893310123522,-2.5831911116950366,28,False,True
3,-1,24,0.6910782904312252,1.9581279883844163,3.5330066745312414,0.00242037040184323,0.9963037287303638,3,False,True
3,0,0,11.313178524770716,247.5082148015287,13.122196420996373,1128.5045226282168,-680.3031642137269,10,True,True
3,0,1,9.350353730826715,38.98934967928101,1.6088407300339147,20.08081386765005,-90.74892607819456,18,True,True
3,0,2,6.694746243035137,2.5065018276331643,0.4205577785277761,1.4585160780960666,24.457183919162063,22,True,True
3,0,3,4.973051890786666,0.566082857922546,0.36719303831403616,0.2657814512734836,10.440304688647064,24,False,True
3,0,4,3.8982009420908734,7.616821841208533,0.5362995754026918,4.33271860512789,-42.15325163271831,24,True,True
3,0,5,3.1874241527476688,0.2825753715193964,0.4661713662308651,0.11017568023448036,6.721925723790647,24,False,True
3,0,6,2.6889977431173833,1.5868378763207247,0.5020333287570884,1.289921797088853,-23.000248579110085,24,True,True
3,0,7,2.322325029429151,18.956293214063297,0.9920317374022455,19.352628664123113,-89.08833056932569,22,True,True
3,0,8,2.042143689337382,0.2979569339435437,0.8132377818941634,0.15206504131631252,-7.897061699097501,21,False,True
3,0,9,1.8214776984182148,6.0477337865781635,0.9972339047683454,8.208822762190252,-58.02181078222903,19,True,True
3,0,10,1.64338199272438,4.713185611610548,0.8315629907062141,6.274524316459536,-50.72724102346474,22,True,True
3,0,11,1.4967267976817191,6.108096416442804,0.9440905933579815,6.56991652504528,-51.90757794776871,20,True,True
3,0,12,1.373921402985364,-0.1304988665912383,0.8387921862215718,2.2653359061527545,-30.480153047041323,23,False,True
3,0,13,1.2696209041681246,1.1513679337223892,0.9133236064354674,1.3041517951315713,-23.12676624434347,23,False,True
3,0,14,1.1799577239096133,0.22025438544934667,1.110357253433926,0.42224849194761627,-13.159363772999066,23,False,True
3,0,15,1.1020667507376498,0.2326457276802245,1.1059745063716544,0.8229350990049119,-18.37103530980846,19,False,True
3,0,16,1.0337817230964528,0.177939705241302,1.3300442649448394,0.02868208132009292,-3.4297002917854336,20,False,True
3,0,17,0.9734352121193655,-0.9458894953169782,1.334232805427281,0.628655135094293,-16.05672881985431,21,False,True
3,0,18,0.9197233375724464,-1.0206830201922994,1.1395537282583497,0.17941552870628558,-8.577897523621287,21,False,True
3,0,19,0.8716121073880644,-0.07191021262715197,1.1274025996914705,0.007913181982043245,-1.801467434594704,24,False,True
3,0,20,0.8282712126326764,-1.3842007054137082,1.2141755517806538,0.01545375832377646,-2.5174908287045867,22,False,True
3,0,21,0.7890263504172117,0.10130990679780126,1.2437005576942763,0.06579680669021344,-5.194613588757287,21,False,True
3,0,22,0.7533243093130473,-3.6694258407878095,1.3132582467571414,0.053713975493356894,-4.69347476675197,20,False,True
3,0,23,0.7207070103252475,-0.9049074715522564,1.660822588041467,8.455990053093519e-07,-0.018622289365028844,14,False,True
4,-2,0,9.7975,390.3945391353838,20.68246239567154,3.7278419681090553,-39.100254631868005,10,True,True
4,-2,1,8.438819148684246,420.77516507942585,16.17651060753339,634.6146168465295,510.1593779181348,19,True,True
4,-2,2,6.335199248560268,109.58051757275841,4.061033972953303,269.2192701180261,332.2797769345221,21,True,True
4,-2,3,4.820237675370594,3.426915017620388,0.46812773045672906,1.5405305770557436,25.135411545600732,24,True,True
4,-2,4,3.8232789468283945,147.8929396976488,5.113425458766684,74.23548048239064,-174.48439860090667,24,True,True
4,-2,5,3.146073413313992,54.393707263399044,2.04158358735711,25.101630199683413,-101.46162241611363,23,True,True
4,-2,6,2.6640305793559067,5.593048235088045,0.5933818550491106,6.487128255924741,-51.579494455145095,24,True,True
4,-2,7,2.306185065282566,1.3849646435631882,0.6089138325228671,1.5665874423568285,25.347093068972132,20,True,True
4,-2,8,2.031143045722202,151.81994362279372,5.871322760717569,134.21297865886473,234.61085190067087,20,True,True
4,-2,9,1.8136587631194387,77.75362038118028,3.556837526750376,70.14301886401657,169.60672399397293,16,True,True
4,-2,10,1.6376327405722915,23.217835488318222,1.6474499885651448,26.589768544408162,104.42587367709709,17,True,True
4,-2,11,1.4923795763068484,4.405269476384549,0.915793272122529,5.706633240886077,48.3772101881177,20,True,True
4,-2,12,1.370556539802667,1.189334028292184,0.8506811850050805,3.9607004488959823,40.3029501877899,23,False,True
4,-2,13,1.2669642387524436,-0.19999267094038944,0.9139206935511043,0.01695911467228916,-2.637256839881904,23,False,True
4,-2,14,1.1778241894283348,0.8673952285479944,1.064366911234846,0.8875555428017312,-19.078692540094387,22,False,True
4,-2,15,1.1003278517990218,-0.1467054179710805,1.0963686695288388,0.5679932800884361,-15.262386166268053,19,False,True
4,-2,16,1.032346033416512,1.3415110924780875,1.1467206232929894,1.024308219843907,20.495861039146103,19,False,True
4,-2,17,0.9722362714471303,-0.18072937231289696,1.215967805935463,0.3324120826643175,11.67586969843029,18,False,True
4,-2,18,0.9187119112926847,2.185736095443037,1.1395079918063098,0.7579730147148693,17.63103108331566,22,False,True
4,-2,19,0.8707511030351875,0.28308283648876914,1.153600746716885,1.1691515166275683,21.897081645071705,24,False,True
4,-2,20,0.8275322615713963,-0.43643811983477226,1.390545342096259,0.6037043117073961,15.734863429367284,21,False,True
4,-2,21,0.7883874601741504,0.7520033602158698,1.3123650290569486,0.05347944187819023,4.683216897937589,20,False,True
4,-2,22,0.7527682202848194,2.2233391379890093,1.4420534990008775,0.004494805444963036,-1.3577077222151117,18,False,True
4,-2,23,0.720220025585119,0.7468876615681113,1.7516797754116349,0.0050369267911588664,1.4372544379547658,12,False,True
4,-1,0,9.413133521432046,141.15884973269323,5.054990180208799,59.98641876333321,-156.84739369025272,22,True,True
4,-1,1,8.189465770844796,48.042505522373496,1.3381231233602378,3.044555012904051,35.3356229334833,39,True,True
4,-1,2,6.227635122961716,35.751056371852584,1.0187610046207367,2.199353020877448,-30.03297198936998,40,True,True
4,-1,3,4.772346724051243,2.3373531183266167,0.26880221526659265,4.415468415190465,-42.55388643678096,48,True,True
4,-1,4,3.799248788383791,1.1351662969428913,0.3324106410009509,10.641787523946798,66.06297552305797,48,True,True
4,-1,5,3.132643384734722,73.47052160289547,1.85839942860097,41.8702824889692,131.0399698478078,48,True,True
4,-1,6,2.6558614713431665,14.058520208732926,0.5496627079559997,16.31039199049565,81.78676648786264,48,True,True
4,-1,7,2.3008793988495233,5.122831659195234,0.5022356517154755,3.830053122172245,-39.632661479716084,42,True,True
4,-1,8,2.027515481795957,6.763530855765297,0.5206645547307145,9.848095262873532,-63.55166884740119,44,True,True
4,-1,9,1.8110747421582185,14.864717379617476,0.7940948764244229,13.796967716323158,-75.22161666160777,34,True,True
4,-1,10,1.6357296905047811,1.1761512809014973,0.5643867226676762,1.076037883034643,-21.00702826037969,40,True,True
4,-1,11,1.490938898463166,0.6343246346169085,0.5801936291591167,0.30359313380736197,11.158268602576701,41,False,True
4,-1,12,1.3694404007176946,0.26533880050890446,0.6136190090742906,0.38842419153355623,12.621296642650803,42,False,True
4,-1,13,1.2660823827581953,0.15301755103349182,0.6540752482226803,1.4950468025661976,24.761573176281146,42,False,True
4,-1,14,1.1771155789668413,1.0839030240267404,0.684629326347696,1.9069362323490493,27.965264046467585,47,False,True
4,-1,15,1.099750045408259,-0.6957359554741025,0.7749422461750296,0.6848766310329315,16.75934390461669,38,False,True
4,-1,16,1.0318687977836658,0.5559848177314346,0.7829789381662091,0.406536058357045,12.912203886311719,40,False,True
4,-1,17,0.9718376079374323,0.48454633629858,1.0240398758595288,0.03164344833271465,-3.6024066962477277,38,False,True
4,-1,18,0.9183755099903544,0.314530243954295,0.8991926703832087,0.1461444077197889,-7.741799859296039,45,False,True
4,-1,19,0.8704646681038888,0.3791670674149376,0.794004599860917,0.14321472933534232,-7.663809171062743,48,False,True
4,-1,20,0.8272863837114365,-0.03855628206578002,0.9528892927907574,0.048406963527393744,-4.455585270119721,42,False,True
4,-1,21,0.7881748413931136,-1.116368137276437,0.9194695087874749,0.0013513688128587499,-0.744453858117279,41,False,True
4,-1,22,0.7525831307585308,0.5464333305003208,0.9663940544254792,0.015098623264245978,2.4883961081497277,39,False,True
4,-1,23,0.7200579165784732,-0.17833181531891354,1.139054376155347,0.0561357863353054,4.798116010134083,28,False,True
4,0,0,8.484883893578036,630.1467170304292,30.37899972902245,1072.6359263315228,663.2496178905822,12,True,True
4,0,1,7.556095934454571,85.85214627507037,3.189717244560911,2.2642707208016417,-30.472986156268185,21,True,True
4,0,2,5.935098370811857,44.13708834491222,1.755210397383782,50.206675876944296,143.49328337027845,20,True,True
4,0,3,4.6368086979265115,67.15106331459542,2.386032866616071,31.718662370967646,114.05340910324253,24,True,True
4,0,4,3.7297889180899997,1.3799258687706928,0.433155277264499,3.703431865294936,-38.972029131300594,24,True,True
4,0,5,3.093362302441254,74.58216907861585,2.673656366359942,46.10297030247941,-137.5039874636179,24,True,True
4,0,6,2.631797800478823,14.8914459848302,0.8814798684994744,15.654306690779144,-80.12494750806698,24,True,True
4,0,7,2.285179452340044,35.37801168109264,1.586668154377764,32.282437368245155,115.06255079018005,20,True,True
4,0,8,2.0167483073380374,10.978191236016775,0.8160527034103345,17.685272755212058,85.16413115428651,24,True,True
4,0,9,1.8033884485030458,87.91077686362614,3.9765131220201733,84.36145393922396,186.00424979179974,16,True,True
4,0,10,1.630060101915437,16.73519396505354,1.1596002282550926,20.671232285910374,92.07336649204449,20,True,True
4,0,11,1.4866417705504886,2.8305261804128445,0.8399754477216748,3.331675928629749,36.964276868785475,22,True,True
4,0,12,1.3661082738136607,-0.5745189283866007,0.9033563232713179,0.8070497768213997,18.19286093745627,19,False,True
4,0,13,1.2634478224254129,0.8668988632265411,0.9519397098923852,0.3868536871599819,-12.59575513564794,21,False,True
4,0,14,1.1749973967841703,0.6794399256750443,0.9560785414232166,1.4805410831807593,-24.64115556384125,24,False,True
4,0,15,1.0980220725246754,-0.7569371632885681,1.0983183341700828,0.0002800520098821479,0.3388989208534754,21,False,True
4,0,16,1.030441052239023,1.2074306392364311,1.2542576087532817,0.39625472237120324,-12.747882871125299,20,False,True
4,0,17,0.9706445534691012,3.0828008831185874,1.11322377961277,1.1468278177100333,21.687023415061926,22,True,True
4,0,18,0.917368518980793,2.036384868022183,1.2799148250804377,1.1549324951552729,21.763520027014323,22,False,True
4,0,19,0.8696070563578797,2.2981140198905936,1.1690085999677444,0.6078763183105278,15.789139114111267,24,False,True
4,0,20,0.8265500630532372,0.36426492218294987,1.4357183834368894,0.19960904858466458,9.047757485284428,22,False,True
4,0,21,0.7875380157016011,-0.726989511071486,1.2551023029316386,0.07197541429890893,5.433040290470582,22,False,True
4,0,22,0.7520286802785815,-0.9565581415572011,1.3780160649392386,0.005059753649136105,1.4405075045187312,20,False,True
4,0,23,0.7195722455536484,-0.8486923698928228,1.6713565515188578,0.0886147879558151,-6.028426084091054,13,False,True
5,-2,0,7.78626346100686,11.524879997396257,0.5184602509839865,66.112836641518,164.66213217805108,24,True,True
5,-2,1,7.050088657251319,32.190594344096276,0.8855854612949356,70.26031400898434,-169.74847534500088,43,True,True
5,-2,2,5.6802576349981955,19.956246479324218,0.614179190720686,46.85568239297139,-138.62194004294744,43,True,True
5,-2,3,4.512199420093798,14.562437823718419,0.5281592173267845,11.28351193933834,-68.02569466145839,45,True,True
5,-2,4,3.664004556050537,4.11147921839323,0.3402019111463309,0.22204828897192883,-9.542772151427531,48,True,True
5,-2,5,3.055522773991718,1.6253463104141224,0.34053195646971374,3.017279097468456,-35.17698236699673,48,True,True
5,-2,6,2.6083765892601396,3.289226410275915,0.41277484379379925,3.157067738343706,-35.98262055566785,48,True,True
5,-2,7,2.269796565004499,-0.11548351661747261,0.4210696061768535,0.09836545187245634,-6.3514390474830735,40,False,True
5,-2,8,2.00615086898547,7.695102931872005,0.6026607081711417,9.171229400090544,-61.32882121254492,44,True,True
5,-2,9,1.7957991945219653,1.4802745245918365,0.5360414656805144,1.4624763437996968,-24.490365345491202,36,True,True
5,-2,10,1.6244490615122948,1.7777870937093703,0.7280289023207938,3.0672924844684806,-35.46732497494479,37,True,True
5,-2,11,1.4823815848024793,2.0673721444928894,0.5894791082047512,2.2608604586262118,-30.45002953056256,44,True,True
5,-2,12,1.3628003523663519,0.8863435752520462,0.6176665559935847,1.6552987089168039,-26.05487699182234,41,False,True
5,-2,13,1.2608296405208526,0.015554478334791327,0.6466707744843673,0.6517105717621393,-16.348511682717,44,False,True
5,-2,14,1.1728906084071855,0.5681519086913933,0.7800740083073827,0.542660413297275,-14.918147939287318,47,False,True
5,-2,15,1.0963022193164687,-0.39915435999662596,0.7379905778772711,0.2560800323652674,-10.247990095671373,44,False,True
5,-2,16,1.029019216842646,1.840010511576681,0.820571523637968,0.8450719794169073,-18.61648522008777,37,True,True
5,-2,17,0.9694558821192328,-0.6561838563602586,0.8237140496875656,0.04162716478642012,-4.131799655590513,39,False,True
5,-2,18,0.9163648331950672,0.2807428823508415,0.9430831248358721,0.030589080176546848,-3.5418816704558873,46,False,True
5,-2,19,0.8687519744730813,0.3242017757100702,0.7952683706226754,0.05987737563128811,-4.955439949463359,48,False,True
5,-2,20,0.8258157049734234,-0.6947087409888051,0.8770835661935819,0.04602917053731258,-4.344776226089254,43,False,True
5,-2,21,0.7869027311378853,1.1393680377464597,0.9576467487539378,0.010463809204396985,-2.0715515500878805,43,False,True
5,-2,22,0.7514754534364693,0.7825050142806642,1.1408788671913652,0.005925790849373425,-1.558920609057989,35,False,True
5,-2,23,0.7190875559440411,-1.073996424043739,1.2190080037497966,0.03535923544832575,-3.8080467548174965,24,False,True
5,-1,0,7.406213848615806,3.203476679697371,0.3391853225078015,2.7653378162295263,33.67634386072713,24,True,True
5,-1,1,6.764252721417242,8.674581869610902,0.390859026163599,0.0004329276405045017,0.4213650363103577,40,True,True
5,-1,2,5.527537099778097,27.23051957511931,0.82785619092544,54.41384772824091,-149.38450676031263,39,True,True
5,-1,3,4.434499395064541,12.56668002980599,0.45693336544927765,3.500984721800174,-37.891861981964105,46,True,True
5,-1,4,3.622034088084783,20.0121002072939,0.6220775806613855,8.69716333262925,59.72273006135542,48,True,True
5,-1,5,3.0310544849236347,0.32891895271650284,0.3311465391007467,1.6033385746268085,25.64268277058854,48,False,True
5,-1,6,2.5931054288168296,6.548318253810026,0.4276346724561415,4.183914311937761,41.423064942214886,47,True,True
5,-1,7,2.2597122305882635,1.5723417125696537,0.48003485152393754,1.1633188646378758,21.842393376169454,38,True,True
5,-1,8,1.9991780219202004,1.395656297849176,0.4513093945776937,1.1969934125198032,-22.156273584928606,44,True,True
5,-1,9,1.7907926004364996,9.142823623876382,0.7316050139755862,12.41455536942164,-71.35368780877126,34,True,True
5,-1,10,1.6207403994734215,2.382644250269182,0.6015710715593661,2.729343861497411,-33.4564584231967,37,True,True
5,-1,11,1.4795617240613386,0.06526569147742614,0.5613262649768022,0.056657386288049415,-4.82035592595991,43,False,True
