run,h,k,l,x,y,omega,theta,counts,nframes,omega_width
1.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+00,4.306005747126436631e+02,1.941781609195402325e+02,-3.465517241379310498e+00,8.690312499999999218e+00,1.392000000000000000e+03,4.000000000000000000e+00,3.629231849971588653e-01
1.000000000000000000e+00,5.000000000000000000e+00,-1.000000000000000000e+00,-2.000000000000000000e+00,6.774061810154526597e+01,5.952306843267108434e+02,-3.792494481236202919e+00,8.690312499999999218e+00,9.060000000000000000e+02,3.000000000000000000e+00,2.104183850538261236e-01
1.000000000000000000e+00,-5.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,6.121969696969697452e+02,1.845075757575757507e+02,-3.750000000000000000e+00,8.690312499999999218e+00,2.640000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,-3.000000000000000000e+00,-2.000000000000000000e+00,2.000000000000000000e+00,5.543355450236966817e+02,3.456606635071090068e+02,-3.206398104265403060e+00,8.690312499999999218e+00,1.055000000000000000e+03,3.000000000000000000e+00,2.121751775490482994e-01
1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,-6.000000000000000000e+00,6.745493562231759199e+01,3.710214592274678012e+02,-3.750000000000000000e+00,8.690312499999999218e+00,2.330000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,3.000000000000000000e+00,5.216887608069164344e+02,4.018674351585014506e+02,-3.316282420749279591e+00,8.690312499999999218e+00,3.470000000000000000e+02,2.000000000000000000e+00,1.695519126234064089e-01
1.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000000000e+00,6.000000000000000000e+00,5.456548672566372034e+02,5.977212389380531476e+02,-3.393805309734513109e+00,8.690312499999999218e+00,2.260000000000000000e+02,2.000000000000000000e+00,2.263242977663188216e-01
1.000000000000000000e+00,-4.000000000000000000e+00,0.000000000000000000e+00,-6.000000000000000000e+00,4.436621621621621898e+02,6.363513513513513686e+01,-3.058558558558558627e+00,8.690312499999999218e+00,2.220000000000000000e+02,2.000000000000000000e+00,2.430450477165578271e-01
1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.000000000000000000e+00,4.321791613722998591e+02,4.007306226175349479e+02,-2.816073697585768532e+00,8.690312499999999218e+00,7.870000000000000000e+02,2.000000000000000000e+00,1.693254714454643095e-01
1.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,4.000000000000000000e+00,4.453333333333333144e+02,5.041920289855072497e+02,-2.599637681159420399e+00,8.690312499999999218e+00,2.760000000000000000e+02,2.000000000000000000e+00,2.292865728584508878e-01
1.000000000000000000e+00,3.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,2.273120448179271591e+02,5.496851540616246439e+02,-1.962044817927170781e+00,8.690312499999999218e+00,1.785000000000000000e+03,4.000000000000000000e+00,3.446193340285936269e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-4.000000000000000000e+00,1.989937106918239067e+02,3.268025157232704601e+02,-1.611635220125786194e+00,8.690312499999999218e+00,7.950000000000000000e+02,3.000000000000000000e+00,3.046389227018628243e-01
1.000000000000000000e+00,5.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,1.182687499999999972e+02,6.735062500000000227e+02,-2.028125000000000178e+00,8.690312499999999218e+00,3.200000000000000000e+02,2.000000000000000000e+00,2.484129311750900293e-01
1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,-8.000000000000000000e+00,2.173434125269978523e+01,3.324924406047516072e+02,-1.361231101511878983e+00,8.690312499999999218e+00,4.630000000000000000e+02,2.000000000000000000e+00,2.079499767068839766e-01
1.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000000000e+00,7.026584867075663965e+01,4.762147239263803726e+02,-1.250000000000000000e+00,8.690312499999999218e+00,4.890000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,-1.000000000000000000e+00,-2.000000000000000000e+00,4.000000000000000000e+00,4.901153238546603461e+02,4.598451816745655378e+02,-2.650078988941548253e-01,8.690312499999999218e+00,6.330000000000000000e+02,3.000000000000000000e+00,2.069389671244705464e-01
1.000000000000000000e+00,5.000000000000000000e+00,-1.000000000000000000e+00,-3.000000000000000000e+00,4.419011406844106205e+01,5.756501901140684367e+02,-7.500000000000000000e-01,8.690312499999999218e+00,2.630000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,-5.000000000000000000e+00,-1.000000000000000000e+00,-4.000000000000000000e+00,5.545304347826087223e+02,1.045000000000000000e+02,1.304347826086956451e-02,8.690312499999999218e+00,2.300000000000000000e+02,2.000000000000000000e+00,2.496595034739479135e-01
1.000000000000000000e+00,-4.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,5.347532299741602628e+02,2.237971576227390074e+02,6.124031007751937761e-01,8.690312499999999218e+00,7.740000000000000000e+02,2.000000000000000000e+00,2.233059402168281471e-01
1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,-6.000000000000000000e+00,1.156816546762589866e+02,3.303345323741007178e+02,5.359712230215827322e-01,8.690312499999999218e+00,5.560000000000000000e+02,2.000000000000000000e+00,2.473986077453378951e-01
1.000000000000000000e+00,1.000000000000000000e+00,-5.000000000000000000e+00,7.000000000000000000e+00,5.535236220472440891e+02,7.209448818897637921e+02,6.850393700787401619e-01,8.690312499999999218e+00,2.540000000000000000e+02,3.000000000000000000e+00,3.360150306343477333e-01
1.000000000000000000e+00,4.000000000000000000e+00,-3.000000000000000000e+00,3.000000000000000000e+00,2.450000000000000000e+02,7.263693045563549049e+02,1.128896882494004883e+00,8.690312499999999218e+00,4.170000000000000000e+02,4.000000000000000000e+00,4.776398123335329760e-01
1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,2.222730899048787876e+02,4.429539736115372648e+02,1.015418840135010825e+00,8.690312499999999218e+00,3.259000000000000000e+03,2.000000000000000000e+00,2.495240657108868665e-01
1.000000000000000000e+00,-2.000000000000000000e+00,-3.000000000000000000e+00,5.000000000000000000e+00,5.786892109500805645e+02,4.606924315619967842e+02,9.778582930756843927e-01,8.690312499999999218e+00,6.210000000000000000e+02,2.000000000000000000e+00,2.490175592492981649e-01
1.000000000000000000e+00,-1.000000000000000000e+00,-5.000000000000000000e+00,7.000000000000000000e+00,6.408351648351648464e+02,6.021208791208790672e+02,7.500000000000000000e-01,8.690312499999999218e+00,1.820000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-5.000000000000000000e+00,1.805186940494997430e+02,3.087546076882569537e+02,2.048578199052132565e+00,8.690312499999999218e+00,1.899000000000000000e+03,3.000000000000000000e+00,2.909067384176381998e-01
1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,-7.000000000000000000e+00,9.441644562334217028e+01,3.112917771883289220e+02,1.853448275862068950e+00,8.690312499999999218e+00,3.770000000000000000e+02,2.000000000000000000e+00,2.025403469736332951e-01
1.000000000000000000e+00,-3.000000000000000000e+00,-2.000000000000000000e+00,3.000000000000000000e+00,5.651820754716981128e+02,3.629018867924528422e+02,2.182547169811320575e+00,8.690312499999999218e+00,1.060000000000000000e+03,2.000000000000000000e+00,1.708113895320707842e-01
1.000000000000000000e+00,-3.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,5.109012584704743745e+02,3.035905130687318660e+02,2.512826718296224726e+00,8.690312499999999218e+00,1.033000000000000000e+03,2.000000000000000000e+00,2.496707337629889278e-01
1.000000000000000000e+00,-2.000000000000000000e+00,-1.000000000000000000e+00,2.000000000000000000e+00,4.782861854159032760e+02,3.607405643092707805e+02,2.722150971051667145e+00,8.690312499999999218e+00,2.729000000000000000e+03,3.000000000000000000e+00,1.541932203831892501e-01
1.000000000000000000e+00,-5.000000000000000000e+00,-1.000000000000000000e+00,-3.000000000000000000e+00,5.620116550116549661e+02,1.302564102564102484e+02,2.981934731934731797e+00,8.690312499999999218e+00,4.290000000000000000e+02,2.000000000000000000e+00,2.493464378926035785e-01
1.000000000000000000e+00,-5.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,6.265743944636677725e+02,2.253633217993079541e+02,2.860726643598615837e+00,8.690312499999999218e+00,2.890000000000000000e+02,2.000000000000000000e+00,2.076124567474048332e-01
1.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,4.413000000000000114e+02,2.164600000000000080e+02,3.612631578947368638e+00,8.690312499999999218e+00,9.500000000000000000e+02,3.000000000000000000e+00,2.898700635450514596e-01
1.000000000000000000e+00,-4.000000000000000000e+00,-2.000000000000000000e+00,2.000000000000000000e+00,5.990671936758893708e+02,3.057667984189723143e+02,3.344861660079051280e+00,8.690312499999999218e+00,2.530000000000000000e+02,2.000000000000000000e+00,1.960410556148180772e-01
1.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,4.000000000000000000e+00,5.337333333333333485e+02,4.190190476190476261e+02,3.250000000000000000e+00,8.690312499999999218e+00,2.100000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-5.000000000000000000e+00,2.241344667697063358e+02,2.677485832045337588e+02,4.658809891808346038e+00,8.690312499999999218e+00,1.941000000000000000e+03,4.000000000000000000e+00,3.323215072150620397e-01
1.000000000000000000e+00,4.000000000000000000e+00,-2.000000000000000000e+00,1.000000000000000000e+00,1.867482517482517608e+02,6.329953379953379908e+02,4.314102564102563875e+00,8.690312499999999218e+00,4.290000000000000000e+02,3.000000000000000000e+00,3.309489762967099402e-01
1.000000000000000000e+00,-2.000000000000000000e+00,1.000000000000000000e+00,-7.000000000000000000e+00,2.758017492711369982e+02,1.281965014577259581e+02,5.896355685131195123e+00,8.690312499999999218e+00,1.715000000000000000e+03,8.000000000000000000e+00,7.921865975049774411e-01
1.000000000000000000e+00,-1.000000000000000000e+00,-4.000000000000000000e+00,7.000000000000000000e+00,5.970661478599221255e+02,5.698326848249026852e+02,4.814202334630349966e+00,8.690312499999999218e+00,5.140000000000000000e+02,3.000000000000000000e+00,2.732614765148551061e-01
1.000000000000000000e+00,-2.000000000000000000e+00,1.000000000000000000e+00,-1.100000000000000000e+01,1.852886597938144462e+02,1.048109965635738838e+01,5.200171821305842101e+00,8.690312499999999218e+00,2.910000000000000000e+02,3.000000000000000000e+00,3.368924665992429346e-01
1.000000000000000000e+00,-4.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000000000e+00,4.617880000000000109e+02,1.212699999999999960e+02,5.331500000000000128e+00,8.690312499999999218e+00,1.000000000000000000e+03,3.000000000000000000e+00,3.414787694718369737e-01
1.000000000000000000e+00,-4.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,5.450661157024793511e+02,2.436092089728453232e+02,4.907615112160566895e+00,8.690312499999999218e+00,8.470000000000000000e+02,2.000000000000000000e+00,2.323037505054434682e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-7.000000000000000000e+00,1.394710743801652768e+02,2.705650826446280917e+02,5.645144628099173723e+00,8.690312499999999218e+00,9.680000000000000000e+02,4.000000000000000000e+00,2.982510655320067539e-01
1.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,5.000000000000000000e+00,6.216520376175548108e+02,4.211222570532915483e+02,4.750000000000000000e+00,8.690312499999999218e+00,3.190000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000000000e+00,1.193341380975374193e+02,4.317745050700144702e+02,5.725132786093674930e+00,8.690312499999999218e+00,2.071000000000000000e+03,3.000000000000000000e+00,1.537701610384679118e-01
1.000000000000000000e+00,-5.000000000000000000e+00,-1.000000000000000000e+00,-2.000000000000000000e+00,5.708700460829493295e+02,1.541520737327188897e+02,6.015437788018433096e+00,8.690312499999999218e+00,1.085000000000000000e+03,2.000000000000000000e+00,2.495228941421967495e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+01,6.808571428571428896e+01,2.044040816326530603e+02,6.078571428571428292e+00,8.690312499999999218e+00,2.450000000000000000e+02,2.000000000000000000e+00,2.373321103690878564e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.000000000000000000e+00,9.325141776937617522e+01,2.279546313799621942e+02,6.353969754253308011e+00,8.690312499999999218e+00,5.290000000000000000e+02,3.000000000000000000e+00,2.860382656994742701e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-8.000000000000000000e+00,1.170146103896103966e+02,2.500259740259740227e+02,6.286525974025973795e+00,8.690312499999999218e+00,6.160000000000000000e+02,3.000000000000000000e+00,2.346874323090001879e-01
1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,3.000000000000000000e+00,4.472093409915356688e+02,4.183456771463119708e+02,7.668833131801692460e+00,8.690312499999999218e+00,6.616000000000000000e+03,6.000000000000000000e+00,3.033751572899264226e-01
1.000000000000000000e+00,5.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,6.516293929712459487e+01,6.293386581469648036e+02,5.920926517571884595e+00,8.690312499999999218e+00,3.130000000000000000e+02,2.000000000000000000e+00,2.371653102304183691e-01
1.000000000000000000e+00,-2.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+01,2.080310880829015616e+02,4.493782383419689097e+01,6.576424870466321515e+00,8.690312499999999218e+00,1.930000000000000000e+02,2.000000000000000000e+00,2.380320129188635281e-01
1.000000000000000000e+00,-2.000000000000000000e+00,-3.000000000000000000e+00,6.000000000000000000e+00,5.911115879828325888e+02,4.788369098712446430e+02,6.720815450643776501e+00,8.690312499999999218e+00,1.165000000000000000e+03,3.000000000000000000e+00,1.910165382182013871e-01
1.000000000000000000e+00,-2.000000000000000000e+00,-4.000000000000000000e+00,7.000000000000000000e+00,6.394701195219123520e+02,5.249163346613545400e+02,6.483067729083665576e+00,8.690312499999999218e+00,2.510000000000000000e+02,2.000000000000000000e+00,2.494259373072813535e-01
1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,2.039689762150982517e+02,4.254519131334022859e+02,7.206566701137538722e+00,8.690312499999999218e+00,9.670000000000000000e+02,2.000000000000000000e+00,1.408197357658177717e-01
1.000000000000000000e+00,1.000000000000000000e+00,-4.000000000000000000e+00,7.000000000000000000e+00,5.038171896316507627e+02,6.824024556616643622e+02,7.303206002728512836e+00,8.690312499999999218e+00,7.330000000000000000e+02,3.000000000000000000e+00,3.077555192181946619e-01
1.000000000000000000e+00,-2.000000000000000000e+00,1.000000000000000000e+00,-9.000000000000000000e+00,2.300551724137931160e+02,7.555862068965517153e+01,7.674137931034482385e+00,8.690312499999999218e+00,2.900000000000000000e+02,3.000000000000000000e+00,3.515043261751658044e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-6.000000000000000000e+00,2.038876811594202820e+02,2.484782608695652186e+02,7.436594202898550776e+00,8.690312499999999218e+00,2.760000000000000000e+02,2.000000000000000000e+00,2.418257738412716018e-01
1.000000000000000000e+00,-4.000000000000000000e+00,-2.000000000000000000e+00,3.000000000000000000e+00,6.104770992366412656e+02,3.235572519083969496e+02,7.500000000000000000e+00,8.690312499999999218e+00,2.620000000000000000e+02,2.000000000000000000e+00,2.500000000000000000e-01
1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000000e+00,9.793779904306219919e+01,4.139617224880382764e+02,7.623205741626794207e+00,8.690312499999999218e+00,2.090000000000000000e+02,2.000000000000000000e+00,2.175324004147235479e-01
1.000000000000000000e+00,-1.000000000000000000e+00,-2.000000000000000000e+00,5.000000000000000000e+00,5.035732814526588754e+02,4.776822308690012733e+02,7.887808041504539958e+00,8.690312499999999218e+00,1.542000000000000000e+03,3.000000000000000000e+00,2.841075762856541398e-01
1.000000000000000000e+00,-3.000000000000000000e+00,-1.000000000000000000e+00,2.000000000000000000e+00,5.240040705563093297e+02,3.215156037991858966e+02,8.017978290366350791e+00,8.690312499999999218e+00,7.370000000000000000e+02,2.000000000000000000e+00,2.493527242191334314e-01
1.000000000000000000e+00,1.000000000000000000e+00,-3.000000000000000000e+00,6.000000000000000000e+00,4.540420560747663785e+02,6.248785046728971793e+02,8.105140186915887668e+00,8.690312499999999218e+00,2.140000000000000000e+02,2.000000000000000000e+00,2.268160953179737538e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-8.000000000000000000e+00,1.600482866043613797e+02,2.065334890965732200e+02,9.209112149532710845e+00,8.690312499999999218e+00,1.284000000000000000e+03,4.000000000000000000e+00,3.261731615993503919e-01
1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,-6.000000000000000000e+00,7.542601626016259786e+01,3.962260162601626234e+02,8.705284552845528268e+00,8.690312499999999218e+00,6.150000000000000000e+02,2.000000000000000000e+00,1.426823477624735159e-01
1.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,5.000000000000000000e+00,4.577754716981132219e+02,5.229905660377359027e+02,8.818867924528301927e+00,8.690312499999999218e+00,5.300000000000000000e+02,3.000000000000000000e+00,2.755314615967742742e-01
1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+01,1.567120418848167560e+02,1.065287958115183216e+02,9.270942408376964039e+00,8.690312499999999218e+00,3.820000000000000000e+02,3.000000000000000000e+00,3.019676343262422402e-01
1.000000000000000000e+00,-5.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,5.810261194029850458e+02,1.766753731343283675e+02,9.074626865671641340e+00,8.690312499999999218e+00,2.680000000000000000e+02,2.000000000000000000e+00,2.386018250559427956e-01
1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-7.000000000000000000e+00,2.255407296351824016e+02,1.816991504247876037e+02,1.024700149925037529e+01,8.690312499999999218e+00,2.001000000000000000e+03,6.000000000000000000e+00,4.691811366926818549e-01
1.000000000000000000e+00,-4.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,5.568927038626609374e+02,2.628483547925608264e+02,9.115522174535049871e+00,8.690312499999999218e+00,6.990000000000000000e+02,2.000000000000000000e+00,2.217084283257933219e-01
1.000000000000000000e+00,-4.000000000000000000e+00,-3.000000000000000000e+00,5.000000000000000000e+00,6.671836734693877133e+02,3.819096209912536324e+02,8.910349854227405331e+00,8.690312499999999218e+00,3.430000000000000000e+02,2.000000000000000000e+00,2.333727733968821438e-01
1.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,4.548530612244898066e+02,2.378551020408163197e+02,9.777551020408163041e+00,8.690312499999999218e+00,4.900000000000000000e+02,3.000000000000000000e+00,2.469324505852157070e-01
1.000000000000000000e+00,-5.000000000000000000e+00,-2.000000000000000000e+00,2.000000000000000000e+00,6.467235494880545730e+02,2.633310580204778262e+02,9.497440273037542013e+00,8.690312499999999218e+00,2.930000000000000000e+02,2.000000000000000000e+00,2.499868952522864840e-01
1.000000000000000000e+00,-2.000000000000000000e+00,-1.000000000000000000e+00,3.000000000000000000e+00,4.930547195622435197e+02,3.781805745554035525e+02,9.757523939808480762e+00,8.690312499999999218e+00,7.310000000000000000e+02,3.000000000000000000e+00,1.893491564598495103e-01
1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-9.000000000000000000e+00,1.801776913099870399e+02,1.337587548638132375e+02,1.026037613488975353e+01,8.690312499999999218e+00,7.710000000000000000e+02,3.000000000000000000e+00,2.946056101408046080e-01
1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-8.000000000000000000e+00,2.031789473684210634e+02,1.586622009569377951e+02,1.062799043062200965e+01,8.690312499999999218e+00,1.045000000000000000e+03,4.000000000000000000e+00,3.803722426395332312e-01
1.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.224693459618584370e+02,2.986452067067707503e+02,1.033598916336021212e+01,8.690312499999999218e+00,2.343900000000000000e+04,5.000000000000000000e+00,2.328588705739930986e-01
1.000000000000000000e+00,4.000000000000000000e+00,-1.000000000000000000e+00,-4.000000000000000000e+00,7.228158844765343360e+01,5.032599277978339387e+02,9.901624548736462472e+00,8.690312499999999218e+00,2.770000000000000000e+02,2.000000000000000000e+00,2.298309609010397714e-01
1.000000000000000000e+00,5.000000000000000000e+00,-2.000000000000000000e+00,-4.000000000000000000e+00,1.243540669856459324e+01,5.897464114832536097e+02,1.004425837320574111e+01,8.690312499999999218e+00,2.090000000000000000e+02,2.000000000000000000e+00,2.460512068679633346e-01
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,2.660562126712729878e+02,4.031206230237732484e+02,1.132114416207986807e+01,8.690312499999999218e+00,8.539000000000000000e+03,5.000000000000000000e+00,2.468990067107469100e-01
1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+00,1.845151515151515014e+02,4.081125541125541076e+02,1.125000000000000000e+01,8.690312499999999218e+00,2.310000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,-1.000000000000000000e+00,-3.000000000000000000e+00,7.000000000000000000e+00,5.613142857142856883e+02,5.410285714285714675e+02,1.167285714285714349e+01,8.690312499999999218e+00,3.500000000000000000e+02,2.000000000000000000e+00,1.806112071917612416e-01
1.000000000000000000e+00,-5.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,5.923300000000000409e+02,1.981183333333333394e+02,1.214750000000000085e+01,8.690312499999999218e+00,6.000000000000000000e+02,2.000000000000000000e+00,2.018508112443445357e-01
1.000000000000000000e+00,-3.000000000000000000e+00,-2.000000000000000000e+00,5.000000000000000000e+00,5.917961904761905316e+02,3.971561904761904884e+02,1.216999999999999993e+01,8.690312499999999218e+00,5.250000000000000000e+02,2.000000000000000000e+00,1.833030277982335976e-01
1.000000000000000000e+00,4.000000000000000000e+00,-1.000000000000000000e+00,-6.000000000000000000e+00,2.343824701195219262e+01,4.671792828685258883e+02,1.203486055776892449e+01,8.690312499999999218e+00,2.510000000000000000e+02,2.000000000000000000e+00,2.475575519188204787e-01
1.000000000000000000e+00,3.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.838515981735159812e+02,5.108858447488584602e+02,1.228538812785388146e+01,8.690312499999999218e+00,1.314000000000000000e+03,3.000000000000000000e+00,2.084669928408462158e-01
1.000000000000000000e+00,3.000000000000000000e+00,-2.000000000000000000e+00,2.000000000000000000e+00,2.483288700195950298e+02,6.012540822991509231e+02,1.360826257348138490e+01,8.690312499999999218e+00,3.062000000000000000e+03,6.000000000000000000e+00,5.042231697008136004e-01
1.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000000000e+00,8.000000000000000000e+00,5.631281138790035357e+02,6.454519572953736315e+02,1.241014234875444799e+01,8.690312499999999218e+00,2.810000000000000000e+02,2.000000000000000000e+00,2.332929542713041704e-01
1.000000000000000000e+00,-4.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,4.872708860759493632e+02,1.714582278481012736e+02,1.307151898734177209e+01,8.690312499999999218e+00,3.950000000000000000e+02,2.000000000000000000e+00,2.395517364779629899e-01
1.000000000000000000e+00,-3.000000000000000000e+00,-1.000000000000000000e+00,3.000000000000000000e+00,5.385687022900763168e+02,3.390648854961831944e+02,1.312404580152671763e+01,8.690312499999999218e+00,2.620000000000000000e+02,2.000000000000000000e+00,2.170544611925638301e-01
1.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+00,7.000000000000000000e+00,5.156931506849315383e+02,5.902178082191780959e+02,1.334520547945205493e+01,8.690312499999999218e+00,7.300000000000000000e+02,3.000000000000000000e+00,2.797582595842204034e-01
1.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,7.000000000000000000e+00,6.493964194373401142e+02,4.569693094629155894e+02,1.416687979539641873e+01,8.690312499999999218e+00,3.910000000000000000e+02,2.000000000000000000e+00,1.861481503761162337e-01
1.000000000000000000e+00,-5.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000000e+00,4.877941176470588402e+02,3.076307189542483655e+01,1.511846405228758172e+01,8.690312499999999218e+00,6.120000000000000000e+02,4.000000000000000000e+00,4.045520321874278014e-01
