h,k,l,Fo2,sigmaFo2,kFc2,Fc_real,Fc_imag,weight,weighted_residual
0,4,6,124.2165715,3.904696176,124.9319347,-8.884641405,3.552713679e-15,0.03432482512,0.1325350509
0,4,7,99.17247441,4.517539275,105.4824575,8.163817558,3.441691376e-15,0.03417655693,1.16652043
0,4,8,160.5000803,6.956236655,148.9925053,-9.702538674,8.215650382e-15,0.01397165609,-1.360215621
0,4,9,99.62345774,5.485785863,97.57988003,-7.852054602,-1.33226763e-15,0.02562381397,-0.3271244789
0,4,10,74.34415848,4.972749613,73.58649891,6.818710331,-1.776356839e-15,0.03366710086,-0.1390199005
0,4,11,10.69769204,2.147442935,15.22283978,-3.101351631,-2.153832668e-14,0.2121112237,2.084080969
0,4,12,198.3305874,18.36737959,194.7614482,11.09314446,-1.33226763e-14,0.002682675783,-0.1848619708
0,4,13,53.51012846,6.111401713,39.18817431,4.976003608,9.103828802e-15,0.02504619058,-2.26659079
0,4,14,6.586890355,4.416054018,5.527974234,-1.868900482,-2.220446049e-16,0.05117554972,-0.2395481484
0,5,1,36.16397806,3.419490187,41.43044195,-2.664535259e-15,-5.116381902,0.07770030037,1.468014888
0,5,2,81.54091167,4.319949901,71.41263518,4.773959006e-15,6.717237451,0.040574543,-2.040151255
0,5,3,242.3991708,8.144621362,255.8328966,7.993605777e-15,12.71397535,0.008388102093,1.230349032
0,5,4,50.88273716,5.080922612,59.76318363,4.996003611e-15,6.144973769,0.03552912538,1.673890556
0,5,5,78.2875782,6.163102589,77.48963644,-2.664535259e-15,-6.997211202,0.02298856708,-0.1209837794
0,5,6,-2.691188631,2.40627201,0.6584452995,-1.110223025e-14,0.6450049118,0.172707247,1.392042926
0,5,7,14.71980344,2.345555108,13.67321992,-3.552713679e-15,-2.939263832,0.1755422552,-0.4384950815
0,5,8,13.37577856,2.265402268,17.38637448,-7.771561172e-16,-3.314421105,0.1889263558,1.743231968
0,5,9,27.95639075,12.0640767,24.49043636,8.881784197e-16,3.933701784,0.006837824226,-0.2866037111
0,5,10,49.0020012,5.566257453,49.56548493,-9.769962617e-15,-5.596195151,0.03017110164,0.0978761707
0,5,11,20.62434791,5.307561555,19.09141576,-1.254552018e-14,-3.473139592,0.03502254417,-0.2868776915
0,5,12,4.964790469,3.519511563,0.2267009757,2.220446049e-16,-0.3784686105,0.08058572363,-1.345031064
0,6,0,81.7086787,9.591199611,85.86226609,-7.365535791,3.330669074e-15,0.01020410378,0.4195761423
0,6,1,76.48579646,6.54750979,74.22790326,6.848362927,-3.108624469e-15,0.02077492386,-0.3254416376
0,6,2,13.0598669,5.952670906,5.769452767,-1.909283776,-4.440892099e-16,0.02809952118,-1.22208569
0,6,3,15.39866751,3.715534857,20.50706118,-3.599605316,1.110223025e-15,0.07133376711,1.364369296
0,6,4,5.010967668,2.930535057,8.435466471,2.30864801,5.551115123e-16,0.1161354597,1.167023067
0,6,5,60.37020463,6.030600657,63.70407715,-6.344344911,4.884981308e-15,0.02522179432,0.529464663
0,6,6,71.49415244,6.73498888,65.27580972,6.422133141,-4.440892099e-15,0.02001587352,-0.8797553731
0,6,7,60.61069681,4.123960234,57.49778489,6.027382155,3.108624469e-15,0.04922873605,-0.6906788775
0,6,8,29.55419158,3.921884325,21.32245238,3.670470582,-5.107025913e-15,0.06185331635,-2.047260453
0,6,9,1.827866277,1.949980839,1.765479637,-1.056171702,4.773959006e-15,0.2627822367,-0.03198082039
0,6,10,52.04151547,8.395283877,54.74783925,-5.881480518,7.105427358e-15,0.01371398251,0.3169286857
0,6,11,2.515205519,3.086089477,0.04898029522,0.1759194547,3.996802889e-15,0.1049357375,-0.7989037223
0,7,1,5.174483202,2.915458233,0.3882300231,2.220446049e-16,-0.4952765091,0.1173158904,-1.639359072
0,7,2,51.38148942,5.92505011,57.05893792,-2.886579864e-15,-6.004336355,0.02667928026,0.9273427003
0,7,3,12.76512442,3.846985205,12.13030501,1.33226763e-15,2.768464964,0.06690776332,-0.1642057849
0,7,4,13.60154346,4.652928016,11.00788252,-5.773159728e-15,-2.637272851,0.04583741096,-0.5552943343
0,7,5,46.7541006,5.799074296,37.51012743,-4.440892099e-15,-4.868301209,0.02809255958,-1.549367107
0,7,7,1.539506001,2.549875569,3.77589393,8.881784197e-16,1.544589449,0.1537515733,0.8769138383
0,7,8,23.87174428,6.122990945,27.52491509,1.376676551e-14,4.17028912,0.02631309427,0.5925922129
1,0,1,1088.747741,20.24107049,1117.941744,-2.664535259e-15,-26.5774162,0.0006772611008,0.7597517458
1,0,2,160.9181097,8.192611561,261.8893237,12.86358641,3.552713679e-15,0.01105900374,10.6183144
1,0,3,1003.959826,16.22485369,969.524453,-8.881784197e-15,-24.75041895,0.0008544177461,-1.006560583
1,0,4,123.1984553,3.341980684,121.4417079,8.759657068,-2.664535259e-15,0.04027563299,-0.352557941
1,0,5,1.214866701,0.9985785055,0.3705299194,-3.552713679e-15,-0.4838545307,1.001514949,-0.8449761028
1,0,6,635.9391914,13.21814385,585.5767278,-19.23512776,7.105427358e-15,0.001856334154,-2.169876642
1,0,7,40.55354755,1.983972346,41.42683103,2.220446049e-15,5.116158935,0.1846286505,0.3752362542
1,0,8,64.49998538,2.111116148,65.14760527,6.415823371,-1.776356839e-15,0.1219358334,0.2261444065
1,0,9,30.38839597,1.586341658,37.99855074,5.329070518e-15,4.899894029,0.2987224532,4.159368736
1,0,10,149.1185681,4.139781237,140.1336714,9.409670614,-1.421085472e-14,0.02691753717,-1.47411292
1,0,11,82.37802285,3.131471955,79.27971172,1.865174681e-14,7.077570469,0.06283916897,-0.7766766388
1,0,12,74.8151231,3.633862552,72.12451431,-6.750634924,6.217248938e-15,0.05481695967,-0.6299528265
1,0,13,18.75754188,2.058342819,16.65680498,5.773159728e-15,-3.24413577,0.2196143747,-0.9844690007
1,0,14,36.76989493,3.342879519,31.58188708,4.467064356,-1.243449788e-14,0.08069939821,-1.473790567
1,0,15,69.57297376,4.555671544,79.1208374,-9.769962617e-15,-7.070475286,0.0398239748,1.905366434
1,0,16,1.441004865,1.732301377,2.292369479,-1.203498296,-5.329070518e-15,0.3330295098,0.4913115275
1,1,0,100.4418117,5.104371313,74.54834639,8.881784197e-16,6.863129258,0.02846220828,-4.368420851
1,1,1,194.1459398,3.716227181,204.6625915,-11.12141369,-2.372327728,0.02094954842,1.522175849
1,1,2,157.1443291,3.294309345,144.8733436,3.534688311,-8.890589901,0.03023214033,-2.133604349
1,1,3,1524.152466,18.19747749,1466.914928,12.05788342,-27.95462973,0.0004129015463,-1.163065555
1,1,4,215.6886266,3.329666962,204.4488,10.6528448,3.961766917,0.0188835632,-1.544548615
1,1,5,589.0763974,7.195849452,578.7693581,0.24496346,-19.12142704,0.002746572509,-0.5401687628
1,1,6,23.73215555,2.664861921,30.43327013,2.335565445,3.711341694,0.1314339766,2.429410295
1,1,7,418.8147792,5.401883547,416.1890145,-5.781650414,15.15047579,0.005346290368,-0.1919915326
1,1,8,281.5384245,3.88866661,267.6389831,-6.306429796,-11.37249563,0.01156614591,-1.494829567
1,1,9,279.0081858,4.073382101,278.0942777,4.096248649,12.6068046,0.01154022106,-0.09817696156
1,1,10,148.3303272,2.736337111,141.2035574,-4.556123244,8.274033939,0.03664448214,-1.364259617
1,1,11,15.37515615,1.009216422,16.96594106,2.071043728,2.535846794,0.8121671277,1.433620382
1,1,12,3.657140347,0.8559073489,3.633399867,-0.04248415741,-1.514568709,1.342976625,-0.02751209945
1,1,13,126.4147232,3.677884235,125.3625903,-4.912924136,-7.421060186,0.03583016242,-0.1991567261
1,1,14,22.03939639,1.882035995,17.72174553,1.624181775,-2.925631777,0.2513054704,-2.164454659
1,1,15,58.52411875,3.974127065,60.63346707,0.4655002195,-6.172024877,0.05297662081,0.4855013332
1,1,16,39.05585438,6.9037446,46.32448063,2.115713867,4.979293373,0.02039379884,1.03800968
1,2,0,2.49876803,0.9260079231,1.763988474,-8.881784197e-16,1.055725575,1.158600697,-0.7909043373
1,2,1,90.24906566,2.500597714,93.16534162,5.59237727,-5.252694639,0.07361930638,0.7912695965
1,2,2,401.9740742,6.733007292,432.9259211,-16.2385889,-3.138097648,0.005242237837,2.241015854
1,2,3,706.4663833,10.50697941,661.702072,-16.7520788,11.7242035,0.001787048534,-1.892343974
1,2,4,225.7384101,3.812118308,229.2597586,12.03138109,0.3179570935,0.01655785594,0.4531177314
1,2,5,562.132485,8.732980481,538.9417391,6.044338842,17.43531787,0.002772705378,-1.221143154
1,2,6,20.46500017,2.083747523,22.23551055,-0.4721256741,3.718381004,0.2119120714,0.815035125
1,2,7,129.6273252,3.054520524,127.4338306,4.715747197,-7.634093027,0.04089475309,-0.4435783839
1,2,8,4.178514643,0.9436196022,4.568242844,-0.4333263874,1.642748202,1.103592045,0.4094172278
1,2,9,313.8961947,4.969671538,308.5200852,-1.180013812,-13.91195711,0.008820257553,-0.5049039118
1,2,10,9.293801096,1.101887956,11.89862025,-2.369448236,-1.379755729,0.7740571147,2.291733328
1,2,11,9.531738091,1.49400404,8.832474922,-0.8276021377,2.212639986,0.4321863529,-0.4597017732
1,2,12,31.88522662,2.069642465,31.06737601,-4.43024389,-0.05014907794,0.1923661108,-0.3587056926
1,2,13,75.31224123,3.771006673,73.91146572,-4.908737542,4.75441195,0.05174582218,-0.3186443231
1,2,14,55.12244974,4.947335185,51.43373831,5.590639805,-1.114711553,0.03675016599,-0.7071382571
1,2,15,11.41776643,3.673573595,14.10393418,2.979796475,0.1795183832,0.07346204379,0.7280557476
1,3,0,311.761547,9.440074226,303.2108165,3.552713679e-15,13.84125647,0.005662811171,-0.6434565937
1,3,1,451.9491564,10.98273363,426.711526,-3.921482036,15.94474548,0.003284582746,-1.446400888
1,3,2,67.95017322,2.498998816,63.2995978,-4.699283027,-4.232243566,0.09614923727,-1.442047656
1,3,3,560.0620391,9.512059389,535.3632484,11.96815399,13.96519251,0.002682534303,-1.279229105
1,3,4,116.7278201,3.629348779,109.2470019,-5.555280638,-6.177811881,0.03931587522,-1.48331394
1,3,5,32.17641828,1.649279496,30.44834803,-1.598369033,4.084564402,0.2738291192,-0.9042764247
1,3,6,70.53392079,2.067206902,63.56104023,-1.904247156,6.044350985,0.1142742874,-2.35714602
1,3,7,200.7930111,3.747541912,194.3261962,-10.88225051,-2.087934074,0.01986881797,-0.9115415011
1,3,8,50.85359158,1.679531496,51.82056928,3.998190177,4.093497945,0.1942386846,0.426171423
1,3,9,422.4908209,8.807288274,414.0742848,2.732902163,-15.94237985,0.004197853727,-0.5453144974
1,3,10,36.06671887,2.767494375,38.09057937,4.886203909,-0.438315101,0.1132534575,0.6810928339
1,3,11,54.76916098,2.638007409,55.17932474,5.438759675,2.298768274,0.1035327659,0.1319763735
1,3,12,60.31884786,3.174662145,57.72550986,-1.064258669,-5.944793908,0.07488949977,-0.7096914777
1,3,13,76.97053362,4.985688936,79.16990935,-1.921701727,6.806591571,0.03312452636,0.4002895648
1,3,14,29.49768342,3.045762085,26.64496985,-3.327649775,2.400432193,0.09940586433,-0.8994233761
1,3,15,3.706045682,3.151298242,1.105392641,-0.5183514547,-0.6555469551,0.1005728437,-0.8247508673
1,4,0,5.743880203,2.431839174,5.021518331,0,-1.781232856,0.1682500479,-0.2963005198
1,4,1,173.2524459,4.819217116,165.1864943,1.888023992,-10.04024969,0.01990460811,-1.137974229
1,4,2,38.00866839,1.881973392,38.24872655,-4.674408574,1.522148738,0.2065255108,0.1090946199
1,4,3,169.1466738,4.199186029,175.9424785,2.107110613,-10.33089456,0.02305066261,1.031769302
1,4,4,23.59047571,1.581521756,22.25069797,-0.2970358085,3.737730016,0.3331034306,-0.7732542374
1,4,5,61.9172098,2.074317425,61.37771354,5.46779844,2.980604905,0.1289796749,-0.1937532855
1,4,6,41.71075284,1.588298339,36.67114192,2.55432653,-4.079910414,0.2445884904,-2.492384353
1,4,7,317.4559991,7.534123835,316.4458636,-13.98982137,2.056136181,0.00678133901,-0.08318353247
1,4,8,48.69113281,2.300416027,47.47351002,-0.174193246,-5.474053873,0.1346682064,-0.4468330715
1,4,9,4.117621419,0.9781219345,4.243484999,-0.3827662797,1.592070588,1.028825801,0.1276647511
1,4,10,32.25679726,2.429358769,29.73571337,-3.470181553,2.597310076,0.1462365675,-0.964084921
1,4,11,264.4262867,8.454549117,271.9071866,12.54143921,3.809702487,0.007440003677,0.645268438
1,4,12,42.70354505,2.949913948,47.82190815,2.804073227,4.727886833,0.09668163694,1.591486975
1,4,13,32.18512498,3.417552475,36.70047745,-4.538510718,-1.60956789,0.07928982348,1.27145321
1,4,14,36.96113363,6.963145123,36.29787849,4.006939732,-2.622755162,0.02011469283,-0.0940670078
1,5,0,17.38403802,3.844724298,15.02758067,-3.996802889e-15,-3.081397352,0.06642801636,-0.60734467
1,5,1,147.6552801,4.174638399,144.0690332,-4.845709161,-8.218729728,0.02699093262,-0.5891815447
1,5,2,99.27588401,3.396537249,96.1140404,7.530916165,2.003469174,0.04900376254,-0.6999307888
1,5,3,395.8263148,11.43940254,401.8348144,1.542849077,-15.85920784,0.003678221059,0.3644055246
1,5,4,9.783694072,2.029844721,9.423153581,1.602373356,1.840194113,0.23773195,-0.1757914798
1,5,5,38.27382677,4.206420531,52.43482197,2.243676573,5.300591881,0.05259733277,3.24769799
1,5,6,67.91298614,3.367773715,70.66267081,-4.632277607,-4.815540105,0.06454587796,0.6985816115
1,5,7,153.1931565,5.244178491,153.088235,2.202485706,9.585204988,0.0205665099,-0.01504682063
1,5,8,0.04608793675,0.9009045972,0.08968485565,0.1064118643,0.2129387079,1.232086988,0.04839232443
1,5,9,66.15630448,3.433082545,73.19675129,1.71164908,-6.581702691,0.06359281582,1.775432843
1,5,10,10.73658661,2.546224732,13.62584896,2.596502539,1.366570751,0.1518140124,1.125752465
1,5,11,56.18481166,5.349134728,55.60984563,-3.038113783,5.089825818,0.03179215349,-0.1025184809
1,5,12,16.90595625,3.511949283,18.13680473,-3.112218219,-1.331779272,0.07942169576,0.3468759368
1,5,13,7.951641762,4.633164443,19.31461981,-2.491033256,2.449179647,0.04646166864,2.44928639
1,6,0,29.575964,7.325599021,30.28615864,-5.107025913e-15,-4.374468238,0.01836491137,0.09624358912
1,6,1,136.2281844,6.126535175,124.2835493,-8.026938679,3.75438853,0.01843768645,-1.621907571
1,6,2,97.43558244,5.278192119,99.52179799,7.848644663,-1.131599617,0.02746978389,0.3457695938
1,6,3,65.89580981,4.295786234,67.88899703,3.654085366,5.435307493,0.04471909653,0.4214971135
1,6,4,70.42145376,4.730295998,64.55111046,-5.463994297,3.306155961,0.03725926333,-1.133132333
1,6,5,108.1221301,5.64498954,111.3438647,8.364883462,-0.6165279674,0.02359199304,0.4948482934
1,6,6,12.08792066,2.425662531,14.22474527,-2.541184065,1.590638417,0.1662415107,0.8712416234
1,6,7,53.08853785,3.235166672,52.07943016,-4.326913894,-3.766115324,0.07690617552,-0.27984537
1,6,8,49.33167452,3.533009175,49.06841159,5.330071517,-1.610486736,0.06815514536,-0.06872884543
1,6,9,2.601935837,1.452072835,0.699638527,0.6260223949,0.2239526287,0.4729007574,-1.30816763
1,6,10,0.2051170517,1.765984946,1.12370977,-0.08018960566,0.8387926695,0.3206422393,0.5201557035
1,6,11,15.9076145,4.934062987,15.05454098,3.083356943,-0.07038593035,0.04069552802,-0.172091653
1,7,0,155.4097594,11.20056881,151.4464155,-4.662936703e-15,-9.78211289,0.006793952933,-0.3266803565
1,7,1,50.55505389,4.225747638,49.55386181,5.26924698,1.882841598,0.04961012585,-0.222998824
1,7,2,14.45065703,2.888468582,15.32782204,-1.075758698,2.920180993,0.1172169403,0.3003146288
1,7,3,33.7603235,4.758681481,25.57213423,-2.887631195,2.796257243,0.04224608415,-1.682988322
1,7,4,57.41983294,4.616116266,53.47485379,0.1826343939,5.809830984,0.04119318046,-0.8006770391
1,7,5,49.25920842,4.350001124,47.02252095,-4.327517931,3.31409795,0.04737914573,-0.4868541975
1,7,7,16.43148089,3.756710445,13.93793005,1.081374325,-2.763540409,0.06965792869,-0.6581175994
1,7,8,2.614528828,2.107788818,0.1299004294,-0.2504909726,-0.1390338578,0.2247733555,-1.177968994
1,7,9,47.45496599,5.575163721,52.96695893,0.6542874673,-5.747911932,0.03020306098,0.9579307898
2,0,0,4360.744051,125.026193,4315.97546,-52.22069583,3.552713679e-15,3.053805418e-05,-0.2473968183
2,0,1,738.1507093,12.85402692,782.3447565,-8.881784197e-16,-22.23321456,0.001525306752,1.726006282
2,0,2,264.8461816,6.007787672,229.6269716,12.04521677,1.776356839e-15,0.01007834272,-3.535689927
2,0,3,74.60827079,2.181759811,94.3473376,7.105427358e-15,7.720901211,0.1023559207,6.315141727
2,0,4,239.533004,4.120642489,256.8304175,12.73873784,-3.108624469e-15,0.014573404,2.088149883
2,0,5,742.593066,11.86988937,748.8732417,5.329070518e-15,21.75240735,0.001569380041,0.2487916807
2,0,6,118.717674,3.213194483,123.1594192,-8.821389273,-3.552713679e-15,0.04346103461,0.9259844008
2,0,7,8.682502223,1.070568874,7.556217118,-8.881784197e-16,-2.185019843,0.8237469958,-1.022222091
2,0,8,121.2184134,3.391502649,129.4668586,9.044456541,-6.217248938e-15,0.04044194375,1.658777386
2,0,9,28.70024593,1.69647231,28.22387928,-1.421085472e-14,-4.222907066,0.2762925516,-0.2503951672
2,0,10,52.8075398,3.036659628,45.49338274,-5.361388599,3.552713679e-15,0.08524368456,-2.13547941
2,0,11,92.81915224,3.324835484,97.54660782,5.329070518e-15,7.850715815,0.05316777168,1.090063221
2,0,12,28.18507467,2.240882204,23.77611411,-3.875909333,2.220446049e-15,0.1743219681,-1.840824028
2,0,13,14.31570662,4.238986624,17.90616858,5.995204333e-15,-3.363601252,0.05508593841,0.8426955593
2,0,14,18.53462157,3.378587969,16.83908267,3.261837983,-3.996802889e-15,0.08529486182,-0.4951869512
2,0,15,156.7798436,8.739327598,170.762925,-7.993605777e-15,-10.38723515,0.01015251367,1.40893084
2,1,0,4744.967792,77.58918598,4675.279783,54.35092926,-7.105427358e-15,3.804693053e-05,-0.42985093
2,1,1,80.6026269,1.356322319,75.00342462,1.950439033,6.601959323,0.1300945793,-2.01955534
2,1,2,837.2668777,10.35529626,822.5979666,9.618242588,-20.66975525,0.001354744799,-0.5399165269
2,1,3,245.4032952,3.473013866,254.0210424,12.6576805,-0.5324413141,0.01509153205,1.058669533
2,1,4,1435.808389,16.68069658,1426.324811,-24.78400866,16.93990485,0.0004686833308,-0.2053108933
2,1,5,20.44454035,1.868240322,26.20463113,-4.00317407,0.7291789792,0.258631623,2.929342419
2,1,6,275.7761958,4.162768414,269.2297626,-11.48191648,-6.186713488,0.0116582863,-0.7068415935
2,1,7,191.8653042,3.485892779,192.1066892,-8.527624295,-6.975679035,0.02208357958,0.03587113367
2,1,8,9.969587373,0.6586870511,10.45799188,-0.5800767606,-2.504251737,1.910869274,0.6751420433
2,1,9,74.00037411,1.831395971,73.16506081,6.799084252,-0.03135194,0.1207370607,-0.2902483071
2,1,10,61.77365656,1.852036717,60.70373693,1.354836601,6.043128209,0.1456786006,-0.4083654908
2,1,11,108.5285366,3.121582425,111.1530392,2.674154796,7.942273428,0.04915242598,0.5818613225
2,1,12,109.1659636,3.426060394,102.9637523,6.593403068,-4.645808565,0.04451690476,-1.308606409
2,1,13,112.4679037,4.027226222,122.4474031,-8.794310637,-0.1647108257,0.03622836957,1.899473122
2,1,14,53.47340581,4.796172663,49.95626568,5.483966296,1.220829348,0.03909802906,-0.6954519105
2,1,15,22.17498822,2.468547922,23.96476761,2.27912463,-3.153959843,0.1529920829,0.7000579341
2,2,0,2.330247068,0.7340838184,3.587481477,1.505559781,-1.776356839e-15,1.839026012,1.704944298
2,2,1,427.5748719,6.311324602,396.2302993,-8.807819015,13.14442963,0.004893060637,-2.192565878
2,2,2,1486.153285,22.00157801,1443.682835,13.25351263,27.13888979,0.000404554333,-0.8542309245
2,2,3,148.8598444,3.28299053,135.4673798,5.427679574,-7.492252736,0.03255064782,-2.416241435
2,2,4,120.6252227,2.79354193,112.412037,-7.263585563,-4.273946603,0.04784854651,-1.796577751
2,2,5,7.14122246,0.9798882198,9.83145925,0.7415863674,-2.379484776,0.9939584465,2.682097873
2,2,6,360.5346546,5.557574725,351.2604527,-11.26136555,-9.753033102,0.006762543745,-0.7626610963
2,2,7,147.3506208,3.05939527,148.541578,-7.557433232,-6.061315553,0.03460101735,0.2215340957
2,2,8,174.3481245,4.125394109,175.9011281,8.576059287,6.131262326,0.02253449107,0.2331290132
2,2,9,141.7981061,3.073952811,141.2249583,7.289714376,-6.007618735,0.03630394148,-0.1092052559
2,2,10,5.759004314,1.266314844,4.059788729,-0.8504388586,1.357161039,0.6122188595,-1.329541306
2,2,11,69.59610814,3.787341591,66.68677859,0.08100823923,6.490665353,0.05346674993,-0.6727207313
2,2,12,68.01818711,3.954665218,67.78745615,-0.2225371428,-6.54073598,0.05049688076,-0.05184873268
2,2,13,72.6997582,4.22021513,67.11341399,-4.72177638,4.484383092,0.04431259949,-1.175956631
2,2,14,23.87609634,2.745796882,26.3673566,3.990193819,0.8592288302,0.1241856264,0.8779196456
2,2,15,22.21590045,5.209404017,27.19272072,2.133434117,-3.553853809,0.03625542141,0.9476292024
