h,k,l,heldout_fold,Fo2,sigma,heldout_predicted_Fc2
1,4,5,3,61.9172098,2.074317425,61.30533192
1,4,6,4,41.71075284,1.588298339,35.07513651
1,4,7,0,317.4559991,7.534123835,316.1726256
1,4,8,2,48.69113281,2.300416027,47.12677517
1,4,9,4,4.117621419,0.9781219345,4.203277503
1,4,10,2,32.25679726,2.429358769,30.63351293
1,4,11,0,264.4262867,8.454549117,270.1994494
1,4,12,2,42.70354505,2.949913948,48.28385488
1,4,13,2,32.18512498,3.417552475,37.88830667
1,4,14,0,36.96113363,6.963145123,36.1731537
1,5,0,0,17.38403802,3.844724298,15.30789195
1,5,1,3,147.6552801,4.174638399,142.7574527
1,5,2,4,99.27588401,3.396537249,94.58053095
1,5,3,3,395.8263148,11.43940254,401.4832861
1,5,4,4,9.783694072,2.029844721,10.35337582
1,5,5,2,38.27382677,4.206420531,54.26567518
1,5,6,1,67.91298614,3.367773715,71.08352387
1,5,7,3,153.1931565,5.244178491,152.5950892
1,5,8,2,0.04608793675,0.9009045972,0.1443021015
1,5,9,4,66.15630448,3.433082545,74.85461724
1,5,10,2,10.73658661,2.546224732,14.00752547
1,5,11,2,56.18481166,5.349134728,56.28620738
1,5,12,2,16.90595625,3.511949283,18.88980554
1,5,13,1,7.951641762,4.633164443,20.13617795
1,6,0,0,29.575964,7.325599021,29.50183994
1,6,1,4,136.2281844,6.126535175,123.1857345
1,6,2,1,97.43558244,5.278192119,99.87954645
1,6,3,0,65.89580981,4.295786234,67.66022819
1,6,4,3,70.42145376,4.730295998,64.60229782
1,6,5,4,108.1221301,5.64498954,110.8431462
1,6,6,0,12.08792066,2.425662531,14.19068208
1,6,7,1,53.08853785,3.235166672,51.6636182
1,6,8,3,49.33167452,3.533009175,49.70490793
1,6,9,0,2.601935837,1.452072835,0.5638403552
1,6,10,0,0.2051170517,1.765984946,1.056939466
1,6,11,0,15.9076145,4.934062987,14.47263282
1,7,0,2,155.4097594,11.20056881,149.0235703
1,7,1,1,50.55505389,4.225747638,50.21760676
1,7,2,0,14.45065703,2.888468582,15.69405646
1,7,3,4,33.7603235,4.758681481,24.22632996
1,7,4,2,57.41983294,4.616116266,52.97665538
1,7,5,4,49.25920842,4.350001124,46.63227516
1,7,7,3,16.43148089,3.756710445,13.6929627
1,7,8,1,2.614528828,2.107788818,0.05390024328
1,7,9,1,47.45496599,5.575163721,52.24718091
2,0,0,3,4360.744051,125.026193,4309.304987
2,0,1,2,738.1507093,12.85402692,787.1339455
2,0,2,3,264.8461816,6.007787672,227.0832047
2,0,3,2,74.60827079,2.181759811,100.8213612
2,0,4,2,239.533004,4.120642489,257.2348868
2,0,5,2,742.593066,11.86988937,746.3647462
2,0,6,2,118.717674,3.213194483,124.2072016
2,0,7,0,8.682502223,1.070568874,7.417115489
2,0,8,1,121.2184134,3.391502649,134.7470354
2,0,9,3,28.70024593,1.69647231,28.98630163
2,0,10,2,52.8075398,3.036659628,44.93022993
2,0,11,3,92.81915224,3.324835484,98.86818426
2,0,12,1,28.18507467,2.240882204,24.55782802
2,0,13,4,14.31570662,4.238986624,17.6638099
2,0,14,3,18.53462157,3.378587969,16.48723654
2,0,15,3,156.7798436,8.739327598,171.4835755
2,1,0,0,4744.967792,77.58918598,4668.458758
2,1,1,1,80.6026269,1.356322319,73.73784435
2,1,2,0,837.2668777,10.35529626,821.5101899
2,1,3,2,245.4032952,3.473013866,253.739446
2,1,4,4,1435.808389,16.68069658,1433.585258
2,1,5,2,20.44454035,1.868240322,28.49038636
2,1,6,2,275.7761958,4.162768414,266.375707
2,1,7,0,191.8653042,3.485892779,191.1278566
2,1,8,3,9.969587373,0.6586870511,10.43732049
2,1,9,3,74.00037411,1.831395971,73.36530743
2,1,10,1,61.77365656,1.852036717,61.55272203
2,1,11,1,108.5285366,3.121582425,112.7758896
2,1,12,1,109.1659636,3.426060394,104.7372
2,1,13,2,112.4679037,4.027226222,123.6857743
2,1,14,2,53.47340581,4.796172663,50.28074733
2,1,15,2,22.17498822,2.468547922,24.62395566
2,2,0,1,2.330247068,0.7340838184,4.088440634
2,2,1,2,427.5748719,6.311324602,393.077391
2,2,2,3,1486.153285,22.00157801,1448.387813
2,2,3,2,148.8598444,3.28299053,133.4495842
2,2,4,4,120.6252227,2.79354193,111.6939293
2,2,5,1,7.14122246,0.9798882198,11.1050024
2,2,6,1,360.5346546,5.557574725,345.6055481
2,2,7,3,147.3506208,3.05939527,147.8991739
2,2,8,1,174.3481245,4.125394109,176.1607525
2,2,9,3,141.7981061,3.073952811,141.1606786
2,2,10,4,5.759004314,1.266314844,4.209806583
2,2,11,1,69.59610814,3.787341591,65.40875782
2,2,12,2,68.01818711,3.954665218,67.97109478
2,2,13,3,72.6997582,4.22021513,66.88946965
2,2,14,4,23.87609634,2.745796882,25.72752014
2,2,15,2,22.21590045,5.209404017,28.31050879
2,3,0,1,0.2642696257,1.016873515,0.02958115535
2,3,1,1,259.7191767,5.860806809,230.4312459
2,3,2,4,335.417454,7.088187554,325.1799269
2,3,3,2,314.378693,5.777696526,308.4120102
2,3,4,1,93.95715778,2.308593325,95.02945089
2,3,5,0,370.8402079,7.482960589,360.0918539
2,3,6,0,742.3228354,9.790078494,749.90486
2,3,7,2,11.02118533,1.104815528,11.6955461
2,3,8,1,98.83138714,2.816448675,96.35076419
2,3,9,2,63.07127319,3.019973415,62.13591001
2,3,10,2,267.7184044,6.615495501,269.9194821
2,3,11,0,38.20850946,2.472213952,38.89034158
2,3,12,3,89.44764857,4.258278335,93.39978745
2,3,13,2,13.86569614,4.62862885,12.78755719
2,3,14,3,9.496559409,3.898145476,10.38301565
2,3,15,0,8.28516331,3.665688758,6.844443875
2,4,0,0,24.26033358,3.863662781,28.58936662
2,4,1,4,297.201636,6.16895507,299.7909456
2,4,2,1,5.15693486,1.066229938,5.701635416
2,4,3,1,107.2568998,3.206321082,96.69922761
2,4,4,2,230.0530673,5.24555544,220.1218576
2,4,5,2,175.7321885,4.128371143,164.2606248
2,4,6,2,29.55615566,1.510936634,24.91842734
2,4,7,4,183.3523706,6.269037904,201.6060961
2,4,8,3,161.093249,6.83366427,167.7795756
2,4,9,1,7.468275139,1.528968519,7.857608075
2,4,10,2,48.07367864,3.234982695,39.77815185
2,4,11,0,22.03382589,3.098022504,18.08551329
2,4,12,2,29.9622576,2.640134984,37.59626825
2,4,13,1,-0.163896528,3.114434459,0.6630233146
2,4,14,1,-0.6457495757,2.917419091,11.42635012
2,5,0,2,338.9056437,14.40551545,328.5929936
2,5,1,1,181.6190325,4.750067142,178.3755717
2,5,2,0,6.770566724,1.258581674,8.261906484
2,5,3,3,267.604172,8.763195474,265.7670457
2,5,4,0,86.44544623,4.539067113,90.29568537
2,5,5,4,47.2502087,3.603945791,53.66952191
2,5,6,0,4.681562772,1.486759033,6.539627037
2,5,7,4,13.22310468,3.192884675,14.89444502
2,5,8,2,23.42631885,3.486091687,17.57576898
2,5,9,4,23.12784917,3.047258404,27.47003042
2,5,10,1,2.033087687,1.377205938,0.06624295083
2,5,11,4,6.13478209,2.523466218,5.961221692
2,5,12,2,78.83465176,10.03854454,79.48732538
2,5,13,0,-1.413757686,2.085723098,0.04465163317
2,6,0,1,5.421423074,2.819058302,2.766821797
2,6,1,0,115.4637841,5.665154106,114.4680798
2,6,2,1,171.1876443,7.132268359,172.4961337
2,6,3,3,4.141327136,1.889773621,4.543405477
2,6,4,3,6.31119109,1.912154152,2.744953027
2,6,5,0,41.65682018,3.499483408,37.29591888
2,6,6,0,10.32854047,1.826247636,12.15697559
2,6,7,0,12.55055583,2.579743642,12.17186535
2,6,8,3,30.37968789,3.431459524,28.26416844
2,6,9,3,9.024801573,4.061033797,5.83148375
2,6,10,4,81.78827953,10.65809389,69.67398366
2,6,11,2,0.1033290817,3.196458495,3.211914187
2,7,0,2,16.94332184,3.789856609,15.57451698
2,7,1,3,2.33142457,3.550587592,2.652934349
2,7,2,1,21.67201229,3.032735783,24.36483213
2,7,3,2,19.6723378,5.043499976,17.74505998
2,7,4,4,9.015857004,2.288258323,9.389414218
2,7,6,3,130.484373,13.74865831,138.6221828
3,0,1,3,122.841757,3.176171841,112.9519737
3,0,2,3,206.2656404,3.317900027,214.3792711
3,0,3,2,287.0160932,6.034537278,290.3510789
3,0,4,0,956.1283126,16.0176022,937.618172
3,0,5,4,101.9065028,2.297034418,91.57633476
3,0,6,0,353.8512335,7.784904326,323.5485412
3,0,7,1,24.34388732,2.122777574,24.48746839
3,0,8,2,59.35070753,2.481171517,59.2818245
3,0,9,1,162.1942871,4.59873694,156.6471988
3,0,10,3,46.64083591,2.208964393,43.74612811
3,0,11,1,67.41660751,5.382031219,75.03145199
3,0,12,1,124.9159645,5.165944418,125.3382319
3,0,13,1,141.5161841,7.389767537,127.9057403
3,0,14,0,22.14850601,3.266357125,16.01464037
3,0,15,3,65.48613537,9.365926025,68.3317891
3,1,0,4,47.22145815,1.173252253,45.6033531
3,1,1,2,404.583941,5.223317217,392.0874534
3,1,2,3,300.0273193,4.288597359,286.1401771
3,1,3,4,124.6936644,2.284214228,122.5882518
3,1,4,3,127.5369697,2.926432207,120.8324715
3,1,5,2,32.47522292,1.079666577,28.7608738
3,1,6,3,165.3891916,2.984497538,164.8902301
3,1,7,3,5.610508529,0.9033193399,6.747220516
3,1,8,4,304.4819482,6.284831943,302.1195349
3,1,9,0,29.54762129,1.478131306,33.44095884
3,1,10,2,93.60665334,2.585247709,89.77521382
3,1,11,4,23.2321853,1.779727925,16.98670655
3,1,12,1,32.25774304,2.171414636,33.06479568
3,1,13,0,40.9185664,2.906755934,37.48462935
3,1,14,3,112.4623572,5.04353335,98.78648112
3,1,15,2,48.92599682,7.845349391,31.15720764
3,2,0,1,174.4813765,3.823849065,146.1958187
3,2,1,0,175.016198,2.467854195,171.4726272
3,2,2,4,515.6278133,6.400090176,509.1042155
3,2,3,2,564.3930982,7.727691517,544.3881958
3,2,4,1,80.34395037,2.002033688,72.17021748
3,2,5,2,317.2394018,4.796837617,333.2172884
3,2,6,4,103.6926656,2.317653323,103.8326975
3,2,7,4,135.1487928,3.078218635,137.2720502
3,2,8,1,134.1004861,4.141681272,130.6496757
3,2,9,3,327.1372176,7.096833218,327.2599113
3,2,10,0,245.4165008,7.009816672,242.7104862
3,2,11,0,21.66145082,2.135866271,17.84080271
3,2,12,2,77.64399107,4.46831554,75.56041609
3,2,13,3,32.14965517,3.068122868,37.06345554
3,2,14,2,35.8819387,3.124165092,33.3138516
3,2,15,2,14.2768708,4.764887778,14.43717439
3,3,0,3,279.3900112,8.6131673,260.6245608
3,3,1,1,292.3912947,4.868650769,290.4391236
3,3,2,1,14.57383829,2.304008514,17.03500587
3,3,3,3,223.4977903,4.154126907,226.8714444
3,3,4,3,17.92647245,1.019334499,16.70901595
3,3,5,4,253.6079796,4.190882361,243.6194106
3,3,6,4,3.312707422,0.6291768879,2.868320596
3,3,7,3,309.3438578,5.037799542,307.7328364
3,3,8,0,45.62272323,2.050786396,44.49048494
3,3,9,0,35.10323344,2.649319123,34.96873131
3,3,10,3,12.6416589,1.840678326,11.81840219
3,3,11,0,75.22850662,3.952546543,80.9622735
3,3,12,0,29.38871232,2.666501369,26.85773599
3,3,13,0,15.49827209,2.904703257,11.06430557
3,3,14,2,9.04492222,3.871449126,9.110368511
3,4,0,1,14.01378945,1.583262577,13.17359203
3,4,1,2,270.6209998,4.884268714,276.6156443
3,4,2,0,28.4997124,1.794891876,28.08095189
3,4,3,0,516.4410127,8.481300565,517.4781996
3,4,4,0,126.4537718,3.075700843,126.7402853
3,4,5,0,104.5840422,2.641581742,112.9121314
3,4,6,1,5.71859092,0.9125924288,6.843194165
3,4,7,1,59.76809864,3.84939326,55.98826171
3,4,8,3,89.12341266,4.516102729,84.39266629
3,4,9,1,29.80902668,3.720134825,21.17133861
3,4,10,4,11.15679633,4.680303324,13.16093146
3,4,11,4,22.77280115,2.49152326,23.69419113
3,4,12,2,29.51201934,3.33595163,32.0135427
3,5,0,2,24.33511462,3.413438809,21.29018401
3,5,1,1,203.4763354,5.585707532,207.4648834
3,5,2,0,35.22317392,2.749382388,34.03591088
3,5,3,1,13.55203135,2.794441201,10.16530656
3,5,4,4,3.702184087,1.522999687,0.6473358024
3,5,5,4,65.21885564,3.092835953,62.63259929
3,5,6,1,44.29656065,4.100999314,42.56178759
3,5,7,2,59.79797023,4.230295331,53.20260156
3,5,8,2,15.56488558,2.494308579,11.8449716
3,5,9,3,14.76888463,2.618716385,7.841753989
3,5,10,1,39.23846088,3.755496358,32.5471196
3,6,0,0,6.658548104,4.114571893,5.389161087
3,6,1,4,80.94750133,4.677095795,71.70136457
3,6,2,3,19.52865483,2.580905664,19.23771882
3,6,3,2,172.6058451,9.702931595,157.9761219
3,6,4,4,40.14952295,4.312807809,32.87253319
3,6,5,3,10.925845,2.048475254,8.058126272
3,6,6,0,14.95501939,2.297450514,14.80823402
3,6,7,2,46.60959122,4.560387107,46.91392208
3,6,8,1,16.83416647,3.234430429,14.54159262
3,7,0,1,11.4550019,3.315274448,8.030161768
3,7,1,0,90.96017331,5.879833524,93.8834236
3,7,2,3,25.57115295,5.982203421,20.07763941
3,7,3,1,8.212252803,2.135033226,11.23505982
4,0,0,4,271.6183216,8.323174878,254.7257048
4,0,1,4,43.26840212,1.919050702,41.94446639
4,0,2,1,125.1914687,3.510711777,120.6273878
4,0,3,3,9.058345893,0.6536833889,10.67957382
4,0,4,1,291.0918074,4.588824446,278.6192711
4,0,5,4,2.49165641,0.4980344021,2.004871767
4,0,6,0,76.7047784,2.381148343,79.21019211
4,0,7,4,30.49755024,1.988185671,30.55873119
4,0,8,1,69.92404576,3.068381612,74.18402813
4,0,9,0,12.08954128,2.118980719,11.61733177
4,0,10,0,102.335659,5.399044444,95.12496309
4,0,11,2,87.02217796,5.859449768,83.13999562
4,0,12,0,39.18647902,5.946270453,38.28915544
4,0,13,0,6.487847216,2.472060258,11.07964444
4,0,14,3,99.7330677,8.135537425,110.1305094
4,1,0,1,437.838719,9.815369491,431.5622825
4,1,1,0,321.6941987,6.083711693,327.5378298
4,1,2,3,35.6604223,0.9899746124,35.9017531
4,1,3,4,27.74123106,1.231125365,27.06650269
4,1,4,1,143.1770464,2.659423498,140.7788998
4,1,5,2,102.6986363,2.307394494,103.6654889
4,1,6,3,161.509078,3.255876466,158.4796064
4,1,7,2,91.10171089,2.244229849,92.22345259
4,1,8,3,58.31359375,1.820912783,61.8920127
4,1,9,3,1.637306045,0.7270214043,2.587108021
4,1,10,3,18.91201553,1.41337962,18.8071076
4,1,11,1,55.19147971,2.503613642,56.3863644
4,1,12,4,136.574394,5.468761788,138.5053364
4,1,13,2,20.46767697,2.302568353,22.06620788
4,1,14,4,36.81040967,3.466387251,35.23752633
4,2,0,2,66.35578257,1.975581391,69.72920575
4,2,1,0,127.3955659,2.5919989,123.320728
4,2,2,2,163.975443,2.98667958,158.97757
4,2,3,2,178.7500665,3.304639062,174.6879491
4,2,4,1,11.58516059,0.7387301042,13.24832178
4,2,5,1,65.78765128,2.04193793,66.60316048
4,2,6,1,134.984311,3.289892426,135.7422821
4,2,7,3,110.7631898,3.205298402,113.5590812
4,2,8,3,114.3112105,3.944274071,120.7447892
4,2,9,1,46.4906986,2.403613608,48.02298353
4,2,10,4,150.0807637,5.396898849,154.5710984
4,2,11,1,36.57320819,2.83646252,41.55001455
4,2,12,3,8.130278359,1.728757982,7.39254607
4,2,13,0,0.5881725122,1.432094647,2.057362544
4,2,14,0,10.04464903,4.870726216,11.13867428
4,3,0,4,13.29331043,2.709877475,16.21338186
4,3,1,2,137.9808909,3.291597495,144.2398699
4,3,2,2,29.7384038,1.10812664,28.66670756
4,3,3,0,92.24838381,2.134962149,93.78411624
4,3,4,1,27.23021434,1.734366566,26.93582284
4,3,5,3,307.2983014,5.411244787,314.5431293
4,3,6,2,85.2097101,2.423079268,87.10852574
4,3,7,4,63.10526622,2.651345037,64.12978133
4,3,8,0,60.47772507,3.168230218,59.71919331
4,3,9,0,73.54100008,3.774713001,70.93468816
4,3,10,2,15.714295,2.415182094,16.79290829
4,3,11,2,30.76454075,2.697289199,31.68543716
4,3,12,0,20.31573446,3.395132709,25.38968284
4,3,13,0,61.30884331,6.470607446,70.42909515
4,4,0,3,78.02402968,2.642479133,84.26870674
4,4,1,0,123.9145002,3.022305159,136.2576538
4,4,2,0,60.93582255,1.738758985,57.89664611
4,4,3,2,104.2978755,2.627329412,110.7738682
4,4,4,0,43.84004881,1.740482023,46.4647893
4,4,5,2,84.77706969,2.57589262,81.9601007
4,4,6,0,64.84003081,2.391061582,59.61030105
4,4,7,3,33.71671681,3.446390147,42.15545339
4,4,8,1,4.436262953,1.952635983,3.911450384
4,4,9,4,4.9228296,1.834233977,2.777420843
4,4,10,2,22.53778941,3.123047063,27.49733517
4,5,0,3,0.08042366547,1.272160372,0.3083426957
4,5,1,2,62.29520518,3.583957997,69.63488411
4,5,2,1,31.90284197,2.643742028,33.81686772
4,5,3,0,32.32935653,2.092189358,35.51987628
4,5,4,0,20.209205,1.8325554,16.26674671
4,5,5,4,7.967246613,2.51689963,4.785458616
4,5,6,1,24.0238801,2.546338446,24.66338515
4,5,7,2,18.57471514,2.433744393,17.70496668
4,5,8,4,71.09259361,7.577419711,64.49068973
4,5,9,1,5.888478272,2.263498927,3.523269398
4,5,10,4,99.39250932,8.068154897,85.91033859
4,6,0,0,-0.6209722332,2.277601581,1.802182522e-05
4,6,1,0,79.70647777,4.710484218,84.96670818
4,6,2,1,13.07018325,2.165823396,11.99094334
4,6,3,3,43.2639069,2.982093781,46.33194597
4,6,4,0,1.818165794,2.049633781,2.656518584
4,6,5,1,30.43728587,2.732776463,29.73134776
4,6,6,0,48.45163261,4.301540277,45.85769094
4,6,7,4,4.588488607,1.938518781,6.986218884
4,7,0,1,3.013463833,2.624189171,0.0006653463315
4,7,1,2,42.09392511,3.825942486,44.88680321
4,7,2,1,7.146963075,2.017745101,7.422807697
5,0,1,4,305.6989275,6.303722033,316.8333918
5,0,2,1,160.2520366,4.582035619,164.6297256
5,0,3,3,61.72871277,2.569771203,57.62520272
5,0,4,3,458.9462667,15.36830431,480.4751845
5,0,5,2,225.0204393,4.581835326,222.0847829
5,0,6,0,2.0232422,0.687662383,0.776988236
5,0,7,2,8.774284185,1.156383895,9.209147173
5,0,8,1,150.9399114,10.10093236,161.6117661
5,0,9,1,82.19578555,6.243688053,86.61022164
5,0,10,0,7.759798161,2.109848348,8.218900009
5,0,11,0,20.97134794,3.121505994,26.93877875
5,1,0,2,360.0947441,11.41811819,370.6423198
5,1,1,0,146.2527024,3.581667284,143.2051537
5,1,2,3,589.0108479,8.97280526,565.1869298
5,1,3,3,212.9968248,9.503018627,236.9324994
5,1,4,3,114.6943268,3.250341998,121.126264
5,1,5,4,10.6658563,1.005880198,10.30755281
5,1,6,3,265.0583613,5.264681141,259.5710057
