run,h,k,l,omega,x,y,module,Linv,P,edge,I,sigma,Iraw,varraw,counts,bgsum,nframes,wom,wpos,wom2
2,0,0,-1,6.7234806,311.50175,358.4003,0,0.034463146,0.99833121,0,0.025144746,0.25284456,0.72839506,53.647157,39,0.61728395,5,36.811728,5.8888889,233.80633
2,1,-2,-3,41.078362,173.81211,362.74108,0,0.31271913,0.95039204,1,0,0,0,0,0,0,0,0,0,0
2,1,-2,-2,46.369309,186.39246,385.29842,0,0.28847833,0.95835273,1,0,0,0,0,0,0,0,0,0,0
2,1,-1,-2,29.667086,228.08887,378.0558,0,0.20514433,0.97893837,0,-0.63895895,0.35353133,-3.0490798,2.8460823,1,0.061349693,5,0,0,0
2,1,0,-2,-4.2180515,246.98397,370.85878,0,0.16658707,0.98590073,0,6.7021035,1.6089364,39.664596,90.669573,76,0.55900621,5,-184.77174,43.869565,779.00272
2,1,0,-1,-5.5841155,263.44106,393.21021,0,0.13288611,0.99085268,0,118.52729,4.1381375,883.7875,952.06984,933,0.79375,5,-5013.7594,883.7875,28478.637
2,2,-1,-4,9.6813993,153.98168,367.7006,0,0.35063446,0.93815237,0,0.46718751,1.3806425,1.25,13.645833,10,0.13461538,5,26.1875,2.5833333,266.41146
2,2,-1,-3,11.812815,171.03217,390.35584,0,0.31829255,0.94916505,0,0.44640738,0.8670323,1.3312102,6.6849949,5,0.057324841,5,22.643312,1.9617834,262.04618
2,2,0,-3,-8.9961584,182.07458,383.08187,0,0.29692893,0.95590833,1,0,0,0,0,0,0,0,0,0,0
2,3,-4,7,41.355187,132.59085,750.65851,0,0.31308124,0.77164098,1,0,0,0,0,0,0,0,0,0,0
2,3,-3,4,34.39246,159.24205,624.00599,0,0.30562542,0.85432172,0,15.114533,2.6761504,42.25,55.960938,52,0.15,5,1473.4375,42.875,50640.07
2,4,-3,5,13.693196,154.47841,714.60565,0,0.28962942,0.79964827,0,39.558104,4.0156641,109.21739,122.92138,119,0.1552795,5,1461.9783,109.21739,19581.565
2,-7,-4,-3,-5.4979811,782.83047,8.5166599,1,0.64014997,0.62655964,0,6.9474948,3.4821511,6.8,11.616,10,0.051612903,5,-38,6.8,213.325
3,0,1,3,-6.1649643,369.24266,380.34159,0,0.20916205,0.97812486,1,0,0,0,0,0,0,0,0,0,0
3,0,2,-3,82.982661,326.32188,381.81689,0,0.29134746,0.9575569,1,0,0,0,0,0,0,0,0,0,0
3,0,2,-2,73.680203,341.38619,381.58239,0,0.26236942,0.96558039,1,0.27172199,0.35985112,1,1.753865,1,0,3,72.75,1,5292.5625
3,0,2,-1,61.997917,351.38678,381.34879,0,0.24319436,0.97042796,0,-0.09779718,0.2800485,-0.3902439,1.2487805,0,0.006097561,5,0,0,0
3,0,2,0,48.555428,354.92138,381.118,0,0.23643418,0.97204939,0,-0.19697371,0.28747366,-0.80981595,1.396858,0,0.012269939,5,0,0,0
3,0,2,1,34.713947,351.3859,380.89238,0,0.24319551,0.97042796,0,0,0.2808596,0,1.2560127,0,0,5,0,0,0
3,0,2,2,21.896101,341.38452,380.67349,0,0.26237155,0.96558039,0,-0.10502223,0.29981963,-0.38650307,1.2174847,0,0.0061349693,5,0,0,0
3,0,2,3,10.865665,326.31953,380.46136,0,0.29135034,0.9575569,0,-0.2396081,0.33885703,-0.7875,1.2403125,0,0.0125,5,0,0,0
3,0,2,4,1.6902373,307.66259,380.25478,0,0.32728467,0.94644118,0,0.33077059,1.1341235,0.95652174,10.756144,8,0.11180124,5,4.4891304,3.2608696,6.3342391
3,0,2,5,-5.906742,286.54662,380.05188,0,0.36782498,0.93235038,1,0,0,0,0,0,0,0,0,0,0
3,0,3,-1,54.161079,292.79133,381.46169,0,0.35586585,0.93667933,0,0.45115834,1.1760859,1.1875,9.5826875,7,0.09375,5,153.32188,2.8375,8284.7898
3,0,3,0,45.105516,295.09328,381.23619,0,0.35144936,0.93824157,0,0.087167117,1.2577241,0.2327044,11.273911,8,0.11949686,5,95.20283,2.0943396,4327.9642
3,0,3,1,35.779382,292.79046,381.01414,0,0.35586703,0.93667933,0,2.3032897,1.6398845,6.0625,18.630859,15,0.1375,5,232.15625,6.5,8293.0312
3,4,2,-5,74.714626,287.68907,655.34801,0,0.31843753,0.82771243,1,-1.0306696,0.38955651,-2.6790123,1.025301,0,0.043209877,1,0,0,0
3,4,3,-2,42.078987,286.14438,654.36296,0,0.32126561,0.82741552,0,-0.82783379,1.086196,-2.1320755,7.8259167,5,0.11320755,5,35.089623,0.81132075,1517.6262
3,5,3,-3,38.101428,286.71686,758.34748,0,0.29022075,0.76878464,0,0.19685891,0.90728605,0.52147239,5.7761831,4,0.055214724,5,93.285276,2.4539877,3547.1963
3,5,3,-2,28.815173,300.67808,759.0362,0,0.2692219,0.77494233,0,42.111718,4.0363502,121.21656,134.98815,131,0.15286624,5,3503.5334,121.66242,100903.21
3,5,3,2,-6.6753362,298.24932,756.9962,0,0.27339911,0.77494233,1,0,0,0,0,0,0,0,0,0,0
4,-6,2,-1,-9.7712277,19.70916,56.216369,0,0.48811421,0.74449651,1,0,0,0,0,0,0,0,0,0,0
4,-5,1,5,25.067105,146.06699,37.741535,0,0.29921461,0.79121675,1,5.3398592,1.6126513,14.120253,18.184706,17,0.044303797,2,347.88766,14.120253,8571.6958
4,-3,-1,-3,23.333121,119.91902,364.90705,0,0.4128655,0.91423747,0,113.01246,7.4708529,250.25153,273.67884,267,0.25766871,5,5812.3512,250.25153,135006.16
4,-2,-1,-3,24.077351,171.67478,398.16889,0,0.31693084,0.94916505,1,-0.37123586,1.3310144,-1.1118012,15.889858,11,0.1863354,4,50.802795,2.1552795,1197.613
4,-2,-1,-2,32.543374,184.16233,382.53322,0,0.29285055,0.95711495,1,0,0,0,0,0,0,0,0,0,0
4,-2,0,-5,-3.3012916,142.91724,393.4104,0,0.3713251,0.9307479,1,-0.33835294,1.266615,-0.84810127,10.079635,7,0.12658228,4,-8.6139241,2.6835443,28.933544
4,-2,0,-4,1.9158037,163.81511,377.6468,0,0.33215031,0.94481277,0,0.70310292,1.147588,2,10.656,8,0.09375,5,4.25,2.6,7.3625
4,-2,0,-3,7.955505,183.25652,362.0745,0,0.29436234,0.95590833,0,10.34912,2.4596801,33.607595,63.800673,55,0.32911392,5,312.98576,38.71519,2532.4197
4,-1,0,-3,-1.683769,226.04287,394.81675,0,0.20924029,0.97770326,0,1087.6962,15.31106,5082.4062,5118.3975,5108,0.39375,5,-8845.4609,5082.4062,15533.213
4,-1,0,-2,6.7853179,246.37314,379.34014,0,0.16788652,0.98590073,0,-0.68532864,0.30838532,-4.0245399,3.2796093,1,0.079754601,5,0,0,0
4,0,-5,-7,16.038812,134.74301,746.74473,0,0.31101184,0.77450911,0,-0.85765274,0.90051187,-2.1358025,5.028959,3,0.080246914,5,3.4104938,0.20987654,55.420525
4,0,-4,-9,-7.2370516,140.5465,736.41612,0,0.30522137,0.78222959,1,0,0,0,0,0,0,0,0,0,0
4,0,-4,-8,1.0821793,153.43856,706.34682,0,0.2935525,0.80396457,0,5.5699509,1.9139424,15.254658,27.476409,24,0.13664596,5,20.520186,15.447205,28.583463
4,5,-5,6,17.264263,744.19737,686.83061,1,0.63453201,0.66513203,0,27.665828,5.8491585,29,37.592,35,0.09375,5,510.45,29.4,8866.1375
4,5,-5,7,16.557057,772.55545,667.53188,1,0.6776569,0.65288994,0,23.751504,6.0726868,22.883436,34.231189,31,0.12883436,5,431.08896,25.97546,7156.421
4,6,-4,7,28.637378,790.06954,666.39138,1,0.69716995,0.6426068,1,0,0,0,0,0,0,0,0,0,0
5,0,0,-7,-33.443494,271.65674,381.25851,0,0.39620719,0.92150982,0,-0.74774675,1.6424917,-1.7391304,14.593573,10,0.1863354,5,-58.021739,1.7391304,1935.8478
5,0,0,-6,-31.757689,300.26149,381.20469,0,0.34152282,0.941681,1,-0.40049843,0.88867166,-1.1042945,6.0041402,4,0.079754601,2,-21.096626,0.64417178,690.91449
5,0,0,-5,-30.080575,329.12625,381.15089,0,0.28594687,0.95911714,1,0,0,0,0,0,0,0,0,0,0
5,0,0,-4,-28.410601,358.48272,381.09658,0,0.2296338,0.97363412,1,0,0,0,0,0,0,0,0,0,0
5,0,1,-5,-53.155793,317.31088,381.43649,0,0.30870539,0.95235009,0,-0.71313257,0.50964976,-2.2,2.472,1,0.05,5,-10.55,0.2,556.5125
5,0,1,-4,-56.492876,343.74868,381.38702,0,0.25783378,0.96676053,0,0,0.29702053,0,1.2403125,0,0,5,0,0,0
5,0,1,-3,-62.286538,369.24221,381.33853,0,0.20916429,0.97812486,0,-0.083160822,0.23667985,-0.38888889,1.225,0,0.0061728395,5,0,0,0
5,0,2,-4,-77.172685,307.66334,381.68674,0,0.32728532,0.94644118,0,-0.94776541,0.79519555,-2.7407407,5.287886,3,0.092592593,5,-35.888889,0.4691358,2745.5293
5,0,2,-3,-84.182917,326.32088,381.64343,0,0.2913493,0.9575569,0,-0.1164464,0.33141226,-0.38271605,1.1864198,0,0.0061728395,5,0,0,0
5,0,2,-2,-93.48559,341.3863,381.60256,0,0.26236923,0.96558039,1,0,0,0,0,0,0,0,0,0,0
5,0,3,-3,-97.330955,275.37437,381.95006,0,0.38914362,0.92428181,1,0,0,0,0,0,0,0,0,0,0
5,3,0,-6,-43.1358,297.94158,573.1691,0,0.32191739,0.8803657,0,3.6886282,2.131425,10.0875,33.976406,27,0.25625,5,-452.84062,10.5125,19510.507
5,5,0,-7,-63.277221,280.14642,756.57573,0,0.30052244,0.76657926,0,-0.71630261,0.73921692,-1.8271605,3.5555281,2,0.061728395,5,-76.851852,1.2345679,4784.0278
5,5,2,-6,-97.328509,270.89405,757.13631,0,0.31409227,0.76175281,1,0,0,0,0,0,0,0,0,0,0
5,0,0,-1,-23.428798,447.78448,381.00629,1,0.05777173,0.99833121,1,0,0,0,0,0,0,0,0,0,0
6,-1,0,5,-75.484112,317.32644,366.01522,0,0.30850846,0.95194002,0,-2.192211,0.94244197,-6.7643312,8.4565702,4,0.1656051,5,-26.226115,0.34394904,1999.7412
6,-1,0,6,-78.293142,289.96245,373.7715,0,0.36123678,0.93464203,0,-0.25926539,1.2281203,-0.67080745,10.09691,7,0.11801242,5,-137.23758,1.7701863,10639.753
6,-1,1,3,-41.780754,352.55708,371.48095,0,0.24089769,0.9708001,0,16.66367,2.171847,67.153374,76.604238,74,0.11042945,5,-2918.4141,69.815951,121996.43
6,-1,1,4,-50.191847,329.87516,379.29767,0,0.28450087,0.95952367,0,-0.24020431,0.33757038,-0.81012658,1.2962025,0,0.012658228,5,0,0,0
6,-1,1,5,-56.769548,305.85345,386.9803,0,0.33075148,0.94522626,0,-0.23472746,1.1173471,-0.67080745,10.196337,7,0.11801242,5,-168.19255,2.9813665,9489.5621
6,-1,2,3,-27.120244,314.48016,392.60247,0,0.31408523,0.95039204,1,0,0,0,0,0,0,0,0,0,0
6,2,2,8,-80.849954,280.13116,611.63219,0,0.34334062,0.84834392,0,-1.7116764,1.1939871,-4.2292994,8.7034768,5,0.14649682,5,-79.738854,0.99363057,6399.043
6,2,3,7,-63.281006,283.19462,630.07382,0,0.33302447,0.8397273,0,-1.1750709,1.2320746,-2.962963,9.6515775,6,0.13580247,5,-85.990741,1.3703704,5395.919
6,2,4,4,-30.273802,288.3458,627.41204,0,0.32505027,0.84427528,1,0,0,0,0,0,0,0,0,0,0
6,2,4,5,-39.04722,277.49855,637.84149,0,0.34037255,0.83191515,0,40.141509,4.2968269,98.111111,110.29218,107,0.14814815,5,-3838.287,98.111111,150182.76
6,3,2,9,-98.851125,279.9439,704.07001,0,0.31667403,0.79544091,1,0,0,0,0,0,0,0,0,0,0
6,3,3,8,-83.535554,297.04412,728.93375,0,0.28291012,0.79004837,0,26.856911,3.2702264,75,83.4,81,0.090909091,5,-6274.65,75,524959.99
6,3,4,7,-66.271065,287.48214,753.7465,0,0.29041083,0.77164098,0,0.35031773,1.0789263,0.93081761,8.2184233,6,0.081761006,5,-201.60849,3.0503145,13325.867
6,0,0,1,-76.599778,448.89705,388.70937,1,0.05558743,0.99833121,0,-0.23918036,0.23063173,-4.2955975,17.156718,11,0.23899371,5,-27.90566,0.36477987,2134.9882
