h,k,l,I,sigma,multiplicity,d,absent_P212121
0,3,11,242.89665,9.2590256,4,0.9746359,0
0,3,12,14.154777,2.0954617,4,0.91104314,0
0,3,13,2.908491,3.5064685,2,0.85431412,0
0,3,14,4.4855232,3.2974867,2,0.80356026,0
0,3,15,20.193254,6.5461091,1,0.75799873,0
0,4,0,544.72892,19.349287,2,1.4923259,0
0,4,1,410.75696,12.497581,3,1.4814571,0
0,4,2,33.794661,2.5999702,4,1.4502224,0
0,4,3,1.898268,1.6172496,4,1.4022855,0
0,4,4,38.03589,2.8681038,4,1.3425155,0
0,4,5,18.188167,2.9816601,4,1.2758309,0
0,4,6,126.71907,3.987002,6,1.2064072,0
0,4,7,102.04049,4.6571515,3,1.1373525,0
0,4,8,164.32147,7.0971322,3,1.0707314,0
0,4,9,103.46635,5.5816119,3,1.0077577,0
0,4,10,75.75828,5.0414304,3,0.94902702,0
0,4,11,10.787026,3.1710454,3,0.89472249,0
0,4,12,200.47307,18.002306,2,0.8447714,0
0,4,13,57.677637,6.4908987,2,0.79895525,0
0,4,14,5.5583246,4.6290085,1,0.75698201,0
0,5,0,2.102026,3.5203543,1,1.1938607,1
0,5,1,37.22475,3.5976459,3,1.1882739,0
0,5,2,81.801831,4.4055923,4,1.1719728,0
0,5,3,242.53559,8.2334649,4,1.1462343,0
0,5,4,51.638086,5.3003115,2,1.112892,0
0,5,5,78.826112,6.3701708,2,1.0740124,0
0,5,6,-4.1203189,2.890811,2,1.0316048,0
0,5,7,15.315908,2.6549857,3,0.98742531,0
0,5,8,13.347251,2.5536571,3,0.94288292,0
0,5,9,28.053127,12.217712,2,0.89902717,0
0,5,10,48.309736,4.9515544,2,0.85658511,0
0,5,11,18.97156,5.7971568,1,0.81601993,0
0,5,12,5.8350515,4.2057065,1,0.77759297,0
0,6,0,84.270558,9.9144959,1,0.99488391,0
0,6,1,76.340579,6.7421024,2,0.9916439,0
0,6,2,12.936475,3.6623749,2,0.98211056,0
0,6,3,15.947025,4.0673836,2,0.96681494,0
0,6,4,3.3533202,3.3187707,2,0.9465539,0
0,6,5,60.539144,7.6201195,2,0.92228358,0
0,6,6,70.765469,6.9319462,2,0.8950103,0
0,6,7,58.893288,4.1753759,4,0.8656993,0
0,6,8,30.771795,3.7325697,3,0.8352118,0
0,6,9,1.2561645,2.0246255,3,0.80427144,0
0,6,10,52.99974,8.6197515,1,0.77345502,0
0,6,11,6.1335008,4.240359,1,0.74319991,0
0,7,0,8.1078826,4.8140061,1,0.85275764,1
0,7,1,6.3181633,3.4125832,2,0.85071464,0
0,7,2,51.680572,6.1882602,2,0.84467262,0
0,7,3,13.806427,4.2198331,2,0.8348825,0
0,7,4,15.372242,4.5447261,2,0.8217311,0
0,7,5,46.671669,6.0159155,2,0.80570116,0
0,7,7,2.6892142,3.3016008,2,0.76715169,0
0,7,8,20.830543,6.2185294,1,0.74569484,0
1,0,0,0.02889349,0.82666106,2,5.7956112,1
1,0,1,1093.7327,20.305206,5,5.2425516,0
1,0,2,160.08369,8.2179727,1,4.2173929,0
1,0,3,1013.1598,16.359163,7,3.346622,0
1,0,4,124.48321,3.5383599,8,2.7158653,0
1,0,5,1.9334416,1.1835945,5,2.2640238,0
1,0,6,640.55181,13.323499,5,1.932274,0
1,0,7,41.313,2.5260244,7,1.6812105,0
1,0,8,64.101981,2.1620455,9,1.4857837,0
1,0,9,31.074759,1.6335562,9,1.3299005,0
1,0,10,149.39522,4.5257371,8,1.2029429,0
1,0,11,83.186986,3.20758,7,1.0976959,0
1,0,12,75.397275,3.7160402,5,1.0091164,0
1,0,13,18.812436,2.143452,5,0.93358784,0
1,0,14,37.175274,3.9655852,4,0.86845655,0
1,0,15,68.832743,4.6856989,4,0.81173491,0
1,0,16,0.15809204,2.1043214,2,0.76190697,0
1,1,0,101.36812,4.731168,2,4.1581657,0
1,1,1,195.46255,3.7606496,6,3.9390676,0
1,1,2,158.66609,3.3604071,6,3.4444501,0
1,1,3,1534.6825,18.268625,12,2.9191527,0
1,1,4,217.53449,3.3636943,12,2.4720355,0
1,1,5,593.609,7.8265164,12,2.1168796,0
1,1,6,23.098783,2.8889495,14,1.8383587,0
1,1,7,425.29792,5.4814072,15,1.6182532,0
1,1,8,284.24881,3.9491444,16,1.4417929,0
1,1,9,281.96343,4.1119578,16,1.2980754,0
1,1,10,150.32466,2.9524782,17,1.1792363,0
1,1,11,15.899068,1.2830661,11,1.0795941,0
1,1,12,4.1174376,0.99877387,10,0.99499888,0
1,1,13,126.18385,3.6994089,10,0.92237517,0
1,1,14,22.555191,2.0113304,8,0.85940884,0
1,1,15,59.955019,4.5897715,5,0.80433217,0
1,1,16,38.030976,7.093728,1,0.75577554,0
1,2,0,2.0971219,1.0477397,4,2.6534595,0
1,2,1,90.699697,2.5474187,6,2.5937641,0
1,2,2,403.88013,6.7817745,8,2.4362757,0
1,2,3,709.64598,10.571152,9,2.2274893,0
1,2,4,227.38418,4.2304412,9,2.0087246,0
1,2,5,566.01184,8.8269904,9,1.8037847,0
1,2,6,19.78672,2.184846,12,1.6220246,0
1,2,7,129.95225,3.1589999,10,1.4648101,0
1,2,8,4.5673123,0.963266,10,1.3300895,0
1,2,9,317.94389,5.0363446,13,1.214766,0
1,2,10,10.162651,1.1037534,9,1.1157299,0
1,2,11,9.3778937,1.4347273,8,1.0302294,0
1,2,12,31.181145,2.1732286,7,0.9559555,0
1,2,13,74.595169,4.3149814,5,0.89101572,0
1,2,14,55.010866,4.3499614,5,0.83387333,0
1,2,15,12.233885,4.088367,2,0.78328291,0
1,3,0,316.48462,9.5685071,3,1.8819436,0
1,3,1,453.52919,11.068817,4,1.8602851,0
1,3,2,67.252399,2.5627576,6,1.7995378,0
1,3,3,563.38205,9.6037302,8,1.7103028,0
1,3,4,117.37835,3.6536988,6,1.6050847,0
1,3,5,33.018479,1.5891307,10,1.4945877,0
1,3,6,71.708264,2.1107435,11,1.3862043,0
1,3,7,203.74721,3.8036473,12,1.284189,0
1,3,8,51.313435,1.7241265,13,1.1905031,0
1,3,9,427.31566,9.0306318,7,1.1056743,0
1,3,10,37.213196,2.737762,7,1.0294363,0
1,3,11,54.558382,2.404332,8,0.96113991,0
1,3,12,60.884478,3.3248282,6,0.89999144,0
1,3,13,77.245632,5.5922881,5,0.84518106,0
1,3,14,29.960414,2.8962724,5,0.79594614,0
1,4,0,6.0055781,2.308065,4,1.4451851,0
1,4,1,175.12317,4.8596027,6,1.4353075,0
1,4,2,38.532459,1.9783703,8,1.406847,0
1,4,3,169.5918,4.2364629,8,1.3629572,0
1,4,4,24.453431,1.6882926,8,1.3078843,0
1,4,5,61.669449,2.1541114,9,1.2459973,0
1,4,6,41.066149,1.6145625,10,1.1810901,0
1,4,7,321.58425,7.645474,6,1.1160648,0
1,4,8,48.26397,2.3359251,7,1.0529131,0
1,4,9,4.4188492,1.0896583,7,0.99285975,0
1,4,10,31.118201,2.5170515,6,0.93655379,0
1,4,11,267.21349,8.6358964,5,0.88424741,0
1,4,12,42.011634,3.3820785,5,0.83593785,0
1,4,13,32.056209,3.4887395,3,0.79147008,0
1,4,14,40.218378,7.3658469,1,0.7506065,0
1,5,0,16.457614,3.4867861,2,1.1693095,0
1,5,1,148.4603,4.2147001,8,1.1640589,0
1,5,2,100.1723,3.4580399,8,1.1487215,0
1,5,3,398.46487,11.556896,4,1.1244535,0
1,5,4,10.092288,2.2026428,4,1.0929247,0
1,5,5,37.668731,4.0508477,4,1.0560325,0
1,5,6,66.336022,4.3618416,4,1.0156409,0
1,5,7,154.80843,5.3545134,7,0.97339869,0
1,5,8,-0.83289467,1.0043939,7,0.93064728,0
1,5,9,65.814967,4.0707049,4,0.88840197,0
1,5,10,10.434213,2.6515777,3,0.8473798,0
1,5,11,57.439905,5.4914621,3,0.80804964,0
1,5,12,18.283884,3.7746736,2,0.77068719,0
1,5,13,7.3712261,5.067434,1,0.73542566,0
1,6,0,30.884431,5.7484808,2,0.98054165,0
1,6,1,136.70863,6.2224846,4,0.97743931,0
1,6,2,98.502876,5.4139622,4,0.96830607,0
1,6,3,68.08927,4.4785663,4,0.95363689,0
1,6,4,71.380904,4.5997149,4,0.93417667,0
1,6,5,107.90135,5.6940144,4,0.9108229,0
1,6,6,11.630704,2.6066899,4,0.88452523,0
1,6,7,52.091345,3.0568554,7,0.85620028,0
1,6,8,50.25787,3.6879468,5,0.82667175,0
1,6,9,1.4611931,1.6552438,5,0.79663727,0
1,6,10,1.998854,2.246787,2,0.76665794,0
1,6,11,13.119914,5.1447626,1,0.73716359,0
1,7,0,158.13215,10.532864,2,0.84367388,0
1,7,1,51.748027,4.4705327,4,0.84169532,0
1,7,2,15.421376,2.9765526,4,0.83584214,0
1,7,3,33.26649,5.7393813,4,0.82635244,0
1,7,4,56.228744,4.6700049,4,0.81359395,0
1,7,5,49.905846,4.4667379,4,0.7980266,0
1,7,7,17.459325,3.8161662,2,0.76051802,0
1,7,8,1.9700824,2.3577731,2,0.73959802,0
1,7,9,48.21279,5.7424655,2,0.71785575,0
2,0,0,4371.8431,125.34212,2,2.8978056,0
2,0,1,741.16422,14.155715,5,2.8205517,0
2,0,2,266.33063,6.0241488,5,2.6212758,0
2,0,3,74.489222,2.2217416,6,2.3662337,0
2,0,4,241.3985,4.1534513,9,2.1086965,0
2,0,5,750.26729,11.991381,8,1.8751267,0
2,0,6,119.74303,3.2761746,7,1.673311,0
2,0,7,8.526921,1.163858,8,1.5022518,0
2,0,8,122.43722,3.4372311,8,1.3579327,0
2,0,9,30.150535,1.797491,8,1.2358661,0
2,0,10,51.930229,3.2755989,8,1.1320119,0
2,0,11,94.061308,3.4097642,7,1.0430063,0
2,0,12,27.278122,2.3543533,5,0.96613702,0
2,0,13,14.831502,4.7284458,4,0.89924274,0
2,0,14,18.128483,3.3941486,4,0.84060525,0
2,0,15,158.49987,8.7787643,3,0.78885444,0
2,1,0,4769.2105,85.160152,5,2.6068692,0
2,1,1,81.585966,1.4254856,13,2.5501973,0
2,1,2,847.79008,10.998952,11,2.4000658,0
2,1,3,247.9317,3.4931336,13,2.1997127,0
2,1,4,1447.9406,16.88341,13,1.9882834,0
2,1,5,20.630695,2.0243643,15,1.7889396,0
2,1,6,278.08275,4.197058,13,1.6112046,0
2,1,7,193.63841,3.5096223,15,1.4568266,0
2,1,8,10.132978,0.69511333,16,1.3241037,0
2,1,9,75.337467,2.0044449,15,1.210201,0
2,1,10,61.927225,1.9694318,11,1.1121898,0
2,1,11,109.45371,3.1765498,9,1.0274404,0
2,1,12,108.68456,3.4797922,9,0.95372601,0
2,1,13,114.41522,4.1651267,8,0.88920959,0
2,1,14,54.011954,4.8707184,7,0.83239233,0
2,1,15,22.764669,2.6213957,6,0.78205505,0
2,2,0,2.1464004,0.76305853,6,2.0790829,0
2,2,1,430.50436,6.3275156,10,2.0499905,0
2,2,2,1495.4942,22.177045,8,1.9695338,0
2,2,3,149.64334,3.3028565,8,1.854212,0
2,2,4,120.96007,2.9589355,8,1.7222251,0
2,2,5,7.1154078,1.1434843,12,1.5877761,0
2,2,6,363.06169,5.6254147,12,1.4595764,0
2,2,7,149.45463,3.1070675,12,1.3418651,0
2,2,8,175.94902,4.6074996,11,1.2360177,0
2,2,9,141.89204,3.1300158,13,1.1418478,0
2,2,10,5.5154344,1.4618394,10,1.0584398,0
2,2,11,69.248557,3.8507408,5,0.98461696,0
2,2,12,69.584354,4.1115307,5,0.91917936,0
2,2,13,74.574736,4.3338699,5,0.86101227,0
2,2,14,23.974619,2.9186766,5,0.80912658,0
2,2,15,24.651582,5.5414543,1,0.76266554,0
2,3,0,0.64711557,1.0565874,4,1.6403055,0
2,3,1,260.60817,5.8801949,6,1.6259049,0
2,3,2,337.10661,7.1327242,6,1.5848772,0
2,3,3,316.39832,5.7965687,9,1.5228991,0
2,3,4,94.820948,2.3654972,11,1.4471966,0
2,3,5,373.11219,7.5345633,7,1.3646441,0
2,3,6,747.31474,9.828557,13,1.280658,0
2,3,7,11.760928,1.3982745,11,1.1989246,0
2,3,8,99.601833,2.9406126,12,1.1216271,0
2,3,9,63.561768,3.0988458,6,1.0498434,0
2,3,10,268.29304,7.2549225,6,0.9839245,0
2,3,11,39.584864,2.7762931,6,0.92378532,0
2,3,12,89.542999,4.8860286,7,0.86910333,0
2,3,13,14.519365,4.8053062,5,0.81944482,0
2,3,14,10.148494,4.3933446,1,0.77434012,0
2,3,15,8.2563773,3.9850086,1,0.73332583,0
2,4,0,21.856632,3.1260233,2,1.3267298,0
2,4,1,299.23705,6.4998114,8,1.319075,0
2,4,2,4.9264354,1.1939281,8,1.296882,0
2,4,3,106.64398,3.2277751,8,1.2622595,0
2,4,4,231.31953,5.2689524,8,1.2181378,0
2,4,5,176.40199,4.1532532,10,1.1676689,0
2,4,6,29.99315,1.6280509,9,1.1137446,0
2,4,7,185.52763,7.0654248,5,1.0587257,0
2,4,8,163.46362,6.520782,4,1.0043623,0
2,4,9,8.789818,1.876895,6,0.95184169,0
2,4,10,47.744461,3.2984236,5,0.90189234,0
2,4,11,20.768817,3.2647145,5,0.85490033,0
2,4,12,31.11246,2.7252358,6,0.81101228,0
2,4,13,0.041078084,3.7624889,3,0.7702169,0
2,4,14,-0.78133556,3.5404533,1,0.73240507,0
2,5,0,338.39834,14.4433,2,1.1038501,0
2,5,1,181.16382,4.7773137,8,1.0994296,0
2,5,2,6.6174672,1.5481585,8,1.0864801,0
2,5,3,268.85532,8.8257312,4,1.0658786,0
2,5,4,84.339874,4.6406445,4,1.0389108,0
2,5,5,46.493944,3.561039,4,1.0070687,0
2,5,6,4.5294273,1.9017316,6,0.97185826,0
2,5,7,14.609555,3.4535633,5,0.93465371,0
2,5,8,23.47922,3.3360712,5,0.89661404,0
2,5,9,25.028386,3.0852279,5,0.85865308,0
2,5,10,4.3876107,1.8796338,3,0.82144829,0
2,5,11,5.0494436,3.2397098,2,0.78547081,0
2,5,12,83.711828,10.48248,1,0.75102398,0
2,5,13,-2.873563,2.4028261,2,0.71828163,0
2,6,0,7.0646236,3.3202281,2,0.94097178,0
2,6,1,116.72272,5.7655471,4,0.93822905,0
2,6,2,172.19496,7.2060716,4,0.93014257,0
2,6,3,4.0295301,2.1617591,4,0.91711762,0
2,6,4,6.8089138,2.1698122,4,0.89976891,0
2,6,5,42.626083,4.0821009,4,0.8788455,0
2,6,6,9.5366547,1.9553405,6,0.85515139,0
2,6,7,13.707944,2.5379294,5,0.82947595,0
2,6,8,32.438861,4.2207682,5,0.80254234,0
2,6,9,10.703779,4.6351847,1,0.77497644,0
2,6,10,81.376044,10.796918,1,0.74729386,0
2,6,11,-1.4369672,3.9926433,1,0.71990056,0
2,7,0,16.613326,5.7311191,2,0.81807095,0
2,7,1,2.3918717,3.8045218,4,0.81626673,0
2,7,2,20.968999,3.1911883,4,0.81092487,0
2,7,3,20.113002,4.4818658,4,0.80225017,0
2,7,4,8.8122097,2.5968974,4,0.79056034,0
2,7,6,132.74308,14.041066,1,0.75978266,0
3,0,0,-2.1238278,1.5343292,2,1.9318704,1
3,0,1,123.27342,3.2198978,6,1.9084637,0
3,0,2,206.35122,3.3431406,10,1.8430396,0
3,0,3,289.14226,6.0895022,6,1.7475172,0
3,0,4,963.3497,16.32148,7,1.6357246,0
3,0,5,102.71813,2.33322,10,1.519231,0
3,0,6,356.28468,7.8250597,6,1.4057976,0
3,0,7,24.978572,2.317627,7,1.2997202,0
3,0,8,60.176666,2.5133117,7,1.2028455,0
3,0,9,164.36495,4.6891988,7,1.1155407,0
3,0,10,46.887971,2.3280262,7,1.037385,0
3,0,11,67.445667,5.3483385,6,0.96759966,0
3,0,12,125.71574,5.8173951,4,0.90528845,0
3,0,13,141.21693,7.9590003,3,0.84956346,0
3,0,14,21.638564,3.4158469,3,0.79960319,0
3,0,15,66.309084,9.5199029,1,0.75467461,0
3,1,0,47.072811,1.1765178,9,1.8380111,0
3,1,1,405.81207,5.2434992,13,1.8178183,0
3,1,2,302.25006,4.3045388,12,1.7610128,0
3,1,3,125.72286,2.3817485,11,1.677127,0
3,1,4,128.43504,2.9785101,13,1.577568,0
3,1,5,32.297813,1.1255412,14,1.4722959,0
3,1,6,166.81905,3.0362152,14,1.3683634,0
3,1,7,5.5748896,0.94093533,15,1.2699654,0
3,1,8,304.6963,6.6805555,16,1.1791445,0
3,1,9,30.817694,1.6222444,11,1.0965569,0
3,1,10,94.205228,2.7638728,12,1.0220657,0
3,1,11,23.835366,1.7703614,10,0.95513292,0
3,1,12,32.262187,2.8214986,8,0.89505387,0
3,1,13,41.319493,2.97035,7,0.84108781,0
3,1,14,112.45527,5.1488834,6,0.79252456,0
3,1,15,49.931284,8.1012373,1,0.74871478,0
3,2,0,175.54071,3.8352087,6,1.6217858,0
3,2,1,176.03511,2.4873675,15,1.6078634,0
3,2,2,520.25946,6.4447828,14,1.5681535,0
3,2,3,567.62693,7.7668171,12,1.5080436,0
3,2,4,80.705981,2.0278933,11,1.4344302,0
3,2,5,318.97631,4.8287799,13,1.3539244,0
3,2,6,104.6546,2.3199446,14,1.2717858,0
3,2,7,136.24356,3.1486466,12,1.1916356,0
3,2,8,134.99532,4.3962177,10,1.1156522,0
3,2,9,329.42695,7.1469574,8,1.044939,0
3,2,10,246.20973,7.1132736,6,0.97988371,0
3,2,11,21.770357,2.465196,5,0.92043866,0
3,2,12,78.358652,4.350801,5,0.86631475,0
3,2,13,32.882812,3.1783791,5,0.8171062,0
3,2,14,38.191718,3.2282894,5,0.7723659,0
3,2,15,10.474688,5.0584372,1,0.73164833,0
3,3,0,279.636,8.7130665,3,1.3860552,0
3,3,1,294.88694,4.9382936,10,1.3773339,0
3,3,2,14.773574,2.3421911,12,1.3521257,0
3,3,3,225.23655,4.0191302,13,1.3130225,0
3,3,4,17.363448,0.95102227,12,1.2635709,0
3,3,5,255.32007,4.4224734,12,1.2075026,0
3,3,6,2.9376831,0.73827297,12,1.14815,0
3,3,7,311.27733,5.0985704,13,1.0881473,0
3,3,8,46.020916,2.1556971,10,1.0293752,0
3,3,9,36.135566,3.2638819,6,0.97305091,0
3,3,10,11.724983,1.9905649,6,0.9198729,0
3,3,11,75.490746,4.662923,6,0.8701676,0
3,3,12,29.123138,2.8814227,6,0.82401183,0
3,3,13,16.336662,3.18608,3,0.78132544,0
3,3,14,10.852533,4.6756555,1,0.74193674,0
3,4,0,12.990145,1.6678036,4,1.1809979,0
3,4,1,273.05578,4.8243248,11,1.175589,0
3,4,2,28.76397,1.9709253,11,1.1597975,0
3,4,3,518.70565,8.5284981,10,1.134836,0
3,4,4,127.89129,3.6559141,10,1.1024508,0
3,4,5,105.44808,2.903332,10,1.0646187,0
3,4,6,6.0087162,1.0539945,10,1.023272,0
3,4,7,60.275132,4.9214575,5,0.98011052,0
3,4,8,89.360639,4.5865106,4,0.93650782,0
3,4,9,29.316784,3.8159319,3,0.89349581,0
3,4,10,11.510294,5.7674696,3,0.85179667,0
3,4,11,22.90785,2.705944,6,0.81187688,0
3,4,12,29.648694,3.502272,4,0.77400558,0
3,5,0,24.564139,4.2272975,5,1.0155823,0
3,5,1,204.31524,5.6111219,7,1.0121365,0
3,5,2,36.177227,2.9296708,4,1.0020059,0
3,5,3,14.177849,2.5937772,4,0.98577722,0
3,5,4,3.1679866,1.7524319,4,0.96432702,0
3,5,5,64.641436,3.3216779,6,0.93870076,0
3,5,6,48.568829,4.494378,3,0.90999024,0
3,5,7,59.745712,4.3945688,4,0.87923315,0
3,5,8,13.600422,2.6455121,4,0.84734575,0
3,5,9,14.795151,2.396893,5,0.81508901,0
3,5,10,38.740024,3.9215372,4,0.78306154,0
3,6,0,6.6880829,5.1782799,2,0.8844865,0
3,6,1,81.608404,4.7465532,4,0.88220749,0
3,6,2,18.842624,2.754782,4,0.87547471,0
3,6,3,172.04867,10.045422,4,0.86458802,0
3,6,4,41.107412,4.1720685,4,0.85000711,0
3,6,5,10.019212,2.2766179,5,0.83230081,0
3,6,6,15.197823,2.8683564,4,0.8120919,0
3,6,7,46.504576,4.6890841,3,0.79000623,0
3,6,8,13.151704,3.3728233,3,0.76663272,0
3,7,0,11.586116,3.7059774,2,0.78013425,0
3,7,1,90.24575,5.5821088,4,0.7785691,0
3,7,2,25.447818,7.2134144,4,0.77392959,0
3,7,3,8.5803302,2.4483976,4,0.76637804,0
4,0,0,272.15062,8.3630107,3,1.4489028,0
4,0,1,43.639839,1.9918844,6,1.4389492,0
4,0,2,125.94179,3.5499473,6,1.4102759,0
4,0,3,9.1215639,0.6758895,9,1.3660743,0
4,0,4,294.31696,4.655469,11,1.3106379,0
4,0,5,2.1491671,0.57432413,10,1.2483775,0
4,0,6,78.041875,2.3647155,8,1.1831169,0
4,0,7,31.115182,2.0480683,5,1.1177744,0
4,0,8,71.904942,3.299975,5,1.0543482,0
4,0,9,11.448074,1.8300877,5,0.99406279,0
4,0,10,104.00843,4.9891394,5,0.93756334,0
4,0,11,89.154839,6.8615816,4,0.88509693,0
4,0,12,39.653101,5.324933,3,0.83665549,0
4,0,13,5.2682781,3.2892512,3,0.7920791,0
4,0,14,102.03813,8.3266213,2,0.75112592,0
4,1,0,439.60042,9.8827849,5,1.4080191,0
4,1,1,321.6429,6.1499649,11,1.3988793,0
4,1,2,35.815764,1.0519214,12,1.3724922,0
4,1,3,28.097706,1.2734509,10,1.3316486,0
4,1,4,145.97171,2.9218986,11,1.2801445,0
4,1,5,102.96475,2.3269686,12,1.2219417,0
4,1,6,163.50773,3.276106,12,1.1605415,0
4,1,7,92.107497,2.2649361,12,1.0986783,0
4,1,8,58.943955,1.8673875,13,1.0382768,0
4,1,9,1.8275074,0.90020022,10,0.98055936,0
4,1,10,19.339112,1.4838694,10,0.92620856,0
4,1,11,56.513411,2.7553348,8,0.87552487,0
4,1,12,137.51283,6.3695631,7,0.82855669,0
4,1,13,20.214171,2.4137258,5,0.78519671,0
4,1,14,37.862425,3.6295703,4,0.74524912,0
4,2,0,66.591678,2.0051719,7,1.3034346,0
4,2,1,128.90168,2.5647233,14,1.2961739,0
4,2,2,165.19971,3.3158368,10,1.2750986,0
4,2,3,180.24704,3.5827033,11,1.242148,0
4,2,4,11.983838,0.79538883,13,1.2000329,0
4,2,5,66.019591,2.4024024,9,1.1516936,0
4,2,6,135.73523,3.3401088,10,1.0998563,0
4,2,7,111.08031,3.2533371,9,1.0467742,0
4,2,8,115.25238,4.1659117,9,0.99414171,0
4,2,9,47.1616,2.5673177,8,0.94312858,0
4,2,10,152.11617,5.4914566,6,0.89446982,0
4,2,11,36.4796,3.1846235,6,0.84857072,0
4,2,12,8.4539431,2.0735062,7,0.80560231,0
4,2,13,0.39635924,1.7102309,5,0.76557841,0
4,2,14,10.537865,5.1789357,1,0.72841329,0
4,3,0,13.290046,2.7312797,6,1.1712761,0
4,3,1,138.5366,3.3687596,9,1.165999,0
4,3,2,30.262035,1.1483307,13,1.1505858,0
4,3,3,93.194661,2.1707382,13,1.126202,0
4,3,4,26.926951,2.1054673,11,1.09453,0
4,3,5,309.38321,5.4822966,11,1.0574805,0
4,3,6,85.92604,2.4430322,11,1.0169288,0
4,3,7,64.924228,2.9058706,7,0.97453229,0
4,3,8,59.92263,3.271484,6,0.93163783,0
4,3,9,74.017067,3.9033791,6,0.88926353,0
4,3,10,15.212117,2.6599346,6,0.84812734,0
4,3,11,29.996481,2.7813473,6,0.80869777,0
4,3,12,21.96161,3.6858161,3,0.77124945,0
4,3,13,62.826856,6.6535431,2,0.73591417,0
4,4,0,78.752378,2.6685258,7,1.0395414,0
4,4,1,124.33888,3.2278403,11,1.0358469,0
4,4,2,61.1352,1.7813185,13,1.0249952,0
4,4,3,104.87235,2.5246662,13,1.0076431,0
4,4,4,43.376853,1.8982284,10,0.9847669,0
4,4,5,84.77663,2.5946264,11,0.95752243,0
4,4,6,64.604805,2.4189512,10,0.92710599,0
4,4,7,33.712664,4.0859756,5,0.89464233,0
4,4,8,4.4402158,1.7886056,5,0.86111253,0
4,4,9,5.085582,1.9619862,5,0.82732028,0
4,4,10,20.197607,3.3195237,4,0.79388804,0
4,5,0,-0.01463525,1.6050481,3,0.92137535,0
4,5,1,61.759599,3.3582262,5,0.91879997,0
4,5,2,31.784888,2.3594677,5,0.91120152,0
4,5,3,32.877552,2.1852294,6,0.89894585,0
4,5,4,20.099044,1.6551646,8,0.88258999,0
4,5,5,7.2935052,2.1772716,4,0.8628164,0
4,5,6,25.822669,2.683202,5,0.84036272,0
4,5,7,19.689203,2.6419944,5,0.81595912,0
