h,k,l,I,sigma,multiplicity,d,absent_212121
0,2,8,1.2988281226819118,1.128595967493423,7,1.3670497299797333,False
0,2,9,274.9345509927903,6.717193149213342,6,1.2428070418839443,False
0,2,10,261.7181449272845,7.9899747830587415,4,1.1374073056540135,False
0,2,11,4.589815944039376,1.3839748611740263,4,1.0472811336732148,False
0,2,12,32.42055378002219,3.680365159750525,4,0.9695830470869438,False
0,2,13,154.22296287713777,16.546912055324395,3,0.9020644140507034,False
0,2,14,7.020249091434012,2.832307816766987,2,0.8429484447165332,False
0,3,0,-2.228513869038321,1.9451115901774803,1,1.9903523781992496,True
0,3,1,32.757406984319346,4.236656210644102,1,1.9648020398830013,False
0,3,2,1.697501651738024,1.5371839171625032,2,1.8936778446511107,False
0,3,3,64.62201463916958,4.315641739735645,2,1.7905728790678221,False
0,3,4,594.2700275129697,61.186588146423865,3,1.670952471929134,False
0,3,5,213.6384992540975,5.208051927009195,7,1.5474118230663056,False
0,3,6,56.369579273763534,2.3163249462097752,6,1.4281148356051647,False
0,3,7,284.5273842398927,6.681821582238349,6,1.3173688300587778,False
0,3,8,84.70192929309378,3.310190064773248,6,1.2168600480891487,False
0,3,9,96.81166444257723,4.631376180305604,4,1.126751979294452,False
0,3,10,27.698751320277925,2.425419991625954,4,1.0464361813085106,False
0,3,11,219.0684043477048,10.794206976250244,4,0.9749795237733863,False
0,3,12,13.32612644393351,1.8865552096205747,4,0.9113664866531554,False
0,3,13,1.00780535117875,4.06318643084347,2,0.8546190002439473,False
0,3,14,2.721421484464999,2.380227604267119,2,0.8038483495799427,False
0,4,0,529.9550418080004,18.91335086266662,2,1.492764283649437,False
0,4,1,403.88958431252763,12.457888772445667,3,1.4818939667091318,False
0,4,2,28.979665548313946,2.3234541799555943,4,1.4506546924431245,False
0,4,3,1.4194923439846254,1.139112705143836,4,1.4027101449735846,False
0,4,4,37.80859849507847,2.6956455338732668,4,1.342929659300867,False
0,4,5,16.793504163023233,1.9924100630369754,4,1.2762322907986139,False
0,4,6,120.00355307931183,3.84810622205204,6,1.2067939056886432,False
0,4,7,91.50293213086415,4.461630095576129,3,1.1377234836391337,False
0,4,8,149.09365445841226,15.611522137832733,4,1.0710861267038736,False
0,4,9,93.22677262200148,5.229060399026725,3,1.0080961282840688,False
0,4,10,71.47470602477277,4.746706841836607,3,0.9493495435930931,False
0,4,11,10.036065515027149,2.3175600996490373,3,0.8950296658994232,False
0,4,12,189.8774454132667,11.328515871995714,2,0.845063984470839,False
0,4,13,44.40308007474604,7.825041124305406,1,0.7992340566989374,False
0,4,14,9.35986969450159,3.8006237133997725,1,0.7572478800177517,False
0,5,0,-1.2449233789162757,1.6623104996664553,2,1.1942114269195494,True
0,5,1,36.79275963054237,2.8865830445080713,4,1.1886238967104243,False
0,5,2,79.97851933668353,4.169939783407458,4,1.1723204416436488,False
0,5,3,231.3966617931674,11.260337468967052,2,1.14657794395277,False
0,5,4,50.02375201311785,4.994135057282791,2,1.1132302226295216,False
0,5,5,72.79158314818686,5.881788610217118,2,1.0743437274406933,False
0,5,6,-3.3622360226087356,1.94717270633871,2,1.0319280717451114,False
0,5,7,11.48772766173432,1.9016230565028138,4,0.987739524157385,False
0,5,8,13.959408701803275,2.277613332103648,3,0.9431873611933579,False
0,5,9,21.251593395065175,4.523437842738305,2,0.8993213939094824,False
0,5,10,45.632384336018745,4.625961449378471,2,0.8568689013630989,False
0,5,11,21.11767375448862,5.188587484622531,1,0.816293294348228,False
0,5,12,4.254314819830695,3.0096860292430914,1,0.7778560445323007,False
0,6,0,80.04779465804941,9.532647809476263,1,0.9951761890996248,False
0,6,1,75.39299379016576,6.311174198342467,2,0.9919357247838096,False
0,6,2,9.717005814713316,3.041041923412579,2,0.9824010199415005,False
0,6,3,12.648719912284134,3.1985569383654124,2,0.9671031282954163,False
0,6,4,6.119389608690087,2.6004489152607406,2,0.9468389223255551,False
0,6,5,56.902759378662054,5.701338829463176,2,0.9225645639890395,False
0,6,6,69.86713286030792,6.518401831840379,2,0.8952864395339111,False
0,6,7,56.155639986758906,3.947112517208581,4,0.8659698847159163,False
0,6,8,25.957169699832715,4.677426146196931,3,0.835476235964567,False
0,6,9,1.1618599102604061,1.803372952385014,3,0.8045292704590957,False
0,6,10,50.490499546600915,8.110440793470865,1,0.773705911533153,False
0,7,0,0.5255570382268875,3.0070675982930015,1,0.8530081620853927,True
0,7,1,0.6909295603946536,2.0173902257600567,2,0.850964874588545,False
0,7,2,52.86890359738811,5.816533211935211,2,0.8449220020151371,False
0,7,3,9.72677062910643,4.9494655747944485,2,0.8351304486898709,False
0,7,4,11.894522165360002,3.3465839245674984,2,0.8219770515359567,False
0,7,5,45.121145492125876,5.525313374426581,2,0.8059445500463998,False
0,7,7,1.3729164759677865,2.0315915046843163,2,0.7673883767433526,False
1,0,0,0.6602194205077792,1.2529355147129404,1,5.797030326640214,True
1,0,1,1069.467827488103,19.705896610904066,5,5.243955554932642,False
1,0,2,162.80173858300273,8.268482806303322,1,4.218676119509166,False
1,0,3,988.1529013858905,15.837948904347652,7,3.347723093238599,False
1,0,4,118.50059638527276,4.684422697850601,8,2.716797960733811,False
1,0,5,-0.039339688531377225,0.8940749640658238,5,2.264820433518788,False
1,0,6,612.3712364836805,19.483357567801733,7,1.9329640327390845,False
1,0,7,37.90541674318844,1.7695101915546347,7,1.6818165847914273,False
1,0,8,61.7037728741152,2.0301172250011486,9,1.4863227552110732,False
1,0,9,29.317512131819225,1.491334145067006,9,1.330385200757993,False
1,0,10,142.06662991432142,3.6285722140177104,9,1.2033828535589342,False
1,0,11,77.4461447132462,2.9807177924206085,7,1.098098333244993,False
1,0,12,71.04271328595446,3.4856613674903993,5,1.0094870220686154,False
1,0,13,14.981744721694875,2.0461045676200307,5,0.9339312610888755,False
1,0,14,36.14637217707413,3.1806483991938834,4,0.868776393816889,False
1,0,15,66.33571478412138,4.421210174437678,4,0.8120341624994022,False
1,0,16,1.2174273605174633,1.7252104886708637,2,0.7621880718792979,False
1,1,0,97.63339085103277,5.284133995716716,2,4.159282585250937,False
1,1,1,190.82415574255114,3.7111449500064775,6,3.9401670499401713,False
1,1,2,153.67273633503754,3.2556518142690507,6,3.445486110466344,False
1,1,3,1464.3921621187842,18.67884066979851,12,2.9200886066727203,False
1,1,4,211.29490882749587,3.143871315613323,13,2.472863336741859,False
1,1,5,574.9663703430233,7.062798560560002,14,2.117608947777143,False
1,1,6,25.982819274757993,1.3866091076708122,15,1.8390041451243924,False
1,1,7,404.8542632757657,5.986484627023075,17,1.6188286013079143,False
1,1,8,271.1449003734827,3.827757407429054,16,1.4423102366494231,False
1,1,9,267.3892407729058,3.9189220483695215,16,1.2985441860161797,False
1,1,10,140.81343324357152,2.5370176454211792,17,1.179664235252623,False
1,1,11,13.69024198998491,1.0444219093391258,13,1.0799873353924754,False
1,1,12,2.982063434390209,0.7241568106104714,12,0.9953623078796582,False
1,1,13,118.47850931651313,3.4594213748196383,10,0.9227128374567768,False
1,1,14,20.65615014537784,1.7185494244767159,8,0.859724025663573,False
1,1,15,49.88457115495438,3.0219997380403423,7,0.8046275976444219,False
1,1,16,30.622456659986977,6.1583157466736145,1,0.7560534754367116,False
1,2,0,1.6370747199357272,0.8791077524223047,4,2.6542118369006067,False
1,2,1,88.7656871387063,2.4559484385279586,6,2.594509579563997,False
1,2,2,392.229646512591,6.631534580300122,8,2.4369999510174125,False
1,2,3,681.5747053943294,11.838508124683283,9,2.2281784208532125,False
1,2,4,218.42841259427956,3.712812537696754,11,2.0093692895675277,False
1,2,5,539.3576795964314,17.13932093786701,11,1.8043810925743984,False
1,2,6,20.574179875802113,1.5209754302461722,12,1.6225734406286743,False
1,2,7,122.55569558344469,5.984724192261272,12,1.4653146712877014,False
1,2,8,3.475142068255928,0.8107580422096746,12,1.3305538156960068,False
1,2,9,301.73976060094435,4.8839110535471475,13,1.2151945419364765,False
1,2,10,9.117421976392848,0.9584363921843096,10,1.1161267106141537,False
1,2,11,8.069899421050135,1.01595809162316,8,1.030598146462535,False
1,2,12,32.37103180818707,2.25718236345497,6,0.9562994136409767,False
1,2,13,72.07784743694758,3.5747969646016586,6,0.8913375998760641,False
1,2,14,49.32957867050544,3.532587357006798,5,0.8341755956277656,False
1,2,15,7.079017665531456,4.190562409219891,1,0.7835676283069763,False
1,3,0,303.0647501514434,21.360819891885424,4,1.8824867223354045,False
1,3,1,430.436967072401,30.49132457392246,6,1.8608255645627245,False
1,3,2,61.92155380735763,5.658924565348446,8,1.8000699302351801,False
1,3,3,545.7925979153923,9.365797092630205,8,1.7108209807910275,False
1,3,4,113.35422497275036,3.6041578583737643,6,1.6055840321290218,False
1,3,5,30.130706008158317,1.6804833142265614,11,1.4950646315714733,False
1,3,6,67.65600199808043,2.9386722267162173,12,1.3866566902015824,False
1,3,7,191.50701992731481,3.656476378513141,12,1.2846162408309072,False
1,3,8,47.64298977561361,1.6363989082384065,13,1.1909056704116372,False
1,3,9,402.89886678169233,7.980064774576,8,1.1060531080741876,False
1,3,10,34.04049965952638,2.266749112961279,7,1.0297929032654312,False
1,3,11,50.429009447150975,3.3921992972631654,7,0.961475936021441,False
1,3,12,55.37925081163371,3.4296473346109755,5,0.9003084671157554,False
1,3,13,70.21978186316063,4.041233767049516,5,0.8454806683998368,False
1,3,14,31.04964825997593,4.522040536069075,2,0.7962297919303941,False
1,3,15,4.2290510812072455,3.079065268763786,1,0.7518667688428132,False
1,4,0,3.623667083563304,1.5267541792357073,4,1.4456053069087234,False
1,4,1,167.093987213088,4.704028613616098,6,1.4357263269835239,False
1,4,2,37.27536430047329,1.8263731019882647,8,1.4072619324321947,False
1,4,3,162.95341239435896,4.1140557118566665,8,1.3633655305892616,False
1,4,4,22.154730341817423,1.5185532581055907,8,1.3082835483265638,False
1,4,5,58.39814672007255,2.0638304718982976,9,1.246385235136498,False
1,4,6,38.94919072500709,1.6154813656635925,11,1.181465058748428,False
1,4,7,299.5183277004061,7.186228430148749,6,1.116425467124926,False
1,4,8,44.640813740910275,2.184213141607096,7,1.0532589369438548,False
1,4,9,3.1717292123051433,0.9606339724847223,7,0.9931905576535538,False
1,4,10,30.45565127048719,2.3104335060684655,6,0.9368697501433246,False
1,4,11,245.52787863363454,8.050049490971178,5,0.8845489658539437,False
1,4,12,38.025455298603056,2.71687246109133,6,0.8362256090765096,False
1,4,13,28.159978177587988,3.2966664285436016,3,0.7917447297214624,False
1,4,14,30.442485821341922,6.395127127267417,1,0.7508687983710352,False
1,5,0,15.85288399976522,2.9340929404643123,2,1.169650682930252,False
1,5,1,140.87101381012587,4.052424944474454,8,1.1643993607385772,False
1,5,2,96.34706309207395,3.3366074938918833,8,1.1490598613908698,False
1,5,3,377.9515019525468,11.13591708779909,4,1.1247882853194724,False
1,5,4,7.58421311043959,1.7751570812272106,4,1.0932545915289658,False
1,5,5,35.875985626541606,3.9613722395775754,4,1.0563561042471084,False
1,5,6,61.16875308370202,3.188527612561096,6,1.0159570459090654,False
1,5,7,137.57662554694232,6.59755768902822,7,0.9737064296663418,False
1,5,8,-0.2889690674622229,0.9388332926053998,7,0.9309459011329462,False
1,5,9,62.41366327588568,3.229293619051911,6,0.8886909907021777,False
1,5,10,11.502383535802238,2.340084753944069,3,0.8476589816596767,False
1,5,11,49.073616823681085,4.404001549167929,3,0.8083189115271981,False
1,5,12,18.978435540298335,3.3945239443045114,2,0.7709466518714574,False
1,5,13,6.865102795692323,4.335229545440369,1,0.7356755143144824,False
1,6,0,28.208039242257385,4.236990987967411,2,0.9808283372951099,False
1,6,1,126.93915175684342,5.866897832035107,4,0.977725585818732,False
1,6,2,93.60086941462414,4.986055462955639,4,0.9685910770617135,False
1,6,3,61.72620850005585,4.11015505635472,4,0.9539197838653312,False
1,6,4,67.011782896709,4.29987183319675,4,0.9344565942717896,False
1,6,5,101.26582080095683,5.437970145583029,4,0.9110990400107604,False
1,6,6,11.523647410383987,2.2465413682951447,4,0.8847968218461582,False
1,6,7,46.06059139874204,2.809612232046547,7,0.8564666357488502,False
1,6,8,43.96668950381617,3.369404305704052,5,0.8269322762699127,False
1,6,9,2.7978024705090827,1.5678594761365607,4,0.7968915193558832,False
1,6,10,-0.5035077822364895,1.447643567356465,2,0.7669055605018633,False
1,6,11,13.109808952617998,4.709080541694536,1,0.7374043589941347,False
1,7,0,144.208210219172,9.912123572789973,2,0.8439208593838641,False
1,7,1,46.75061340149868,4.204454250129292,4,0.8419420310153367,False
1,7,2,12.367019401052866,2.451110026484893,4,0.8360880343772243,False
1,7,3,29.96572684381191,3.2478904613539568,4,0.8265969851757771,False
1,7,4,55.22720870948477,4.663242113217255,4,0.8138365935025682,False
1,7,5,45.72830147288764,4.087501266510302,4,0.7982668041550681,False
1,7,7,12.132605600904643,3.1531517798255284,2,0.7607518309000243,False
1,7,8,0.91420019417424,1.6562159365669304,2,0.7398279516123549,False
1,7,9,44.23280175403315,5.293646991993187,2,0.7180814296827824,False
2,0,0,4258.9016951400035,172.98158627559,1,2.8985151633201074,False
2,0,1,726.6697830067233,12.672743345421468,6,2.8212611176254714,False
2,0,2,261.30471365414786,5.927124853988682,5,2.621977777466321,False
2,0,3,73.59631558075215,2.5381876063790743,5,2.366912659219231,False
2,0,4,230.02594665987715,3.9859325059819906,9,2.1093380597545828,False
2,0,5,729.2160859099009,11.712199742624236,8,1.875723436879308,False
2,0,6,114.22007653650813,4.969522294361873,8,1.6738615466192992,False
2,0,7,7.565378749292273,0.9649226136223992,8,1.5027583848881936,False
2,0,8,117.11963485032717,3.286362122986394,8,1.3583989803669052,False
2,0,9,25.91759344823077,1.6210124424274515,8,1.2362963613478466,False
2,0,10,48.60146877205303,2.683322994828519,8,1.1324102167593937,False
2,0,11,85.89940415882478,3.198887313458694,7,1.0433763758793448,False
2,0,12,24.930933894897926,2.1396581632795826,5,0.9664820163695422,False
2,0,13,13.635215423729006,2.468283895032418,4,0.8995655446095677,False
2,0,14,17.537162250733918,2.0857058246273215,5,0.8409082923957136,False
2,0,15,144.3891887699457,8.272377512874561,3,0.7891398236511228,False
2,1,0,4676.230854614123,77.2407475955652,6,2.6075318823323124,False
2,1,1,78.8558295768585,1.3386113866318154,14,2.5508583476303026,False
2,1,2,822.0428526274999,10.216786940349193,12,2.400718664967592,False
2,1,3,239.86021637924853,3.4180642226387516,13,2.200345902163694,False
2,1,4,1396.4878889358192,21.684015351864616,14,1.9888860568784352,False
2,1,5,20.912795262597562,1.111202143857646,14,1.7895050377080615,False
2,1,6,265.1314753723731,6.00398718559988,15,1.6117306146065142,False
2,1,7,185.4791424048264,3.335600247437009,17,1.4573140420198207,False
2,1,8,9.252563897970115,0.6777634505650046,16,1.3245551819639991,False
2,1,9,70.1660050631747,2.2518255187308727,15,1.2106196669298959,False
2,1,10,56.75581512680548,2.299946778760672,12,1.1125788576823592,False
2,1,11,102.42464407018771,2.955348279621913,10,1.0278030410882912,False
2,1,12,103.896242583267,3.541517921425361,8,0.9540650327522433,False
2,1,13,108.7346256041997,4.25071817443999,7,0.8895275027068115,False
2,1,14,48.78334778951121,3.9299787825156978,7,0.8326913293712944,False
2,1,15,21.231118860552026,3.680214430353352,2,0.7823370616209744,False
2,2,0,2.352389369209068,0.7101177558041909,6,2.079641292625468,False
2,2,1,418.8214358738204,6.220691449706306,10,2.0505469199387343,False
2,2,2,1457.0094573278823,33.316519774631125,10,1.9700835249700859,False
2,2,3,143.65704569747726,3.1586559177415334,8,1.854748909440259,False
2,2,4,117.30927752917826,2.7332670881075205,9,1.722743055233172,False
2,2,5,6.2889240975474126,1.0771729824680731,12,1.5882703896344486,False
2,2,6,348.8642847773348,5.42173603798402,12,1.4600443033363601,False
2,2,7,143.55138200949466,2.8937068688452725,13,1.3423057986108806,False
2,2,8,167.02136826476772,5.6279397171740975,13,1.2364316683709298,False
2,2,9,131.35269067413347,4.012221767615193,13,1.1422362502602803,False
2,2,10,3.996853576638573,0.9279803591598302,9,1.0588044738885718,False
2,2,11,68.97836417091322,3.7281689880032616,5,0.9849597365624796,False
2,2,12,64.5616332395219,3.7805987100178085,5,0.9195020725621965,False
2,2,13,69.95021074717398,4.07413092356443,5,0.8613166782652808,False
2,2,14,23.000400827150546,2.5524397626468294,5,0.8094143006539571,False
2,2,15,20.98088192625395,5.208412808186371,1,0.7629380608766088,False
2,3,0,-0.08296694954402066,0.8026592222166987,4,1.6407616555610136,False
2,3,1,243.2996339805639,12.960237672770099,8,1.6263596991512168,False
2,3,2,316.52840566842366,16.215208480513482,8,1.5853277756429698,False
2,3,3,304.1576756713882,5.563182960353044,9,1.5233421482354133,False
2,3,4,91.39995083398709,2.2692548646208266,11,1.4476289481280347,False
2,3,5,358.63488609196617,7.367744443194216,7,1.365062681279441,False
2,3,6,715.6393168603346,10.014159910857634,12,1.2810606606149697,False
2,3,7,10.703044769197234,1.0232218467281617,11,1.1993099403414524,False
2,3,8,94.2391378297235,2.570391188141607,12,1.1219945322260967,False
2,3,9,59.17384009457201,2.909880556810599,6,1.0501929750913677,False
2,3,10,249.0099273517095,6.3279441425634095,8,0.9842567314239102,False
2,3,11,37.61083235819203,2.3555535250956074,7,0.9241009096952152,False
2,3,12,84.47676220843553,4.387451016489844,7,0.8694031843144023,False
2,3,13,10.139528676513086,3.031235975399799,6,0.8197299183601766,False
2,3,14,10.148344639198976,3.7188235635685887,1,0.774611445016187,False
2,3,15,5.943467961537196,3.369973745661028,1,0.7335843505521398,False
2,4,0,20.7850779938619,2.1865048138793477,4,1.3271059184503031,False
2,4,1,287.2174093483344,5.941392795731125,8,1.3194503280581193,False
2,4,2,5.390635774901778,0.9556311576661536,8,1.2972547897819988,False
2,4,3,104.88036196989873,3.1443410125708575,8,1.2626278740164376,False
2,4,4,224.18574184042714,4.897434214266812,9,1.2184999755087063,False
2,4,5,168.63242922809914,6.011413020878625,11,1.1680230045731776,False
2,4,6,27.22285073204776,1.4398925076644877,10,1.114089210426606,False
2,4,7,163.23113164000787,8.51169491054202,5,1.0590595129637004,False
2,4,8,150.21324702760378,5.923246431684904,4,1.004684644783764,False
2,4,9,5.24428981314004,1.4436730919879195,5,0.9521520296653021,False
2,4,10,42.45486834373987,2.972503024644407,5,0.9021905462871992,False
2,4,11,18.268803528481783,2.2426386100340188,5,0.8551865128937008,False
2,4,12,26.76682837545127,2.7053773261070813,6,0.8112867203143371,False
2,4,13,-0.8502475873611485,1.6763964070157424,3,0.7704800076817074,False
2,4,14,-3.945038602918736,2.9884763704523283,1,0.7326573356438507,False
2,5,0,321.4732097854684,13.857800643925255,2,1.1041665492927142,False
2,5,1,171.94542631243422,4.579943120818397,8,1.0997455354450019,False
2,5,2,6.449006457175853,1.250138716062328,7,1.086794465950368,False
2,5,3,257.4393482492926,8.536862227067815,4,1.0661902606606075,False
2,5,4,82.49968467419829,4.390373791381025,4,1.0392186176135694,False
2,5,5,46.22108480700915,3.397721986481436,4,1.0073716948644909,False
2,5,6,4.358647841446145,1.3939265713656488,6,0.9721553230522654,False
2,5,7,10.089094740892026,2.702952494223086,5,0.9349440001928361,False
2,5,8,19.598335803667574,3.42023802959074,5,0.8968968387807011,False
2,5,9,20.85525091097077,2.376194175433697,5,0.8589278787507908,False
2,5,10,0.6263568406789427,1.1535113764058467,5,0.8217147372984511,False
2,5,11,5.193229352915748,2.1865311469831608,2,0.7857287380641089,False
2,5,12,67.62954604756133,9.65261168668101,1,0.7512733478244713,False
2,5,13,-0.369799961134378,2.290613385725147,1,0.7185225205738355,False
2,6,0,1.8655350062078835,2.305588388330743,2,0.9412433611677021,False
2,6,1,112.63469736008487,5.5226614230115025,4,0.9385002929769571,False
2,6,2,163.36099004933857,6.885738476486133,4,0.9304127822813621,False
2,6,3,5.669628700008973,1.7734019522833822,4,0.9173861092481946,False
2,6,4,4.038744909640254,1.7825043724917788,4,0.9000349651175901,False
2,6,5,38.12580087341516,3.4072546060865476,4,0.8791084096861305,False
2,6,6,8.534268075316914,2.0428682225936377,6,0.8554104903955139,False
2,6,7,11.443806405183674,2.1039648477635904,5,0.8297306096053839,False
2,6,8,25.72341730880792,2.9400394631805384,5,0.802792016064511,False
2,6,9,4.8169148229779415,3.853349471230372,1,0.7752206824590968,False
2,6,10,78.33632413844113,10.031256501588862,1,0.7475323157857365,False
2,7,0,16.436307372810123,3.441373581139302,2,0.8183080977839428,False
2,7,1,-0.7424316819562659,2.002942771342127,4,0.8165036481619452,False
2,7,2,18.925869878344667,2.8617606177862664,4,0.8111610890934648,False
2,7,3,15.323967271885566,4.082436783238787,4,0.8024852293723383,False
2,7,4,7.839920866696004,1.9669135405114553,4,0.7907937539104268,False
2,7,6,122.51950677581448,13.344411152827668,1,0.7600113892296002,False
3,0,0,-0.2914795764747659,1.297615067271909,2,1.9323434422134045,True
3,0,1,122.40234341443794,2.955481392523227,7,1.9089368433500282,False
3,0,2,201.42579415613048,5.025112872978847,11,1.84351180048982,False
3,0,3,278.3185325616451,10.131588612613072,7,1.7479851849775474,False
3,0,4,937.8324769252026,15.831840236014806,7,1.6361835570897532,False
3,0,5,97.5168412737355,2.6655796208898153,9,1.519676154516219,False
3,0,6,344.33907476064655,11.79184845124041,9,1.4062253731697218,False
3,0,7,23.77455842961061,1.6298036656106152,7,1.3001282488126062,False
3,0,8,55.68388112824941,2.242460607837152,8,1.2032330668163245,False
3,0,9,156.7120632032848,4.466116951871623,7,1.1159076977461995,False
3,0,10,43.949378863939685,2.1841301827915824,7,1.0377322736206283,False
3,0,11,61.51192748183351,4.880911633520578,6,0.9679281133155815,False
3,0,12,113.99081183635595,5.065852184373914,5,0.9055993202446035,False
3,0,13,131.2137648774963,6.233355023058524,4,0.8498580062431629,False
3,0,14,19.288250915168895,3.192446493288474,3,0.7998826461938155,False
3,0,15,61.203291933857386,8.774940890390084,1,0.7549401445062626,False
3,1,0,46.104673274983405,1.2054503956089542,9,1.8384697016436833,False
3,1,1,396.4828499555813,6.472073937914159,14,1.818276712254363,False
3,1,2,293.21453632573616,6.076783972285378,13,1.7614697118203664,False
3,1,3,119.172820534456,3.3443385534840293,14,1.6775795973631074,False
3,1,4,123.84037187903496,2.4632071112778653,14,1.5780120999980203,False
3,1,5,30.824020080288204,1.0498643026520071,15,1.4727273854930232,False
3,1,6,159.43081493081547,4.0471321349529035,15,1.3687789469622489,False
3,1,7,4.411977767800141,0.7488566460610026,15,1.270363002570064,False
3,1,8,292.8181159958555,6.104670628754892,17,1.1795231309287546,False
3,1,9,29.234885123168354,1.4161398139007781,12,1.0969164162952618,False
3,1,10,88.61077629579175,2.679854267986389,12,1.0224066202681248,False
3,1,11,20.385274187558934,1.4649783396894485,10,0.9554560263055825,False
3,1,12,29.556468353517563,2.0166352463737223,8,0.8953602301664942,False
3,1,13,39.05973936819457,2.66645026301262,7,0.8413785346553934,False
3,1,14,104.04374742137786,5.170717530401503,5,0.7928007630125726,False
3,1,15,41.22146498119447,7.427578668900319,1,0.7489775385752606,False
3,2,0,167.41543881489974,6.597722905873303,7,1.6222063200867183,False
3,2,1,169.25964145157167,2.4156996236528663,15,1.6082833621089345,False
3,2,2,503.0773077858451,8.40674942369957,15,1.5685715034296521,False
3,2,3,547.2769528427401,7.466622894031125,12,1.5084574848623593,False
3,2,4,77.80434560858544,1.9649594191555815,11,1.434837080645533,False
3,2,5,310.94600496933793,4.749288947835174,13,1.3543213883420733,False
3,2,6,98.63036315579606,2.6564366984106407,14,1.2721703230366648,False
3,2,7,129.79955301379164,2.988576873359536,12,1.192005932987187,False
3,2,8,129.06176570242542,4.001385740313443,10,1.1160071979972561,False
3,2,9,312.43758503947515,6.880193095098987,8,1.0452782549292947,False
3,2,10,238.3514581326669,6.902095825857509,6,0.9802073651435531,False
3,2,11,19.159976119395846,2.0225546503408722,6,0.9207471080274692,False
3,2,12,72.99895806986473,4.099750414092234,5,0.8666086191858774,False
3,2,13,33.949533973403724,2.65457043641696,6,0.8173862552603636,False
3,2,14,31.708145601654923,2.97787698230385,5,0.7726329552705615,False
3,2,15,13.541531939196922,4.353305399915806,1,0.7319032111301436,False
3,3,0,265.7894838440924,20.024690028361732,4,1.386427528416979,False
3,3,1,281.47642555303975,9.331365148570775,12,1.3777056343453076,False
3,3,2,15.282227178240383,1.5927903627688043,13,1.3524955828451164,False
3,3,3,216.08808621976814,6.088039878062,14,1.313389016646724,False
3,3,4,16.34806590087946,1.1640021428481717,14,1.2639321781926507,False
3,3,5,244.39332690005256,4.074497621286688,13,1.2078568121274713,False
3,3,6,2.9925410874902343,0.6706513258758531,12,1.1484953701554481,False
3,3,7,294.5855924500116,4.865114458500088,13,1.088482344286419,False
3,3,8,40.35697612536869,3.0567542971076795,10,1.029699031862462,False
3,3,9,33.349861378224816,2.0912178160039994,7,0.9733628688909066,False
