run,h,k,l,omega,x,y,module,lp,d,counts,sigma_counts,I,sigma,background,nframes,dx,dy,domega,background_transmission,shadowed,transmission,I_before_absorption,ah,ak,al,I_scaled,sigma_scaled,robust_weight,merge_mean,scale_factor
1.0,-1,-1,-13,32.252838738639184,10.37768752044508,74.41923967141378,0.0,0.6789720368913916,0.922712837456777,157.82022471910113,13.068251395888556,107.70192770054818,8.918222423759032,8.179775280898877,3,0.0,0.0,0.0,1.2302529,False,0.9949266622053214,107.15551944018526,1,1,13,107.61853530978917,8.91131714448394,1.0,119.13448446920007,1.000774888735653
1.0,-1,-1,-12,35.991267193856544,40.32424264280837,109.1508178490834,0.0,0.6187017174735916,0.9953623078796584,6.707865168539326,3.377901479730695,4.171296399957944,2.100553294943685,2.292134831460674,4,0.0,0.0,0.0,0.945987,False,0.994934740288033,4.150167700356564,1,1,12,4.1582950607532485,2.094006168274533,1.0,2.999147440973316,1.0031266033349593
1.0,-1,0,-13,20.023229265334123,49.45202109151924,41.87449909012611,0.0,0.5880300251759878,0.9339312610888754,24.09302325581396,5.516728088709768,14.24084736361086,3.2608146276911203,2.9069767441860463,4,0.0,0.0,0.0,0.8969042,False,0.994843966088946,14.167421071681938,1,0,13,14.285462517455823,3.2710304345570864,1.0,14.996921792231204,0.9968768841897525
1.0,-1,0,-12,23.072757524165866,78.12753768221685,78.21927988931077,0.0,0.5307345410253389,1.0094870220686154,136.20689655172413,12.25375770461747,72.66064474221423,6.536863829022541,8.793103448275861,4,0.0,0.0,0.0,1.3819996,False,0.994894897813457,72.28970472586512,1,0,12,72.85681155769853,6.554511838686414,1.0,70.7950571677968,0.9973075020538203
1.0,-1,0,-11,26.18112884496404,105.00049161853012,110.24992593853436,0.0,0.4747574904476377,1.0980983332449932,163.9090909090909,13.22375773352799,78.21326312979319,6.310041971684795,7.09090909090909,3,0.0,0.0,0.0,1.4743056,False,0.9949344337215288,77.81706866155372,1,0,11,78.36090031394063,6.321952954442358,1.0,77.46325154987186,0.998115933028386
1.0,-1,0,-10,29.397348368124284,130.4304399142217,138.8819519559014,0.0,0.4204075550301672,1.203382853558934,309.632183908046,18.22792817546988,130.83067812400785,7.7019519543894,14.367816091954024,4,-0.0149427950017297,0.0113853169601725,0.054897162973365,1.4452201,False,0.9949631941221726,130.17170939543269,1,0,10,130.91629049804547,7.706991922086532,1.0,142.5973126010537,0.9993460525522689
1.0,-1,0,-9,32.790028356209035,154.6950572891517,164.8119751599578,0.0,0.3678311860117658,1.330385200757993,77.03333333333333,9.138088786319964,28.47819295939856,3.378229196065808,3.966666666666667,3,0.0,0.0,0.0,1.1242483,False,0.994981051039206,28.33526236243969,1,0,9,28.447492670505127,3.37458737046208,1.0,29.451857702651306,1.0010791913807315
1.0,-1,0,-8,36.462626674457255,178.00709315591072,188.58314425586363,0.0,0.3170759449727555,1.4863227552110732,198.953488372093,14.823524709143774,63.40122840146096,4.723866283969885,13.046511627906977,4,-0.1406508381065521,-0.0491238541389691,0.1058084922269344,1.1482912,False,0.994986484043484,63.08336533120752,1,0,8,63.18249007159476,4.707568640414401,1.0,62.061054305714485,1.0034620086928885
1.0,-1,1,-12,6.25658144563468,106.50040670181652,41.89826733039399,0.0,0.4639543251277865,0.9953623078796582,2.976744186046512,2.890412341621361,1.3886616440688284,1.3483875346653773,3.0232558139534884,3,0.0,0.0,0.0,0.86012733,False,0.994535526932736,1.3810733399152717,1,1,12,1.3894974559653617,1.3491991062583741,1.0,2.999147440973316,0.9993984790019262
1.0,-1,1,-11,7.876695165796605,132.1128508323376,76.07954237236817,0.0,0.4117534634519098,1.0799873353924752,23.51724137931034,6.307423480561545,9.73631742859918,2.6113214629575747,10.482758620689657,4,0.0,0.0,0.0,1.0294226,False,0.99455524737948,9.6833055887656,1,1,11,9.748782842897281,2.6146647397293115,1.0,13.908541223674911,0.9987213363453692
1.0,-1,1,-10,9.211783420148606,156.59202910609525,106.4631739947382,0.0,0.3604682722663647,1.179664235252623,399.60465116279073,20.241497624141967,144.83250094169316,7.336317821074452,6.395348837209303,3,0.1386304005333727,0.1839703807162891,0.0517814956650077,1.5815629,False,0.9945612846404156,144.04479819425455,1,1,10,145.08788273015327,7.3492538813763595,1.0,141.59176166878382,0.9982398131142689
1.0,-1,1,-9,10.172738864151569,180.18067460971463,133.82899071845264,0.0,0.3103129364073093,1.2985441860161795,807.9310344827586,28.814012643392022,252.0849484362996,8.990345192151876,14.068965517241375,3,0.0273481007272096,0.0314141198588515,0.0876042610027134,1.6905168,False,0.994551452913474,250.71145172493988,1,1,9,252.60634275225487,9.008940173370473,1.0,270.58867446744614,0.9979359413137673
1.0,-1,1,-8,10.602989093958,203.0769324679263,158.78017020032289,0.0,0.2613692796395238,1.4423102366494231,1046.25,32.65561520696639,274.9637665123016,8.582184903305972,12.75,4,0.1062842633818377,-0.0578995227939742,0.0281881844208271,1.5602262,False,0.9945223412213388,273.4576088228518,1,1,8,275.56685402150015,8.601008505348041,1.0,273.9656899149812,0.9978114657100543
1.0,-1,1,-7,10.212007467143508,225.44139750337945,181.7944598652205,0.0,0.2136380408895124,1.618828601307914,1863.1724137931035,43.45432360755659,400.2559879731178,9.33507446680001,15.827586206896552,4,0.1478587867729288,-0.0799281784043728,-0.0002112329036023,1.5539745,False,0.9944748268172724,398.0445043221426,1,1,7,401.0885340010759,9.354491738250175,1.0,408.03269022093036,0.9979242836496645
1.0,-1,1,-6,8.409388899715935,247.39391781311377,203.25959846976752,0.0,0.1670924103904608,1.8390041451243933,150.36363636363637,13.09343409991915,25.266485276313876,2.2001666619842357,13.636363636363637,4,0.1055987214056983,-0.2584381526141328,-0.0096596403850508,1.0698234,False,0.994385335368663,25.124622435074755,1,1,6,25.303911502378668,2.2034256801646883,1.0,25.933694879176656,0.9985209311982745
1.0,-1,1,-5,3.818491872668545,268.9830916336006,223.4994295084296,0.0,0.121773444367765,2.117608947777144,4505.133333333333,67.55142896753226,551.8139185984055,8.274076695953317,37.86666666666667,5,0.0,0.0,0.0,1.4154131,False,0.9941858747047844,548.6056033360305,1,1,5,551.4776468283616,8.269034528073439,1.0,576.4110340428633,1.0006097650049424
1.0,0,-1,-12,31.269960217253328,13.321669081395896,161.88805853098827,0.0,0.6862613197899273,1.010367358099352,58.900000000000006,8.178630692236935,40.62886161615889,5.641569687683604,5.1,3,0.0,0.0,0.0,1.0841196,False,0.9948787666635134,40.42079173562672,0,1,12,40.61881867880289,5.640175163478171,1.0,33.25765309126834,1.0002472483859124
1.0,0,-1,-11,34.33500211350736,43.01814290564104,189.88636034049367,0.0,0.6220025310597884,1.0992317095023485,147.67816091954023,12.443576765609944,92.32890068694084,7.779767544696628,4.32183908045977,3,0.0,0.0,0.0,1.2971284,False,0.9948801425207596,91.85618987420877,0,1,11,92.14302878818935,7.764105707995236,1.0,94.93738380753686,1.0020172106473595
1.0,0,-1,-10,37.4982449021752,70.70942816187585,215.2088175568752,0.0,0.5605792053182443,1.2048749505561251,88.12359550561798,9.972595703604052,49.65502297518232,5.619260834098568,6.876404494382022,4,0.0,0.0,0.0,1.2945582,False,0.9948692433999292,49.40025513832574,0,1,10,49.44588571936152,5.595593605283226,1.0,46.0871307755466,1.0042296189617836
1.0,0,0,-13,17.566369557705457,10.764459939988512,99.97490650054716,0.0,0.6827091424136431,0.946292440184129,-0.404494382022472,2.626368382855752,-0.2776006422317768,1.802451609272252,4.404494382022472,4,0.0,0.0,0.0,0.848295,False,0.9947816058405624,-0.2761520126616984,0,0,13,-0.2784943920304752,1.8082546965778128,1.0,0.933041899026781,0.996790779906977
1.0,0,0,-12,19.94321244030513,41.72432589183876,132.7571923865407,0.0,0.6187294597723684,1.0251501435328063,349.3894736842105,19.44702584984224,217.3030985503704,12.095095282061568,18.610526315789475,4,-0.1848812720849011,-0.2398367538490333,0.0358819112253172,1.7425795,False,0.994820422464773,216.1775603027837,0,0,12,217.98530227238768,12.1330667563508,1.0,222.14081883167802,0.9968704141292755
1.0,0,0,-11,22.272417303501182,70.51890203282197,161.88767724592458,0.0,0.5569382706174597,1.1183456111266978,-1.7093023255813953,3.251429772449401,-0.9569042588803166,1.8202204198422431,7.709302325581395,3,0.0,0.0,0.0,0.9828232,False,0.99484966477798,-0.9519758811717044,0,0,11,-0.9596298341754511,1.8254050010184482,1.0,0.46005357098608457,0.9971597639026339
1.0,0,0,-10,24.56038142639665,97.5922594861104,188.1385752290606,0.0,0.4974839941784842,1.2301801722393677,6.477272727272727,4.481942649940467,3.238955278895958,2.2411919980781727,8.522727272727273,4,0.0,0.0,0.0,1.0477207,False,0.9948700214364732,3.222339507747,0,0,10,3.2465918579978497,2.2464761216618996,1.0,4.954068543775036,0.9976478167149101
1.0,0,0,-9,26.81269583994691,123.29462590005237,212.1033866246332,0.0,0.4403631546568688,1.366866858043742,-0.5,3.5800372437541297,-0.2213142064153979,1.584626203078028,8.5,3,0.0,0.0,0.0,1.0155306,False,0.9948822576493908,-0.2201815773284344,0,0,9,-0.22168533810544144,1.5872835336234148,1.0,-0.8936337525845306,0.9983258627150748
1.0,0,0,-8,29.034311553767,147.90933407952144,234.2493057140942,0.0,0.3854699062334671,1.5377252152992096,120.20224719101124,11.77403715877803,46.57248571329848,4.561862944988609,11.797752808988765,4,0.0,0.0,0.0,1.1472912,False,0.9948867500654072,46.33434895377114,0,0,8,46.610374631247595,4.565574236068965,1.0,47.69556426497422,0.999187114065294
1.0,0,0,-7,31.22966846624644,171.6714012691112,254.9528235194557,0.0,0.3326312442587121,1.7574002460562392,1.258426966292135,3.4332784012856803,0.4207448414071606,1.147888765219161,6.741573033707865,3,0.0,0.0,0.0,0.9617323,False,0.994883564600598,0.4185921276064692,0,0,7,0.4206495972206221,1.1476289171570568,1.0,0.3265276703329914,1.0002264216753511
1.0,0,0,-6,33.40279728743366,194.7807461642168,274.52463519279223,0.0,0.2816315214553432,2.050300287065612,424.05882352941177,21.459142799482493,120.043810805251,6.074716844290053,22.94117647058824,4,-0.0333097798642825,0.0025201433262509,0.0247568333411223,1.1824132,False,0.9948728789600124,119.42833165715112,0,0,6,119.87118860651552,6.065981442012146,1.0,127.65233877110992,1.0014400641283547
1.0,0,0,-5,35.55740169721696,217.411897451304,293.22758262663217,0.0,0.2322291342092423,2.460360344478735,7.540229885057472,5.902005051502086,1.7601176720931226,1.3777064559421617,17.45977011494253,4,0.0,0.0,0.0,1.0819724,False,0.9948545405280764,1.7510610579455512,0,0,5,1.7551583115962528,1.37382458879077,1.0,0.4680018727393225,1.0028255915515447
1.0,0,0,-4,37.69692590797104,239.721378291846,311.289988685031,0.0,0.1841675680965007,3.075450430598419,39596.50561797753,199.2829340208174,7330.298824163091,36.892231628271205,74.49438202247191,3,0.0,0.0,0.0,1.6128151,False,0.99482876751821,7292.392144782351,0,0,4,7298.319685486321,36.73128569419181,1.0,7253.947244612009,1.0043817125112189
1.0,0,1,-13,4.6385641579491335,29.245066711840195,64.56044094772398,0.0,0.6360094647022448,0.934628223126672,84.64285714285714,9.66590426268642,54.12968605409341,6.181411885530758,5.357142857142858,4,0.0,0.0,0.0,1.0510885,False,0.9945311378399566,53.83365826229715,0,1,13,54.120133012359645,6.180320963154872,1.0,52.67535763697965,1.0001765154888216
1.0,0,1,-12,6.131351202183396,58.80045933626596,99.57163173592994,0.0,0.5763191174695129,1.010367358099352,66.86046511627907,8.929293797557206,38.74408953826866,5.174318751812426,8.13953488372093,4,0.0,0.0,0.0,1.1371686,False,0.994550774289198,38.53296424941511,0,1,12,38.76521414091706,5.177139967355515,1.0,33.25765309126834,0.9994550629187392
1.0,0,1,-11,7.393511694634043,86.3163829472591,130.52123083821067,0.0,0.5184112759013102,1.0992317095023485,155.4367816091954,13.065831264193983,81.02102961372339,6.810531528153746,9.563218390804597,4,0.0,0.0,0.0,1.3767163,False,0.994558828247322,80.58018027601629,0,1,11,81.10922535635066,6.817945157537077,1.0,94.93738380753686,0.9989126299475825
1.0,0,1,-10,8.378737369195136,112.17938994084024,158.27057528112613,0.0,0.4625643583686816,1.2048749505561251,106.625,10.814336119359307,49.59099637811625,5.0297182023622895,6.375000000000001,4,0.0,0.0,0.0,1.202738,False,0.99455401813272,49.32092471106068,0,1,10,49.6638948080159,5.037111854165416,1.0,46.0871307755466,0.9985321644590814
1.0,0,1,-9,9.016036221932753,136.67982088772905,183.4774983675374,0.0,0.408912078847111,1.3324021614001986,14.436781609195403,5.451233495676823,5.935820589097308,2.241326695626225,9.563218390804597,4,0.0,0.0,0.0,1.0492431,False,0.9945338291593464,5.903374379677833,0,1,9,5.945892374291691,2.245129735271703,1.0,2.8132258128810665,0.998306093591951
1.0,0,1,-8,9.19579467727749,160.02960120171133,206.65675918938103,0.0,0.357509390137967,1.4891369223764492,1271.7241379310344,36.153260765406245,457.16986039414655,12.996671749742532,22.27586206896552,3,0.0216569663501218,-0.0974332693994028,0.0172126023281489,1.5779879,False,0.9944953951764864,454.6533209754559,0,1,8,457.97352547815655,13.019518774882384,1.0,482.12934745322764,0.9982451713051078
1.0,0,1,-7,8.744855390683057,182.36661961740325,228.2208490862737,0.0,0.3083952592987852,1.6858968894330664,74.76404494382022,9.607930802270827,23.1858970828638,2.979620684356001,11.235955056179774,3,0.0,0.0,0.0,1.1221762,False,0.9944354080531272,23.05687702667548,0,1,7,23.223045419267493,2.9843946187499246,1.0,24.946338702464665,0.9984003675774207
1.0,0,1,-6,7.380306201131503,203.7422994087273,248.50845262058888,0.0,0.2616683243730484,1.9391660941738875,300.40000000000003,18.170305445974208,79.05292197213545,4.781676892911008,18.6,4,0.1361573114699865,-0.0306089476362387,0.0555070860011683,1.1178749,False,0.9943359800080568,78.60516464166376,0,1,6,79.13855105945956,4.786856342550619,1.0,70.29854894045069,0.998917985151639
1.0,0,1,-5,4.6211010716954775,224.07975765269248,267.80500742252144,0.0,0.2176070922291583,2.2748146113080274,1966.0795454545453,44.782167613426495,430.3338275549036,9.80188296035381,24.920454545454547,4,0.0676408233109384,-0.0670875505517187,0.0153811877476632,1.1099201,False,0.99418829193251,427.83285297758897,0,1,5,430.25402904770357,9.80006535834834,1.0,420.76075401217304,1.0001854683554658
1.0,0,1,-4,-0.3801921974284425,243.0691240392188,286.35815430778905,0.0,0.1769062423069818,2.7340994599594666,13288.573033707866,115.61961923251076,2365.161689134213,20.578514579959933,50.42696629213484,4,0.0,0.0,0.0,1.4868183,False,0.993941146525035,2350.831521015148,0,1,4,2357.5243690795337,20.512064703480423,1.0,2341.9212160143006,1.0032395508419119
1.0,1,-1,-11,28.54319417010976,11.663874361975672,235.6863391547492,0.0,0.6977560635179062,1.0799873353924754,29.882352941176467,6.075078138959504,20.95981007467992,4.261126432449467,4.11764705882353,4,0.0,0.0,0.0,1.0961179,False,0.9947892124307064,20.85059295688802,1,1,11,20.98120578468768,4.265476177276843,1.0,13.908541223674911,0.9989802440228017
1.0,1,-1,-10,30.87583719191261,40.91093317076297,259.446757631074,0.0,0.6319342896137002,1.1796642352526232,215.67045454545456,15.38587265901219,137.00384833752156,9.773817970376934,13.329545454545451,4,0.0661944381191332,-0.0601189195519964,-0.0237214957342004,1.3993616,False,0.9947863300020874,136.28955548384565,1,1,10,136.99751328510305,9.773366029428393,1.0,141.59176166878382,1.000046242097879
1.0,1,-1,-9,33.19914772971566,68.3503761939944,281.370123905775,0.0,0.5692910683804346,1.2985441860161795,505.04651162790697,22.958930577001816,289.0286051172821,13.138963495196396,13.953488372093023,3,0.0354958437242913,-0.091038749234201,0.0018427992557619,1.522703,False,0.9947751298519172,287.5184681864628,1,1,9,288.64802180203753,13.121662542289503,1.0,270.58867446744614,1.0013185031127827
1.0,1,-1,-8,35.52205152399432,94.32477740176374,301.8556174773494,0.0,0.5096527808994352,1.4423102366494231,530.4606741573034,23.65196295441502,271.7761156474768,12.11784196708002,18.539325842696627,4,0.0296376008936221,-0.0726093534408391,0.0306589763473468,1.5186945,False,0.9947553967278469,270.3507577420589,1,1,8,271.0168912297512,12.083989980161931,1.0,273.9656899149812,1.002801391508406
1.0,1,-1,-7,37.85517562400261,119.11240361691578,321.22854929134354,0.0,0.4527882206616802,1.618828601307914,930.2954545454544,30.9241231828503,423.45967156929856,14.07630122515931,16.704545454545457,3,0.0206215295393832,-0.1066627094282921,-0.0704946372732422,1.4086509,False,0.9947271294861716,421.2268235532853,1,1,7,421.5609741246549,14.013186272400768,1.0,408.03269022093036,1.0045039687285717
1.0,1,0,-11,17.891690150626175,32.281648208677524,208.3541108258717,0.0,0.6481830040466056,1.0980983332449932,135.69767441860466,12.264107339158144,88.42335230292782,7.991540669930768,9.302325581395348,4,0.0,0.0,0.0,1.4041394,False,0.9947250806038148,87.9569262467894,1,0,11,88.70821062331862,8.017285643326172,1.0,77.46325154987186,0.9967888167466212
1.0,1,0,-10,19.481733939425222,60.626140049746994,232.9736240946299,0.0,0.5848580308550951,1.203382853558934,209.96629213483143,15.129300057747011,123.4503746862396,8.895321919911058,12.03370786516854,4,0.0421234233068901,-0.0758197034124066,0.0505015895168874,1.342714,False,0.9947355160001076,122.80047216392316,1,0,10,123.84197334705529,8.923538895033369,1.0,142.5973126010537,0.9968379164976783
1.0,1,0,-9,20.91759282076296,87.29693905726369,255.5996704787593,0.0,0.5244736434757468,1.330385200757993,49.793103448275865,7.925335283627264,26.25334752408617,4.178622480563082,8.206896551724137,4,0.0,0.0,0.0,1.1344203,False,0.994736780196225,26.115170385482013,1,0,9,26.333242535367294,4.191338995663408,1.0,29.451857702651306,0.9969660017685319
1.0,1,0,-8,22.16467426087217,112.6066960319026,276.65372410493416,0.0,0.4668926959185987,1.4863227552110732,139.77272727272728,12.555249799213918,65.60468504295953,5.893018078597859,11.227272727272728,3,0.0,0.0,0.0,1.1327404,False,0.9947287363627402,65.25886545225869,1,0,8,65.79273627047873,5.909910001526038,1.0,62.061054305714485,0.9971417630854248
1.0,1,0,-7,23.17012094963806,136.8056220646531,296.47779819884016,0.0,0.4119262332451877,1.6818165847914277,83.53488372093025,10.004217607074114,34.59318828079176,4.142913329953132,10.465116279069768,3,0.0,0.0,0.0,1.1200526,False,0.9947105689256226,34.410209995737546,1,0,7,34.685898079912455,4.154016344207753,1.0,38.21591445316847,0.9973271616347629
1.0,1,0,-6,23.851450493037845,160.094170229597,315.3563470592301,0.0,0.3593634084818076,1.9329640327390845,1761.5862068965516,42.38963894974028,636.4350028540501,15.314748651153804,22.41379310344828,3,0.0355817244043805,-0.1666445683348456,-0.0466810599852216,1.3040582,False,0.994680714929278,633.0496236448836,1,0,6,638.046083233024,15.353516617953469,1.0,617.5672343998066,0.9974749780285299
1.0,1,0,-5,24.075295495050028,182.62904239997212,333.5320744448637,0.0,0.3089984289063505,2.264820433518788,1.4606741573033712,6.351187577014986,0.4537797499849456,1.973089135859049,24.539325842696627,4,0.0,0.0,0.0,0.9984724,False,0.9946367588369088,0.4513460197508492,1,0,5,0.4549045221515988,1.9779797810286799,1.0,-0.04118732301329793,0.9975274544176143
1.0,1,0,-4,23.61491551324005,204.5210313707176,351.2176152806885,0.0,0.2606625809366327,2.716797960733811,463.2873563218391,22.409878821192947,121.42017986558815,5.873269538020879,24.71264367816092,3,0.0266236973610887,-0.0774624431076063,0.045942161611574,0.93014413,False,0.994576668786382,120.76167801416,1,0,4,121.73405533850037,5.888452148158897,1.0,120.95311547879537,0.9974216296989414
1.0,1,0,-1,11.409012398475568,266.0863575280931,403.1712400671944,0.0,0.1284325959657563,5.24395555493264,8472.363636363636,92.4110472448644,1094.7435141609642,11.940752185603625,43.63636363636364,3,-0.0287917074836059,-0.0494091005353993,-0.0907939142268698,0.9295386,False,0.9939567046606552,1088.1276557840572,1,0,1,1097.3799293542127,11.96950849251362,1.0,1088.6808365731752,0.9975975365297597
1.0,1,0,0,-3.781437290166508,283.5733105241788,420.6537466366587,0.0,0.0919292863998173,5.797030326640214,7.181818181818182,8.206528342607276,0.6647346354255992,0.7595797453830612,37.81818181818182,3,0.0,0.0,0.0,1.1201067,False,0.9932074926185708,0.6602194205077792,1,0,0,0.6608504693512678,0.7551413819812848,1.0,0.6608708718336578,1.0058775263913247
1.0,1,1,-12,4.449625498404174,11.6386441860555,149.6518768955346,0.0,0.6884191786077102,0.9953623078796582,8.137931034482758,4.206028740339989,5.633265480381712,2.9115110968689346,5.862068965517241,4,0.0,0.0,0.0,0.9841941,False,0.994504487288108,5.602307798324813,1,1,12,5.631722330933254,2.9107135316274313,1.0,2.999147440973316,1.0002740102153087
1.0,1,1,-11,5.386019115118586,40.81205451896969,178.43184730755334,0.0,0.6259325383144773,1.0799873353924752,21.011627906976745,5.297598872401705,13.224591869080385,3.334276776829396,3.988372093023256,4,0.0,0.0,0.0,1.07844,False,0.994500376278744,13.151861589933262,1,1,11,13.227178549305746,3.3349289487746545,1.0,13.908541223674911,0.9998044420270189
1.0,1,1,-10,6.047135228091065,67.88512799928998,204.4007749321011,0.0,0.5663317385007901,1.179664235252623,280.69767441860466,17.19452539686921,159.849831286321,9.791823140077044,9.30232558139535,4,0.227233424399273,0.0336670117181938,0.0389487929141862,1.4357791,False,0.9944833889869776,158.96800194661714,1,1,10,159.93084303188658,9.796785626921501,1.0,141.59176166878382,0.9994934576468817
1.0,1,1,-9,6.3742307655060415,93.19956939299148,228.1449620010838,0.0,0.509705144879924,1.29854418601618,528.2808988764045,23.537566639366386,270.76990711000445,12.064158946674034,16.719101123595504,4,0.0530707369841252,-0.1518669564047172,-0.0137145554772404,1.4501473,False,0.9944513220581052,269.2674920990943,1,1,9,270.9471402810472,12.072055574363958,1.0,270.58867446744614,0.9993458754690715
1.0,1,1,-8,6.284158051337386,117.0016254561668,250.1256092260156,0.0,0.4560733513530753,1.4423102366494231,620.2558139534883,25.17496374080806,284.4741204939511,11.54624512583854,8.744186046511627,3,-0.0100848088140139,-0.0242603022150831,0.0412412366398831,1.4304088,False,0.9944038047285644,282.88214776599705,1,1,8,284.6488662430739,11.553337712153832,1.0,273.9656899149812,0.9993861006670106
1.0,1,1,-7,5.658335971352841,139.45377094574155,270.7139803824062,0.0,0.4054451360228173,1.6188286013079145,946.4301075268818,31.25607629675933,385.9122175321219,12.744841503991331,19.56989247311828,3,0.05578192193488,-0.1204131309442004,0.0121627391916359,1.3005234,False,0.9943335977705507,383.72548368232617,1,1,7,386.0379547309951,12.748994004477176,1.0,408.03269022093036,0.9996742879881828
1.0,1,1,-6,4.325846795846616,160.63412812601254,290.21576136643847,0.0,0.3578744437085926,1.8390041451243933,82.20224719101124,10.03134841465921,29.58890310653044,3.610808784576096,11.797752808988765,3,0.0,0.0,0.0,1.0881457,False,0.9942269025372096,29.41808348507937,1,1,6,29.578886649136237,3.6095864509120497,1.0,25.933694879176656,1.0003386353757333
1.0,1,1,-5,2.038118533744097,180.52157751161548,308.8881825049472,0.0,0.3135297689226194,2.117608947777144,1943.3529411764705,44.57872783939159,612.9340871029983,14.060143823339244,27.647058823529413,4,-0.0023545941378131,-0.1249059209199003,0.0151231081560712,1.2726337,False,0.9940693647207192,609.2989985821515,1,1,5,611.9301240087508,14.0371138339889,1.0,576.4110340428633,1.001640649895891
1.0,1,1,-4,-1.5661162226305976,198.9611403151644,326.95193528675696,0.0,0.2727918256786285,2.4728633367418595,783.4719101123596,28.74292808078607,215.04472368848243,7.889261819538787,27.528089887640448,4,0.0024100465496132,-0.1462174236517626,-0.0480787319232884,1.1373422,False,0.9938617840123264,213.7247327274729,1,1,4,214.16502979756717,7.856988833215566,1.0,212.67767281837726,1.00410755150711
1.0,2,-2,-8,36.63325296006255,35.36416632353547,368.4525008698305,0.0,0.6482796154615721,1.2364316683709295,283.4888888888889,17.193220024614785,184.8016121048116,11.20796935031507,7.511111111111111,4,0.2185633907967457,-0.0140700079439284,0.0163970765615246,1.2962283,False,0.9944722114885284,183.7800678765172,2,2,8,184.14135956417687,11.167925921285324,1.0,168.56049745197933,1.0035855743771926
