run,h,k,l,omega,x,y,module,lp,d,counts,sigma_counts,I,sigma,background,nframes,dx,dy,domega,background_transmission,shadowed,ah,ak,al,I_scaled,sigma_scaled,robust_weight,merge_mean
1.0,-1,-1,-12,36.05352627182077,41.54572847153688,110.12642259962875,0.0,0.6167034810352967,0.9968927066378572,3.3488372093023253,3.3452823509491183,2.0652395643972725,2.0630472708762624,4.651162790697675,4,0.0,0.0,0.0,0.91174376,False,1,1,12,2.0652395643972725,2.0630472708762624,1.0,2.9599996809992857
1.0,-1,0,-13,20.07399476591129,50.79367022306161,43.39570689613805,0.0,0.5859391525604968,0.9354467849348156,21.545454545454547,5.437990027316166,12.62432537789434,3.186331268238068,4.454545454545455,4,0.0,0.0,0.0,0.8938661,False,1,0,13,12.62432537789434,3.186331268238068,1.0,16.214964701872773
1.0,-1,0,-12,23.121834486464536,79.1516597779816,79.44946404811373,0.0,0.5288807220844206,1.0110934844550477,122.77272727272728,11.781805906278676,64.93212865227365,6.231170015171158,10.227272727272728,4,0.0,0.0,0.0,1.383813,False,1,0,12,64.93212865227365,6.231170015171158,1.0,69.7246314496039
1.0,-1,0,-11,26.22910861939951,105.75119121571691,111.25012824596404,0.0,0.4731306395350265,1.099804505885324,156.14285714285714,13.397380188617747,73.87596985882628,6.338711056734609,14.85714285714286,5,0.0,0.0,0.0,1.4265589,False,1,0,11,73.87596985882628,6.338711056734609,1.0,75.4673867686518
1.0,-1,0,-10,29.44492529522733,130.94218924242372,139.69779677272874,0.0,0.4189943782492172,1.2051974774670051,309.632183908046,18.22792817546988,129.734144382499,7.637399432652391,14.367816091954024,4,-0.5266921232037589,-0.8044594998671641,0.0073202358703134,1.3794609,False,1,0,10,129.734144382499,7.637399432652391,1.0,141.79611990148334
1.0,-1,0,-9,32.838081417498785,154.9951996307765,165.47823545050625,0.0,0.3666173216131931,1.332315705082529,77.72727272727273,9.594678277027814,28.496164543570924,3.517575251664224,9.272727272727272,5,0.0,0.0,0.0,1.1242483,False,1,0,9,28.496164543570924,3.517575251664224,1.0,28.98539745637128
1.0,-1,0,-8,36.5123532682191,178.11754786576654,189.12676403283,0.0,0.316047413146458,1.4883724029554413,198.953488372093,14.823524709143774,62.87873533646391,4.684936638037491,13.046511627906977,4,-0.2511055479623678,-0.5927436311053498,0.0560818984650879,1.1482912,False,1,0,8,62.87873533646391,4.684936638037491,1.0,62.07816902626235
1.0,-1,1,-12,6.287329041400426,107.40178416439338,43.43923478882772,0.0,0.462229051092666,0.9970168823619988,3.222222222222221,3.550399038605849,1.489404720187479,1.6410975786150952,5.777777777777779,5,0.0,0.0,0.0,0.86012733,False,1,1,12,1.489404720187479,1.6410975786150952,1.0,2.9599996809992857
1.0,-1,1,-11,7.903297611436471,132.75957178881742,77.36122355165219,0.0,0.4102297261054563,1.0817524676072907,18.655172413793103,5.911455253189669,7.652906269760409,2.425054669400659,10.344827586206897,4,0.0,0.0,0.0,1.0310661,False,1,1,11,7.652906269760409,2.425054669400659,1.0,12.507884600429756
1.0,-1,1,-10,9.234164002333785,157.01544389780764,107.53732346216452,0.0,0.3591368390442073,1.1815529806753018,427.6976744186047,21.03928952278523,153.6019908572562,7.555983934948995,9.30232558139535,5,-0.2847843911790164,-0.8901790867100203,0.0294009134798294,1.4779826,False,1,1,10,153.6019908572562,7.555983934948995,1.0,140.70258094278478
1.0,-1,1,-9,10.1905987727973,180.40592856631,134.73500206827893,0.0,0.309162306785939,1.3005708992837182,852.0689655172414,29.726818024625565,263.4276069200191,9.190411633899071,19.93103448275862,5,-0.1979058558681288,-0.8745972299674349,0.0697443523569809,1.70624,False,1,1,9,263.4276069200191,9.190411633899071,1.0,269.52612299567716
1.0,-1,1,-8,10.615643254947344,203.1245118601488,159.54857111499246,0.0,0.2603871732467218,1.4444899169859,1046.25,32.65561520696639,272.43008000938266,8.50310333437464,12.75,4,0.0587048711593922,-0.8263004374635443,0.0155340234314849,1.5118771,False,1,1,8,272.43008000938266,8.50310333437464,1.0,274.0795726573926
1.0,-1,1,-7,10.217985038756524,225.328278499338,182.4492744778562,0.0,0.2128122675198673,1.6211752100311194,1944.965517241379,44.53188946752829,413.9125219720894,9.47693237452879,24.03448275862069,5,0.260977790814394,-0.7347427910400768,-0.0061888045166185,1.5539745,False,1,1,7,413.9125219720894,9.47693237452879,1.0,408.94198165054087
1.0,-1,1,-6,8.40533697106838,247.13451738594387,203.8199758458583,0.0,0.1664112060640944,1.8415268776930416,150.36363636363637,13.09343409991915,25.022194075455666,2.178894160088287,13.636363636363637,4,0.3649991485756061,-0.8188155287049028,-0.005607711737495,1.0882815,False,1,1,6,25.022194075455666,2.178894160088287,1.0,26.127957541989016
1.0,-1,1,-5,3.7955422060606736,268.59027741208905,223.98076719026864,0.0,0.1212251468673461,2.120304907555948,4506.793103448276,67.55596614094587,546.33665586626,8.189481917201627,36.206896551724135,5,0.0,0.0,0.0,1.4430988,False,1,1,5,546.33665586626,8.189481917201627,1.0,580.412492883973
1.0,0,-1,-12,31.32885758761208,14.698233141102492,162.71798755775532,0.0,0.6840709688541479,1.0122953798142924,52.604651162790695,7.956105920422512,35.98531468716471,5.44254108528965,6.395348837209301,5,0.0,0.0,0.0,1.1079279,False,0,1,12,35.98531468716471,5.44254108528965,1.0,29.126993151528207
1.0,0,-1,-11,34.39149922070612,44.07513451991275,190.51996647473663,0.0,0.6200757972186403,1.1013250026887278,149.2906976744186,12.721045660800232,92.57154837779213,7.888012529575429,7.709302325581395,4,0.0,0.0,0.0,1.3637613,False,0,1,11,92.57154837779213,7.888012529575429,1.0,91.2538073033775
1.0,0,-1,-10,37.55264239886742,71.49018860247786,215.68498001571,0.0,0.5588973223921574,1.2071638292617983,88.34883720930233,9.98250822812623,49.37792855273968,5.5791971194574295,6.651162790697674,4,0.0,0.0,0.0,1.3107312,False,0,1,10,49.37792855273968,5.5791971194574295,1.0,44.26743169319024
1.0,0,0,-13,17.61874851653633,12.316060587579756,101.33643384977154,0.0,0.680425904798075,0.9481400792503258,-4.470588235294118,2.4593582306313966,-3.041904044979629,1.6734110492999608,6.470588235294118,4,0.0,0.0,0.0,0.85227257,False,0,0,13,-3.041904044979629,1.6734110492999608,1.0,-0.5817747119146081
1.0,0,0,-12,19.991891799555503,42.9263750366799,133.84861850510757,0.0,0.6167047317872816,1.0271517525211864,349.3894736842105,19.44702584984224,215.4701416577205,11.993072860787288,18.610526315789475,4,-1.3869304169260417,-1.3312628724158913,-0.0127974480250543,1.6226218,False,0,0,12,215.4701416577205,11.993072860787288,1.0,219.15677125416255
1.0,0,0,-11,22.317614848385688,71.421922878819,162.76528616648417,0.0,0.5551590653352206,1.120529184568567,-1.302325581395349,3.694821189662676,-0.7229978525295897,2.0512134782339,9.30232558139535,5,0.0,0.0,0.0,0.9797931,False,0,0,11,-0.7229978525295897,2.0512134782339,1.0,-0.5244490447926125
1.0,0,0,-10,24.602278654665668,98.23561093237272,188.84463102312267,0.0,0.4959340479207306,1.2325821030254234,6.727272727272728,4.6507236395964044,3.336283595103098,2.306452200345678,9.272727272727272,4,0.0,0.0,0.0,1.053389,False,0,0,10,3.336283595103098,2.306452200345678,1.0,5.393812796267201
1.0,0,0,-9,26.851444471342404,123.70946997480551,212.6702257962962,0.0,0.4390250935387335,1.3695356700282484,-2.9411764705882346,4.1967197604086985,-1.291250275113922,1.84246528536928,12.941176470588236,4,0.0,0.0,0.0,1.0014685,False,0,0,9,-1.291250275113922,1.84246528536928,1.0,-0.31215369023888084
1.0,0,0,-8,29.070038453954425,148.12067213810914,234.7020720463948,0.0,0.3843266408696818,1.5407276287817793,122.35164835164836,11.788458657399111,47.02299801585755,4.53061871682932,10.64835164835165,4,0.0,0.0,0.0,1.1419921,False,0,0,8,47.02299801585755,4.53061871682932,1.0,48.32818910126136
1.0,0,0,-7,31.262479412305623,171.69950500398696,255.31134256282616,0.0,0.3316668308246161,1.7608315757506052,8.0,4.886957431897322,2.653334646596929,1.6208416838121895,9.999999999999998,5,0.0,0.0,0.0,0.9617323,False,0,0,7,2.653334646596929,1.6208416838121895,1.0,-0.014284934807170614
1.0,0,0,-6,33.432779868426906,194.64218359275728,274.80472737683874,0.0,0.280831665007181,2.054303505042373,424.05882352941177,21.459142799482493,119.08914547275104,6.026406802005528,22.94117647058824,4,0.105252791595177,-0.2775720407202584,-0.0052257476521262,1.1824132,False,0,0,6,119.08914547275104,6.026406802005528,1.0,128.99890380300988
1.0,0,0,-5,35.58462755503868,217.12028047414773,293.442000379644,0.0,0.2315814599928053,2.465164206050848,8.558139534883722,6.011706625367393,1.9819064483105204,1.392199797351002,17.441860465116278,4,0.0,0.0,0.0,1.0819724,False,0,0,5,1.9819064483105204,1.392199797351002,1.0,1.2626525638939683
1.0,0,0,-4,37.72145246378767,239.28791391606208,311.4490955870465,0.0,0.1836617485196952,3.081455257563559,40846.41379310345,202.50712763252025,7501.923778000376,37.19281314868975,102.58620689655172,5,0.0,0.0,0.0,1.6344405,False,0,0,4,7501.923778000376,37.19281314868975,1.0,7329.546592199874
1.0,0,1,-13,4.682221641617957,30.69295469762693,66.26696524160292,0.0,0.6338901775016585,0.9364888752282234,64.93103448275862,9.34062763488382,41.15914497364217,5.9209321094534015,14.06896551724138,5,0.0,0.0,0.0,1.0129278,False,0,1,13,41.15914497364217,5.9209321094534015,1.0,48.28450358825074
1.0,0,1,-12,6.169916692496656,59.91476336390855,100.97173221657532,0.0,0.5744335326536207,1.012381718013916,47.65517241379311,8.070242555394069,27.37472903887255,4.635817940466598,11.344827586206897,5,0.0,0.0,0.0,1.1490206,False,0,1,12,27.37472903887255,4.635817940466598,1.0,29.126993151528207
1.0,0,1,-11,7.427040254202296,87.14492362164653,131.67886274171687,0.0,0.5167514256896444,1.101426919043614,141.23333333333335,12.5840375078907,72.98252635490078,6.502819323134479,10.766666666666666,4,0.0,0.0,0.0,1.3232095,False,0,1,11,72.98252635490078,6.502819323134479,1.0,91.2538073033775
1.0,0,1,-10,8.407179831415391,112.75951225027096,159.23364917264394,0.0,0.4611180262567955,1.2072858430475188,102.4888888888889,10.69297681127289,47.25947415769647,4.930724362023838,7.511111111111112,4,0.0,0.0,0.0,1.1785829,False,0,1,10,47.25947415769647,4.930724362023838,1.0,44.26743169319024
1.0,0,1,-9,9.039225299424883,137.0412060613887,184.2825989393351,0.0,0.4076651633403678,1.335074366032376,14.230769230769232,5.549668149362386,5.801388862920619,2.2624063725946537,10.769230769230768,4,0.0,0.0,0.0,1.049809,False,0,1,9,5.801388862920619,2.2624063725946537,1.0,3.3015467553756337
1.0,0,1,-8,9.213419309357391,160.1962120727627,207.3322733252976,0.0,0.3564474574121906,1.492131628529498,1333.6896551724135,37.15079980670996,475.39028656314815,13.242308131931066,29.310344827586203,5,-0.1449539047012535,-0.7729474053159038,-0.000412029751752,1.5779879,False,0,1,8,475.39028656314815,13.242308131931066,1.0,479.40382130836997
1.0,0,1,-7,8.756422016935744,182.358100656956,228.7890845102301,0.0,0.3075045214658354,1.6892983730398212,83.39325842696628,10.317568300202316,25.643804026061016,3.1726989028447865,14.606741573033707,5,0.0,0.0,0.0,1.104864,False,0,1,7,25.643804026061016,3.1726989028447865,1.0,25.037785692074873
1.0,0,1,-6,7.385093364558742,203.5750488568934,248.98708581296768,0.0,0.2609362050982393,1.943093925676899,300.40000000000003,18.170305445974208,78.38523601151108,4.74129054854838,18.6,4,0.3034078633038461,-0.5092421400150329,0.0507199225739301,1.1178749,False,0,1,6,78.38523601151108,4.74129054854838,1.0,70.03657947945915
1.0,0,1,-5,4.618153002675172,223.76786459549743,268.20805031069693,0.0,0.2170224452360794,2.2794437297347576,1966.0795454545453,44.782167613426495,426.68339048318506,9.718735518437784,24.920454545454547,4,0.3795338805059884,-0.4701304387272103,0.0183292567679691,1.1099201,False,0,1,5,426.68339048318506,9.718735518437784,1.0,425.03247203743155
1.0,0,1,-4,-0.3918164086270508,242.6254630744399,286.69651273446345,0.0,0.1764590729149558,2.739692111171832,13267.724137931034,115.5151277898938,2341.2103010706924,20.38369235745732,48.27586206896552,4,0.0,0.0,0.0,1.4579573,False,0,1,4,2341.2103010706924,20.38369235745732,1.0,2321.981150682709
1.0,1,-1,-11,28.592498181576445,12.905114326212695,236.18426393693343,0.0,0.6956423733868325,1.0823121594735612,20.90909090909092,5.950684035963241,14.545249625361048,4.139547966052604,9.090909090909092,4,0.0,0.0,0.0,1.0961179,False,1,1,11,14.545249625361048,4.139547966052604,1.0,12.507884600429756
1.0,1,-1,-10,30.920972654058147,41.849179466052135,259.79853501099194,0.0,0.6300861019073369,1.1822160527498975,215.67045454545456,15.38587265901219,135.89095600112896,9.694424528159663,13.329545454545451,4,-0.8720518571700282,-0.4118962994699586,-0.0688569578797384,1.3922653,False,1,1,10,135.89095600112896,9.694424528159663,1.0,140.70258094278478
1.0,1,-1,-9,33.24009970349357,69.0243280067909,281.60369306690035,0.0,0.5676867716728186,1.30136683650933,512.4883720930233,23.377484047925964,290.93286947334656,13.271088448999905,21.511627906976745,5,-0.6384559690721971,-0.324607910359532,-0.0391091745221459,1.472515,False,1,1,9,290.93286947334656,13.271088448999905,1.0,269.52612299567716
1.0,1,-1,-8,35.55873545610021,94.7653412107868,301.9925711830776,0.0,0.5082711422738034,1.4454593241470852,530.4606741573034,23.65196295441502,269.61785278526446,12.021610227858204,18.539325842696627,4,-0.4109262081294531,-0.2095630591689996,-0.0060249557585407,1.5022097,False,1,1,8,269.61785278526446,12.021610227858204,1.0,274.0795726573926
1.0,1,-1,-7,37.8874193868441,119.34455813339072,321.2857796742688,0.0,0.4516093175197365,1.62237444770846,944.8409090909092,31.26950217910297,426.6989581192729,14.121598538286603,21.15909090909091,5,-0.2115329869355662,-0.1638930923535326,-0.1027384001147311,1.4086509,False,1,1,7,426.6989581192729,14.121598538286603,1.0,408.94198165054087
1.0,1,0,-11,17.93198209733515,33.385580482516986,209.1038204028758,0.0,0.6462313713449133,1.1004943610661777,130.88636363636363,12.012217007614227,84.58287426307625,7.762671469723234,8.113636363636363,4,0.0,0.0,0.0,1.4124922,False,1,0,11,84.58287426307625,7.762671469723234,1.0,75.4673867686518
1.0,1,0,-10,19.51687753030299,61.44265061537939,233.562002599404,0.0,0.5831585231032069,1.2060228136258184,209.96629213483143,15.129300057747011,122.44363282280482,8.822780277261012,12.03370786516854,4,-0.7743871423255086,-0.664198208186491,0.0153579986391214,1.3187886,False,1,0,10,122.44363282280482,8.822780277261012,1.0,141.79611990148334
1.0,1,0,-9,20.94745393153229,87.86192917147855,256.0573467427878,0.0,0.5230067814715706,1.3333193145447002,49.81818181818182,7.903341693066002,26.0552469314928,4.133501301760524,8.181818181818182,4,0.0,0.0,0.0,1.1437836,False,1,0,9,26.0552469314928,4.133501301760524,1.0,28.98539745637128
1.0,1,0,-8,22.18901720451342,112.9488442860194,277.0044742455211,0.0,0.4656392841217571,1.4896162852090693,139.77380952380952,12.848304943038093,65.08417660563751,5.98267551585429,16.226190476190474,5,0.0,0.0,0.0,1.1327404,False,1,0,8,65.08417660563751,5.98267551585429,1.0,62.07816902626235
1.0,1,0,-7,23.1885850126356,136.94809033948502,296.74031703563503,0.0,0.4108683208199268,1.6855547751840687,93.4,11.120751373495906,38.37510116458117,4.569164443084159,19.6,5,0.0,0.0,0.0,1.1104996,False,1,0,7,38.37510116458117,4.569164443084159,1.0,37.14755574621216
1.0,1,0,-6,23.86351552084136,160.0558255909275,315.5454843013378,0.0,0.3584848572885396,1.9372569411979104,1796.6896551724135,42.92837087245427,644.0860346262782,15.389170905841272,29.310344827586206,5,0.0739263630738946,-0.3557818104425791,-0.0587460877887373,1.2823402,False,1,0,6,644.0860346262782,15.389170905841272,1.0,617.7256291703457
1.0,1,0,-5,24.08023586077138,182.42535162675537,333.6597067387344,0.0,0.3082852277128217,2.2698016810463897,2.954545454545455,6.294264738239195,0.910842718242428,1.9404288381128547,23.045454545454543,4,0.0,0.0,0.0,0.9984724,False,1,0,5,0.910842718242428,1.9404288381128547,1.0,0.43320346708107343
1.0,1,0,-4,23.611753205032443,204.1647377501309,351.2932579369235,0.0,0.2601029983926397,2.722592501240693,479.9425287356322,23.1332654848168,124.8344907802836,6.01703171521381,35.05747126436782,5,0.382917317947772,-0.1531050993426106,0.0491044698191807,0.9193825,False,1,0,4,124.8344907802836,6.01703171521381,1.0,122.13702937774293
1.0,1,0,-1,11.377460797207393,265.33075749973034,403.1291408500198,0.0,0.1282845976603299,5.2474823792298695,8545.818181818182,93.01177389258108,1096.2968471328782,11.93197799148335,68.18181818181819,5,0.7268083208791722,-0.00730988336079,-0.0592423129586929,0.9148988,False,1,0,1,1096.2968471328782,11.93197799148335,1.0,1075.4726901636948
1.0,1,0,0,-3.804501924992877,282.70670058286754,420.57812896512735,0.0,0.0918993774356733,5.794697667557788,10.17241379310344,10.778441070692349,0.9348384946042624,0.990532024123719,66.82758620689657,5,0.0,0.0,0.0,1.1181698,False,1,0,0,0.9348384946042624,0.990532024123719,1.0,0.7027734559623469
1.0,1,1,-12,4.489016617801099,13.019594702486811,150.9119386799901,0.0,0.6863340543698132,0.9975357084078732,7.627906976744186,3.860456010076119,5.235292321704621,2.6495624251118555,4.372093023255814,4,0.0,0.0,0.0,0.972095,False,1,1,12,5.235292321704621,2.6495624251118555,1.0,2.9599996809992857
1.0,1,1,-11,5.419549074308236,41.86974614160445,179.46169107842434,0.0,0.6241008153836806,1.0823555052407443,18.76744186046512,5.246802317528382,11.712775767782098,3.274533604526448,5.232558139534884,4,0.0,0.0,0.0,1.0755936,False,1,1,11,11.712775767782098,3.274533604526448,1.0,12.507884600429756
1.0,1,1,-10,6.074763667348549,68.6640059640453,205.24589914860923,0.0,0.5647387922489153,1.182261084287841,280.69767441860466,17.19452539686921,158.52086563824204,9.71041550592122,9.30232558139535,4,-0.551644540356051,-0.8114572047899458,0.0113203536567025,1.4487923,False,1,1,10,158.52086563824204,9.71041550592122,1.0,140.70258094278478
1.0,1,1,-9,6.395853122337371,93.734773317692,228.84006788689328,0.0,0.5083343568918868,1.3014116167025978,528.2808988764045,23.537566639366386,268.54333098860496,11.96495380042224,16.719101123595504,4,-0.4821331877163857,-0.8469728422141998,-0.03533691230857,1.4111282,False,1,1,9,268.54333098860496,11.96495380042224,1.0,269.52612299567716
1.0,1,1,-8,6.299621115419058,117.32141497270142,250.69755044017552,0.0,0.454907752171652,1.445499741247652,641.2441860465116,25.769443608755186,291.7069512675592,11.722719666772964,14.755813953488373,5,-0.3298743253486265,-0.5962015163750323,0.0257781725582111,1.4468659,False,1,1,8,291.7069512675592,11.722719666772964,1.0,274.0795726573926
1.0,1,1,-7,5.667472305602558,139.58127003813334,271.1837608311628,0.0,0.404468391722087,1.6224019799407574,1000.720430107527,32.275283934586184,404.7597829290266,13.054332185395788,26.27956989247312,5,-0.0717171704569068,-0.5901935797007809,0.0030264049419184,1.3274544,False,1,1,7,404.7597829290266,13.054332185395788,1.0,408.94198165054087
1.0,1,1,-6,4.328553204684624,160.5886589041682,290.59989997460445,0.0,0.3570713391493481,1.8430306186702408,92.5505617977528,11.1780135250123,33.047153040148096,3.991348258405667,20.4494382022472,5,0.0,0.0,0.0,1.0828538,False,1,1,6,33.047153040148096,3.991348258405667,1.0,26.127957541989016
1.0,1,1,-5,2.0345321802312526,180.3197973830658,309.1996326833311,0.0,0.3128862341981228,2.122150819588754,1943.3529411764705,44.57872783939159,608.0483834825519,13.948070279010256,27.647058823529413,4,0.1994255344118585,-0.4363560993038504,0.0187094616689154,1.2411305,False,1,1,5,608.0483834825519,13.948070279010256,1.0,580.412492883973
1.0,1,1,-4,-1.575235265738371,198.6182102371669,327.2006624507145,0.0,0.2722943953729125,2.477929013688368,783.4719101123596,28.74292808078607,213.33501005570585,7.826538223004751,27.528089887640448,4,0.3453401245470502,-0.3949445876093023,-0.038959688815515,1.1373422,False,1,1,4,213.33501005570585,7.826538223004751,1.0,212.85727806306843
1.0,2,-2,-8,36.66854029435044,36.13265950660275,368.2269345230354,0.0,0.6465716306349238,1.2390737454858318,283.4888888888889,17.193220024614785,183.29587315577163,11.116648307180206,7.511111111111111,4,-0.5499297922705324,0.2114963388511341,-0.0188902577263618,1.3189497,False,2,2,8,183.29587315577163,11.116648307180206,1.0,167.29210058687204
1.0,2,-1,-9,25.91914444550244,33.75507821812894,323.346851746256,0.0,0.6514760652507645,1.2132576829019062,120.5057471264368,11.77310037568995,78.50660997803466,7.669893108556786,11.494252873563218,4,0.0,0.0,0.0,1.2543076,False,2,1,9,78.50660997803466,7.669893108556786,1.0,68.61714949876136
1.0,2,-1,-8,27.33651421162361,60.54636834588933,343.0527594195574,0.0,0.5889524015083049,1.327398578209,13.275862068965518,5.645597445027061,7.818850847610254,3.3249881731978377,11.724137931034482,5,0.0,0.0,0.0,1.0462319,False,2,1,8,7.818850847610254,3.3249881731978377,1.0,9.025981128693735
1.0,2,-1,-7,28.596086468373272,85.97632087028894,361.8291939660027,0.0,0.5295148391853008,1.4603661098261,376.23333333333335,19.833254901805702,199.2211329961497,10.502002779850727,10.766666666666666,4,-0.3102105068972776,0.0250725212113138,0.0198354697155558,1.1137053,False,2,1,7,199.2211329961497,10.502002779850727,1.0,183.9322443124994
1.0,2,-1,-6,29.657176732233182,110.3034123209324,379.9312185938837,0.0,0.4728704964316015,1.614973283228022,620.7126436781609,25.44286042328368,293.5166959574637,12.0311780389981,17.28735632183908,4,-0.2130862437939527,0.0289476060981996,-0.009139818976326,0.9559351,False,2,1,6,293.5166959574637,12.0311780389981,1.0,267.5304958784677
1.0,2,-1,-3,30.851604990004432,178.7570951452314,432.302334539356,0.0,0.31647341363867,2.2034840302794376,765.8390804597701,28.463738976413016,242.36770809100355,9.008016638785492,28.160919540229884,5,0.2220700263987964,0.1057745385055568,-0.1083386343053547,0.96555203,False,2,1,3,242.36770809100355,9.008016638785492,1.0,241.44988860356224
1.0,2,-1,-2,30.03424504448961,200.68015680175552,449.73722447439775,0.0,0.2676974477630398,2.403296312830943,3243.593023255814,57.25596626847668,868.3015739075835,15.327276039277905,22.406976744186046,4,0.4238337780079746,0.1946826139906079,-0.0520226272705031,0.86642504,False,2,1,2,868.3015739075835,15.327276039277905,1.0,827.2405436197919
1.0,2,-1,-1,27.980959652104588,222.47429774318223,467.45879447699485,0.0,0.2199354981711415,2.552582493582333,374.123595505618,20.353047923537297,82.28305935510676,4.476357734364293,25.876404494382022,4,0.5489104129732425,0.2643470773880381,-0.0368923330821004,0.89616567,False,2,1,1,82.28305935510676,4.476357734364293,1.0,79.0760465221043
1.0,2,-1,0,23.71428813682252,244.4061944009552,485.65419545172136,0.0,0.172622943018585,2.6083704364165894,26844.64875701684,164.25224386688814,4634.0022727364485,28.353705733708573,86.35124298315958,5,0.664793974721988,0.2124368006089412,-0.0277250044675554,1.6518255,False,2,1,0,4634.0022727364485,28.353705733708573,1.0,4621.405549513107
1.0,2,-1,1,14.849479243095857,266.9585172105774,504.53502518031087,0.0,0.1247633085075864,2.5511323935740986,576.1818181818181,25.021560950442204,71.88634993828026,3.121772728201399,31.818181818181817,5,0.8131130846729775,0.3631455513964283,-0.0494952893089521,1.0251638,False,2,1,1,71.88634993828026,3.121772728201399,1.0,79.0760465221043
1.0,2,0,-10,14.326112605529405,19.60102324807363,276.0558909141008,0.0,0.6827414822023619,1.134900840523195,54.2906976744186,8.159154096177517,37.06651140003288,5.57059296114171,7.709302325581394,5,0.0,0.0,0.0,1.2971286,False,2,0,10,37.06651140003288,5.57059296114171,1.0,48.23306407575306
