h,k,l,I,sigma,multiplicity,d,absent_212121
0,4,10,63.83286097963206,6.570427444216255,3,0.951222289813486,False
0,4,11,7.701074367704273,2.539701518037275,3,0.8967965873504196,False
0,4,12,174.76995353261012,10.764199571466088,2,0.8466994123716772,False
0,4,13,43.274352553580826,7.853630855561814,1,0.8006896559671507,False
0,4,14,5.090014490799095,4.0351700919161155,1,0.7586311235799691,False
0,5,0,-0.244524703336562,1.8500276095401753,2,1.1964788392192118,True
0,5,1,37.14070602591305,2.9362450862551452,4,1.190881298556171,False
0,5,2,81.00052425189565,4.236616375706885,4,1.1745485866146825,False
0,5,3,229.62147831596832,11.17519295024775,2,1.1487597496422584,False
0,5,4,50.67428407539679,4.95973813845308,2,1.1153517426004302,False
0,5,5,72.89718506023772,5.954978566149273,2,1.0763945940545088,False
0,5,6,-2.642061240231252,1.9760848046259871,2,1.0339014524929642,False
0,5,7,11.340650942580844,1.891420672732708,4,0.9896317321630056,False
0,5,8,11.52425139639502,2.2786798415084406,3,0.9450363015286468,False
0,5,9,20.281060615772,7.520002947649198,2,0.9010498863879628,False
0,5,10,37.39653378378866,5.391156710220312,2,0.8585182121352655,False
0,5,11,17.368240018132955,4.852703657593986,1,0.8177622629191142,False
0,5,12,4.138729996212088,3.8190962872888665,1,0.7792585765475576,False
0,6,0,78.85663263562091,9.468183376068275,1,0.9970656993493436,False
0,6,1,73.50500609776408,6.375059980482673,2,0.9938194302590472,False
0,6,2,9.475207437605363,3.028122625300093,2,0.9842676257749146,False
0,6,3,12.361084339762373,3.318092431060843,2,0.9689422377496103,False
0,6,4,7.02419663810946,2.797312586382823,2,0.9486414950854238,False
0,6,5,57.24841727006033,5.886225618845039,2,0.9243232024038008,False
0,6,6,67.30822847165409,6.431721700274528,2,0.8969954950454242,False
0,6,7,50.03346402747533,3.895557968609436,4,0.867625409347053,False
0,6,8,22.879594304820863,4.703669943613893,3,0.837108363109739,False
0,6,9,2.0964685382340473,1.8008382948484705,3,0.8061045167327113,False
0,6,10,42.76928123191125,7.697253784647173,1,0.7750945009204595,False
0,7,0,6.8378638875112285,3.954345844843638,1,0.854627742299437,True
0,7,1,2.149149396885579,2.816546104325538,2,0.852580794863917,False
0,7,2,44.80640863452265,6.560383868595758,2,0.8465270890389706,False
0,7,3,8.71437631331203,5.096792773029989,2,0.8367179529338405,False
0,7,4,11.554745021715975,3.603423046522219,2,0.8235408800251802,False
0,7,5,36.716593500969516,5.126919970620923,2,0.8074794348906387,False
0,7,7,3.8034749266635806,2.234127558801386,2,0.7688532814675064,False
1,0,0,0.7027734559623469,0.9393614906803112,2,5.794697667557788,True
1,0,1,1074.3475367332894,19.794154147467214,5,5.24476544336384,False
1,0,2,161.26582405022717,8.192629054863147,1,4.225191271569648,False
1,0,3,989.1664285959567,15.852090477808956,7,3.3527673677139767,False
1,0,4,121.98505778454634,4.734726375038598,8,2.7211697108657615,False
1,0,5,0.43284343293848226,0.9386945200229161,5,2.268702132185143,False
1,0,6,617.0364117230679,19.97032195895931,7,1.9363778049020062,False
1,0,7,37.10237784846453,2.947211450770511,8,1.684963542359531,False
1,0,8,62.01439921066493,2.0510584753280243,9,1.4890634486519017,False
1,0,9,28.95754826269872,1.510648632001537,9,1.3328732658948466,False
1,0,10,141.65744442582977,3.6224740013202457,9,1.2056559975552348,False
1,0,11,75.39500320486425,2.953725463753065,7,1.10010015810569,False
1,0,12,69.6548673961925,3.4835107374754952,5,1.0113273692906715,False
1,0,13,16.201170442618253,1.9020609345416317,5,0.9356474261276272,False
1,0,14,33.23805116607957,3.0846744744205483,4,0.870426655350587,False
1,0,15,56.826560242433665,4.09993930766806,4,0.8135820767573183,False
1,0,16,0.3898114493702328,1.9516776700183527,2,0.7636451665820883,False
1,1,0,99.30460529294909,3.792163214301393,2,4.1622453957728585,False
1,1,1,190.49723372899604,3.706824631834221,6,3.9443160705711713,False
1,1,2,155.18767490710135,3.291422089639714,6,3.448993255933844,False
1,1,3,1474.3662350213062,34.43425840140261,12,2.924342449705268,False
1,1,4,212.60236836780388,3.1600698181123135,13,2.4768800793875383,False
1,1,5,579.7993018856205,7.113799780901001,14,2.121218180743673,False
1,1,6,26.100386330189885,1.4346159237537746,15,1.842290594658749,False
1,1,7,408.53473432327024,6.084433618007692,17,1.6217979018104736,False
1,1,8,273.7854298147136,3.8536994786419614,16,1.4449718107491367,False
1,1,9,269.2362763573418,3.9360262394116017,16,1.300972345278997,False
1,1,10,140.54698036648534,2.557388343978261,17,1.1818821805577417,False
1,1,11,12.496440852090718,1.286674127716801,13,1.0820292683948032,False
1,1,12,2.9576355404554646,0.8233903423539015,12,0.9972350473645681,False
1,1,13,111.68067468228749,4.83536604078767,10,0.9244509884422951,False
1,1,14,17.520249592687218,1.7705388173094152,8,0.8613570771246883,False
1,1,15,43.08667818067582,4.10353695865219,6,0.8060995936890634,False
1,1,16,17.534677274650456,5.555445274955005,1,0.757677433477308,False
1,2,0,1.5230840470189702,1.2638067824992767,4,2.6579678319288025,False
1,2,1,88.96867776608238,2.4788589910418066,6,2.5982027228563385,False
1,2,2,394.25163319277243,6.657724558955805,8,2.440654279754834,False
1,2,3,692.0821456124945,15.97290667664874,9,2.231798825304656,False
1,2,4,220.41592466523642,3.7397093086565594,11,2.0126920193009266,False
1,2,5,546.3622281826059,17.028214557392555,11,1.8074782357785841,False
1,2,6,20.97587889374065,1.513442791151347,12,1.6254868330609435,False
1,2,7,123.42235369367572,5.956852924795957,12,1.4680005591862824,False
1,2,8,3.5203162650546154,0.9667074796436596,12,1.3330299064456668,False
1,2,9,301.4991525971795,4.880940566256707,13,1.2174626476675248,False
1,2,10,7.490162519261528,0.9783241491281838,10,1.1182193369134792,False
1,2,11,7.500160167137525,1.0179738735553596,8,1.0325269455127377,False
1,2,12,27.081777955025892,2.434517870678636,7,0.9581196947003476,False
1,2,13,68.31950598615875,3.9981459232399263,6,0.8930453511095763,False
1,2,14,44.594883538306696,4.262723324983161,5,0.8358374738781921,False
1,2,15,7.42803837216348,4.346259271740699,1,0.7849606164081671,False
1,3,0,303.12489588586,21.193255751998993,4,1.8856028874584663,False
1,3,1,435.80817163678563,30.307582738116857,6,1.8638961183038967,False
1,3,2,63.56100924024423,5.7248714182298945,8,1.8030955254624204,False
1,3,3,550.2733767822708,9.42709629727313,8,1.7137415534064688,False
1,3,4,113.11310416591355,3.5171109210230354,6,1.6083143266686057,False
1,3,5,29.675751896321767,1.6302615767638173,11,1.4977747393109333,False
1,3,6,68.1154014528487,2.9591977570891905,12,1.3891406765469492,False
1,3,7,196.1281983306017,3.719539496010439,12,1.286946799546655,False
1,3,8,46.1924227599883,1.6444393105831558,13,1.193116615198294,False
1,3,9,403.8567271794069,7.983199025246082,8,1.1080460167149782,False
1,3,10,31.614588372242007,3.0182101218017348,7,1.031722809502917,False
1,3,11,44.40215293395802,3.440265535109992,8,0.9632902180891039,False
1,3,12,50.371928760925314,2.9494350602218873,6,0.9019897560393831,False
1,3,13,62.33303128290512,4.128524945319401,5,0.8471268197223049,False
1,3,14,21.142646393422226,2.9278319155388486,4,0.7977421426959185,False
1,3,15,-0.31539542545472105,3.0990971153180533,1,0.7530545547589559,False
1,4,0,3.5869875040599166,1.7388635485071526,4,1.4481425757293511,False
1,4,1,168.80699716857103,4.7424244310526165,6,1.4382363780274343,False
1,4,2,37.11645480421152,1.8458166412672512,8,1.4097464569045837,False
1,4,3,164.57957616263704,4.149100064688017,8,1.3657882308031464,False
1,4,4,22.628279375035444,1.5736633228709846,8,1.3106265651505438,False
1,4,5,58.440193676450654,2.078425572793393,9,1.2486646990556372,False
1,4,6,37.98806716536316,1.6158627488680186,11,1.1836125722483564,False
1,4,7,301.20878823857527,7.2106602158701145,6,1.118428696285098,False
1,4,8,42.33269657503552,2.1451080923462595,7,1.055178034771292,False
1,4,9,2.0606950380973563,0.8997365700218635,7,0.9950132088208413,False
1,4,10,27.870555515150187,2.2759191229539284,6,0.9385982115085453,False
1,4,11,241.81766562348136,7.9544329328832095,5,0.8862563248476991,False
1,4,12,33.08399911740613,2.810831802831329,6,0.8378746896856208,False
1,4,13,22.45878043306675,3.1047114257771935,3,0.7932507360959166,False
1,4,14,34.06001879000226,6.602489371159355,1,0.7520361203200934,False
1,5,0,14.968896076143551,3.0431530323707725,2,1.1717615677556672,False
1,5,1,140.6213488481391,4.048838401513655,8,1.1665023122779599,False
1,5,2,96.46344788971363,3.2944287431854,8,1.15113951999729,False
1,5,3,381.29632868188054,11.204987934280767,4,1.1268307295142692,False
1,5,4,8.212290548610152,1.947169162928516,4,1.0952480447549524,False
1,5,5,35.39180912229576,4.300285834215262,4,1.0582913362157338,False
1,5,6,62.60236045056854,3.199948383410211,6,1.017790487697079,False
1,5,7,132.43681529694163,10.051715034517676,7,0.975488191590869,False
1,5,8,0.0228432929946873,0.9428179965981711,7,0.9326585110400761,False
1,5,9,55.16661258362643,4.8758219367870215,6,0.8903256451677128,False
1,5,10,11.644579355692183,2.31298271596609,3,0.8492395030063001,False
1,5,11,43.819496998166,4.510126266328061,3,0.809833629672614,False
1,5,12,10.44874031163179,2.848210890561419,2,0.7723540166232044,False
1,5,13,10.825286078215674,3.012358959209837,2,0.737026849519302,False
1,6,0,26.07996750928354,4.723939532699992,2,0.9826258014382998,False
1,6,1,127.96583614138518,5.907497510812798,4,0.97951810547584,False
1,6,2,92.15169746634575,4.982368805694247,4,0.9703689992210385,False
1,6,3,60.94600588705743,4.167446201310133,4,0.955674133749854,False
1,6,4,67.81333948671667,4.393916152144456,4,0.9361794354653794,False
1,6,5,98.26476688957626,5.398652283071455,4,0.9127837179728991,False
1,6,6,13.179549806537528,2.315566493413714,4,0.8864380796760909,False
1,6,7,42.58440924693174,2.9934277686678508,7,0.8580509537484674,False
1,6,8,39.607407507888894,3.21746541731555,5,0.8285024031113437,False
1,6,9,2.056003039248418,1.4255742200189294,5,0.7984121833812183,False
1,6,10,-1.0858614935270121,1.6604829609038778,2,0.7682895127469587,False
1,6,11,12.262579161034708,4.4037621232186765,1,0.7385466079633236,False
1,7,0,133.08304830234644,9.573724872775516,2,0.8454819057977523,False
1,7,1,44.34518028432069,4.002368869500912,4,0.8434998229023586,False
1,7,2,10.884793763392612,3.1803572153058592,4,0.8376361816093251,False
1,7,3,27.303877220813753,4.466350419422879,4,0.8281294427832391,False
1,7,4,47.499494374651775,4.278850910180499,4,0.8153478551658295,False
1,7,5,44.59883499759717,4.082896000854733,4,0.7997520475822577,False
1,7,7,15.470876365316014,3.5540333946850624,2,0.7621084862003291,False
1,7,8,3.10526763363973,2.0879463077576355,2,0.7411540918854619,False
1,7,9,32.95865662747442,4.8384027500017135,2,0.7193752517665162,False
2,0,0,4278.556631314608,173.79777959301313,1,2.897348833778893,False
2,0,1,689.9346530499255,19.931934218985923,7,2.820927631877608,False
2,0,2,261.0825893072808,5.937740862190832,5,2.6230619556484274,False
2,0,3,74.76322018796706,2.596650213350954,5,2.3696908952861717,False
2,0,4,232.05662018981042,6.309610670506963,9,2.1110206628666908,False
2,0,5,728.2443358523175,11.692704152740985,8,1.8779237892515248,False
2,0,6,114.88529063161675,4.905392969689264,8,1.6761461912039204,False
2,0,7,7.649526945578783,1.0935406715536138,8,1.505020915036282,False
2,0,8,117.36187591700134,3.2998790198788774,8,1.3605848554328808,False
2,0,9,26.214706595752865,1.6658891106674365,8,1.2383809997309092,False
2,0,10,48.19188108110591,2.731415119274609,8,1.1342136224849155,False
2,0,11,85.69314343705706,3.218446583693299,7,1.0450102327819664,False
2,0,12,22.830176699811265,2.131564646079694,5,0.9680130751918222,False
2,0,13,13.741111426374797,3.0900047366440426,4,0.9011175901518136,False
2,0,14,17.177232593794336,2.7457329301103153,4,0.8423832323756759,False
2,0,15,121.67874964919058,7.7213555081719765,3,0.7904263078921985,False
2,1,0,4616.168194797207,78.10555146001404,6,2.607872814255925,False
2,1,1,78.98698016399516,1.3446958372787239,14,2.5515778978731047,False
2,1,2,826.275223753218,10.266144985706564,12,2.4021331038247156,False
2,1,3,241.1548349402875,3.433395446636857,13,2.202114259304052,False
2,1,4,1383.465295314928,26.700033148691027,14,1.9905654729635696,False
2,1,5,20.542056572306475,1.1738818135315385,14,1.791734473521586,False
2,1,6,267.23867089350927,7.078374896463408,15,1.6141095604684241,False
2,1,7,183.70260573373287,4.215207659751519,16,1.4595422099372253,False
2,1,8,9.017380140937316,0.6920817967033079,16,1.3267257640276209,False
2,1,9,68.54665415633666,2.4528708039225102,15,1.2126524671960714,False
2,1,10,55.306447336114616,2.4125434855636043,12,1.1143801634583057,False
2,1,11,101.0342168367516,2.8572927604555285,10,1.0294078103147544,False
2,1,12,103.54556664700986,3.539307249642661,8,0.955815239983061,False
2,1,13,98.23815216415038,5.47466355024684,8,0.8910656464765996,False
2,1,14,43.17375780321429,4.347460011276947,7,0.8342163755306099,False
2,1,15,15.983983100300845,2.3343234367463612,6,0.7837377601476057,False
2,2,0,2.31305499631301,0.7356761797308696,6,2.0813756613597865,False
2,2,1,419.8476536383806,6.2298106130102004,10,2.05222374628019,False
2,2,2,1461.0076067466782,31.443143629091,10,1.9718665410521308,False
2,2,3,146.1176416990404,3.196186320803874,8,1.8566319904982886,False
2,2,4,118.02161925540351,2.7491822024340675,9,1.724961847547356,False
2,2,5,6.177111764258071,1.1908487768615783,12,1.5903239373463336,False
2,2,6,350.7421518568093,5.442620267927005,12,1.462105821056659,False
2,2,7,143.12366489689018,2.883873923456871,13,1.344287975473404,False
2,2,8,167.0947058396684,5.386554487103463,13,1.2384484426662037,False
2,2,9,132.89793406751653,4.476206612306487,13,1.14408537829254,False
2,2,10,4.198500590047269,0.9693248478588355,10,1.0606437254812655,False
2,2,11,66.17751336708035,3.704544197314718,5,0.9867683629297266,False
2,2,12,60.25651922365627,3.701030113216918,5,0.9212148664440309,False
2,2,13,64.09074844230551,3.9582200710989945,5,0.8629392975647141,False
2,2,14,18.4299301080571,2.503631533925473,5,0.8109528827652213,False
2,2,15,13.868684174855957,4.414198885496339,1,0.7646246154983328,False
2,3,0,0.236380874420969,0.9443638801260398,4,1.6426645696470568,False
2,3,1,249.7574511977024,13.094643160638913,8,1.628268452913953,False
2,3,2,324.18878162540153,16.32239071304508,8,1.5872499140226326,False
2,3,3,306.1960807652049,5.59185340503452,9,1.525368821753267,False
2,3,4,91.51745296331364,2.2766764759104414,11,1.4495679314106367,False
2,3,5,363.20430734364885,7.441083422072503,7,1.3669999877805845,False
2,3,6,725.0699225602141,10.118335920213077,12,1.2829979838139778,False
2,3,7,10.555523030323206,1.0525795455076163,11,1.2012910975514934,False
2,3,8,92.00329263441934,2.676977783429268,12,1.1238286708854401,False
2,3,9,57.01153885080396,2.8626129334912487,6,1.0518535456104705,False
2,3,10,247.66639740921767,5.859422005352397,8,0.9858373489368255,False
2,3,11,36.792785159182436,2.335392116549753,7,0.9257561556395316,False
2,3,12,79.60644283846177,4.256317646373301,7,0.8709839672133208,False
2,3,13,10.014482494742257,2.9395097695124726,6,0.8211932260897533,False
2,3,14,9.285991143497766,3.7017259201532835,1,0.7763041964104339,False
2,3,15,5.524449644511134,3.9130910875762335,1,0.7351926785099383,False
2,4,0,21.552532357437624,2.493411088332461,4,1.3289839159644012,False
2,4,1,288.5538607241618,5.960769172282273,8,1.3213256552666333,False
2,4,2,4.933311749301563,1.033871986878054,8,1.299121576416926,False
2,4,3,104.14271566609489,3.1367438412465485,8,1.264479003822594,False
2,4,4,224.72296707610064,4.902023778258406,9,1.2203879912410613,False
2,4,5,169.18222178131722,5.7310218131555155,11,1.1698171306774212,False
2,4,6,25.853377744307394,1.8581154980425947,10,1.115865709470794,False
2,4,7,166.5879069270024,8.842700823997813,5,1.0606229875764779,False
2,4,8,150.97365072330098,5.95153372435109,4,1.0061947735002117,False
2,4,9,6.033919957808955,1.4963730656036631,5,0.9538137876903796,False
2,4,10,40.63599379261155,2.970743208515419,5,0.9037932309744159,False
2,4,11,16.838392569867498,2.2300706591074033,5,0.8567286576231823,False
2,4,12,24.081984155266372,2.414765816488529,6,0.8128086746920885,False
2,4,13,0.7739233195318249,1.8011401563853027,3,0.7718889892479086,False
2,4,14,-2.1035229894575638,2.580202278469291,1,0.7342388173041602,False
2,5,0,328.5508330663618,14.092732925878266,2,1.1058933115661798,False
2,5,1,174.59083776958232,4.633374113461321,8,1.1014688029326338,False
2,5,2,5.592262820593271,1.3376873890394458,8,1.0885072591615552,False
2,5,3,257.7020223119393,8.566715444170587,4,1.067885671649123,False
2,5,4,81.69218118641359,4.403670866369915,4,1.0408899662348108,False
2,5,5,46.43828072475783,3.3931995011214307,4,1.0090127694990172,False
2,5,6,4.249669096630527,1.6566571958512009,6,0.9736958867550195,False
2,5,7,10.697221923670796,2.874396739312224,5,0.9365485293139726,False
2,5,8,19.512024374996102,3.4012059665335235,5,0.8984623341775718,False
2,5,9,19.09718563569606,2.3336042404509003,5,0.8604500625229928,False
2,5,10,1.3958581050645997,1.2608172452102384,5,0.8231907332860123,False
2,5,11,5.319028592108796,2.4466866241411993,2,0.7870057644698998,False
2,5,12,52.67879619413681,9.09657703475455,1,0.752844972431348,False
2,5,13,-4.194567212493393,2.324263422208981,1,0.7200411388961905,False
2,6,0,0.6485758219667181,2.4545966767277907,2,0.9428014437292331,False
2,6,1,107.91354361672336,5.429826093781311,4,0.9400554597328526,False
2,6,2,162.688349875827,6.871263167194664,4,0.9319592694647236,False
2,6,3,3.937474454128518,1.7220282438855874,4,0.9189183584260965,False
2,6,4,3.672166909790749,1.8158448479458738,4,0.9015477627312102,False
2,6,5,37.66561301073258,3.343201734323401,4,0.8805970213809386,False
2,6,6,9.18668010709938,1.6487028543783337,6,0.856817822731471,False
2,6,7,11.32736544064738,1.9613359931645893,5,0.8311846706690504,False
2,6,8,22.590933045796202,2.799542480566658,5,0.804216201851349,False
2,6,9,5.1460816072062645,3.7088037107930316,1,0.7767459517401496,False
2,6,10,65.48454622703355,9.447563251881682,1,0.7490308537014473,False
2,7,0,14.803551282890684,3.655230452682324,2,0.8197112837128622,False
2,7,1,-1.2432422238800234,2.1314973007261724,4,0.8179045961807141,False
2,7,2,19.536147365033017,2.8960188559172892,4,0.8125553779227647,False
2,7,3,12.936726132911259,3.863752093834479,4,0.8038685990169235,False
2,7,4,5.689249383369332,2.0559662793720204,4,0.7921622051706236,False
2,7,6,94.39280449276568,12.313239993318643,1,0.7613983351699014,False
3,0,0,-2.58959518554721,1.2798938051694362,2,1.931565889185929,True
3,0,1,122.28018184063272,2.967455146474681,7,1.9083469050755728,False
3,0,2,195.96960866928978,5.724970266245885,11,1.8432397803524305,False
3,0,3,279.61662995263293,10.03923812429034,7,1.7481904588387553,False
3,0,4,936.6804616764556,15.811907438634146,7,1.6371452975721208,False
3,0,5,99.32757712460445,2.52836244589342,9,1.5208423458981033,False
3,0,6,347.82671282572636,10.536057604895783,9,1.407609604064149,False
3,0,7,24.093008677609923,1.9597280422038852,7,1.3017464700151644,False
3,0,8,56.175043548019794,2.2842440396714947,8,1.2047294988665367,False
3,0,9,156.67281611195475,4.482448061162415,7,1.1173357970747197,False
3,0,10,42.993419715136106,2.1592109410647367,7,1.0389395785640567,False
3,0,11,60.83213589396338,5.229485794106506,6,0.9692453421778323,False
3,0,12,112.48493110572504,5.0022410985301,5,0.9070249527246996,False
3,0,13,124.03142313531283,6.0545100789571,4,0.8511297022211728,False
3,0,14,16.509383739142915,3.154630028859688,3,0.8012907104276681,False
3,0,15,53.63982366726208,8.48184831934815,1,0.7566005603487966,False
3,1,0,45.04220956686676,1.1912234018976717,9,1.8382605677807184,False
3,1,1,392.0145810435921,6.7382632226649575,14,1.8182515661387708,False
3,1,2,291.5315913784308,5.968271762228469,13,1.76187928238195,False
3,1,3,119.5103662496997,3.044785102513308,15,1.6782257031736263,False
3,1,4,124.78161527778305,2.6248634942681,14,1.5790838365413982,False
3,1,5,30.01122718791598,1.061234536974339,15,1.4739415726148357,False
3,1,6,158.9866347430318,4.047887844179222,15,1.3701776064214148,False
3,1,7,4.918266881926554,0.8116651982374966,15,1.2718729362013628,False
3,1,8,296.81320672123127,6.562121140111332,17,1.1809429687940962,False
3,1,9,28.8219217840322,1.4206038047944847,12,1.0983699884400635,False
3,1,10,87.62510687932746,2.9895585309916055,12,1.0237314794959487,False
3,1,11,20.174317641630843,1.555487754624342,10,0.9567804629091281,False
3,1,12,27.97931042166475,2.064308969561896,8,0.8966540307235835,False
3,1,13,35.6231090685639,2.5936582101878694,7,0.8427319856092085,False
3,1,14,90.13738774070626,6.484054913101637,5,0.794130802699999,False
3,1,15,31.931446869469422,6.946514400718279,1,0.7506165859934099,False
3,2,0,165.48802878878342,7.041119042451318,7,1.6227302928661287,False
3,2,1,168.90709568571089,3.5889329292397236,15,1.6088599423035035,False
3,2,2,503.5015782225626,8.004515130948073,15,1.569319149841328,False
3,2,3,544.9286611954857,10.181129623711131,13,1.5093985952316056,False
3,2,4,77.97277232672216,1.9720128794739737,11,1.4360931695887074,False
3,2,5,308.7263247949402,5.8491481217788,14,1.3555650648022013,False
3,2,6,98.38088326093506,2.6898173606355624,14,1.2735161814772584,False
3,2,7,129.00006970779694,2.983412568782645,12,1.1935336411640798,False
3,2,8,128.1399711155929,4.087781137195097,10,1.1174379070298315,False
3,2,9,316.65279935469664,6.950578265537874,8,1.0467910370675892,False
3,2,10,237.1877303037666,6.869385747130434,6,0.9817869633620119,False
3,2,11,18.581017766148214,2.0600107005543045,6,0.9222899432497766,False
3,2,12,70.17043503486218,4.019566664253577,5,0.8680455532866491,False
3,2,13,29.222851805869453,2.6187986791515727,6,0.818650416537074,False
3,2,14,22.883859909955053,2.8270545055235545,5,0.773936365576963,False
3,2,15,16.123876405020535,4.796321311564093,1,0.7334909381896152,False
3,3,0,265.8215910162815,19.73710647669796,4,1.3876680953976432,False
3,3,1,281.7666823980902,9.185642816629311,12,1.3788739334459728,False
3,3,2,15.122132259060436,1.5868779611076242,13,1.3536333680952064,False
3,3,3,213.66935697266862,6.183129871028898,14,1.3145732282560882,False
3,3,4,15.183099500371434,1.61442903274435,14,1.2651759264600133,False
3,3,5,243.96967638624858,4.067958493273137,13,1.209173035118004,False
3,3,6,2.7439808747387775,0.7281576668839352,13,1.1498247738334497,False
3,3,7,295.359851791047,4.871333280417518,13,1.0897290628101552,False
3,3,8,38.3845862431137,3.311291629647238,10,1.0310232254753564,False
3,3,9,32.641991660393984,2.1009870916293303,7,0.9747643853233612,False
3,3,10,10.906322599464636,1.7313408668062402,6,0.9217049723192251,False
