run,h,k,l,omega,x,y,module,lp,d,counts,sigma_counts,I,sigma,background,nframes,dx,dy,domega,background_transmission,shadowed,ah,ak,al,I_scaled,sigma_scaled,robust_weight,merge_mean,scale_factor
1.0,-1,1,-5,3.818491872668545,268.9830916336006,223.4994295084296,0.0,0.121773444367765,2.117608947777144,4505.133333333333,67.55142896753226,548.6056033360305,8.225970177340821,37.86666666666667,5,0.0,0.0,0.0,1.4154131,False,1,1,5,548.6056033360305,8.225970177340821,1.0,575.4825905696301,1.0
1.0,0,-1,-12,31.269960217253328,13.321669081395896,161.88805853098827,0.0,0.6862613197899273,1.010367358099352,58.900000000000006,8.178630692236935,40.42079173562672,5.612677892928926,5.1,3,0.0,0.0,0.0,1.0841196,False,0,1,12,40.42079173562672,5.612677892928926,1.0,33.30509261082971,1.0
1.0,0,-1,-11,34.33500211350736,43.01814290564104,189.88636034049372,0.0,0.6220025310597884,1.0992317095023485,147.67816091954023,12.443576765609944,91.85618987420877,7.739936243646162,4.32183908045977,3,0.0,0.0,0.0,1.2971284,False,0,1,11,91.85618987420877,7.739936243646162,1.0,94.12509779569078,1.0
1.0,0,-1,-10,37.4982449021752,70.70942816187585,215.2088175568752,0.0,0.5605792053182443,1.2048749505561251,88.12359550561798,9.972595703604052,49.40025513832574,5.5904297744864975,6.876404494382022,4,0.0,0.0,0.0,1.2945582,False,0,1,10,49.40025513832574,5.5904297744864975,1.0,45.615207012517175,1.0
1.0,0,0,-13,17.566369557705457,10.764459939988512,99.97490650054716,0.0,0.6827091424136431,0.946292440184129,-0.404494382022472,2.626368382855752,-0.2761520126616984,1.7930457063217566,4.404494382022472,4,0.0,0.0,0.0,0.848295,False,0,0,13,-0.2761520126616984,1.7930457063217566,1.0,0.9255695995245967,1.0
1.0,0,0,-12,19.94321244030513,41.72432589183876,132.7571923865407,0.0,0.6187294597723684,1.0251501435328063,349.3894736842105,19.44702584984224,216.1775603027837,12.032447798252171,18.610526315789475,4,-0.1848812720849011,-0.2398367538490333,0.0358819112253172,1.7425795,False,0,0,12,216.1775603027837,12.032447798252171,1.0,221.73111414007946,1.0
1.0,0,0,-11,22.272417303501182,70.51890203282197,161.88767724592458,0.0,0.5569382706174597,1.1183456111266978,-1.7093023255813953,3.251429772449401,-0.9519758811717044,1.8108456745020896,7.709302325581395,3,0.0,0.0,0.0,0.9828232,False,0,0,11,-0.9519758811717044,1.8108456745020896,1.0,0.4480134318429216,1.0
1.0,0,0,-10,24.56038142639665,97.5922594861104,188.1385752290606,0.0,0.4974839941784842,1.2301801722393677,6.477272727272727,4.481942649940467,3.222339507747,2.229694731171284,8.522727272727273,4,0.0,0.0,0.0,1.0477207,False,0,0,10,3.222339507747,2.229694731171284,1.0,4.983483251425098,1.0
1.0,0,0,-9,26.81269583994691,123.29462590005237,212.1033866246332,0.0,0.4403631546568688,1.366866858043742,-0.5,3.5800372437541297,-0.2201815773284344,1.5765164944486505,8.5,3,0.0,0.0,0.0,1.0155306,False,0,0,9,-0.2201815773284344,1.5765164944486505,1.0,-0.9062667360533695,1.0
1.0,0,0,-8,29.034311553767,147.90933407952144,234.2493057140942,0.0,0.3854699062334671,1.5377252152992096,120.20224719101124,11.77403715877803,46.33434895377114,4.538536999583525,11.797752808988765,4,0.0,0.0,0.0,1.1472912,False,0,0,8,46.33434895377114,4.538536999583525,1.0,48.06194555969391,1.0
1.0,0,0,-7,31.22966846624644,171.6714012691112,254.9528235194557,0.0,0.3326312442587121,1.7574002460562392,1.258426966292135,3.4332784012856803,0.4185921276064692,1.1420156665062178,6.741573033707865,3,0.0,0.0,0.0,0.9617323,False,0,0,7,0.4185921276064692,1.1420156665062178,1.0,0.3282733644645138,1.0
1.0,0,0,-6,33.40279728743366,194.78074616421677,274.52463519279223,0.0,0.2816315214553432,2.050300287065612,424.05882352941177,21.459142799482493,119.42833165715112,6.043571035745727,22.94117647058824,4,-0.0333097798642825,0.0025201433262509,0.0247568333411223,1.1824132,False,0,0,6,119.42833165715112,6.043571035745727,1.0,127.84675330268855,1.0
1.0,0,0,-5,35.55740169721696,217.411897451304,293.22758262663217,0.0,0.2322291342092423,2.460360344478735,7.540229885057472,5.902005051502086,1.7510610579455512,1.370617523208904,17.45977011494253,4,0.0,0.0,0.0,1.0819724,False,0,0,5,1.7510610579455512,1.370617523208904,1.0,0.45833609565084993,1.0
1.0,0,0,-4,37.69692590797104,239.721378291846,311.289988685031,0.0,0.1841675680965007,3.075450430598419,39596.50561797753,199.2829340208174,7292.392144782351,36.70145332174936,74.49438202247191,3,0.0,0.0,0.0,1.6128151,False,0,0,4,7292.392144782351,36.70145332174936,1.0,7156.486335209371,1.0
1.0,0,1,-13,4.6385641579491335,29.245066711840195,64.56044094772398,0.0,0.6360094647022448,0.934628223126672,84.64285714285714,9.66590426268642,53.83365826229715,6.147606595974336,5.357142857142858,4,0.0,0.0,0.0,1.0510885,False,0,1,13,53.83365826229715,6.147606595974336,1.0,53.25125922817514,1.0
1.0,0,1,-12,6.131351202183396,58.80045933626596,99.57163173592994,0.0,0.5763191174695129,1.010367358099352,66.86046511627907,8.929293797557206,38.53296424941511,5.146122721034164,8.13953488372093,4,0.0,0.0,0.0,1.1371686,False,0,1,12,38.53296424941511,5.146122721034164,1.0,33.30509261082971,1.0
1.0,0,1,-11,7.393511694634043,86.3163829472591,130.52123083821067,0.0,0.5184112759013102,1.0992317095023485,155.4367816091954,13.065831264193983,80.58018027601629,6.773474256382032,9.563218390804597,4,0.0,0.0,0.0,1.3767163,False,0,1,11,80.58018027601629,6.773474256382032,1.0,94.12509779569078,1.0
1.0,0,1,-10,8.378737369195136,112.17938994084024,158.27057528112613,0.0,0.4625643583686816,1.2048749505561251,106.625,10.814336119359307,49.32092471106068,5.002326448234696,6.375000000000001,4,0.0,0.0,0.0,1.202738,False,0,1,10,49.32092471106068,5.002326448234696,1.0,45.615207012517175,1.0
1.0,0,1,-9,9.016036221932753,136.67982088772905,183.4774983675374,0.0,0.408912078847111,1.3324021614001986,14.436781609195403,5.451233495676823,5.903374379677833,2.229075220998214,9.563218390804597,4,0.0,0.0,0.0,1.0492431,False,0,1,9,5.903374379677833,2.229075220998214,1.0,2.780911426636942,1.0
1.0,0,1,-8,9.19579467727749,160.02960120171133,206.65675918938103,0.0,0.357509390137967,1.4891369223764492,1271.7241379310344,36.153260765406245,454.6533209754559,12.925130207739278,22.27586206896552,3,0.0216569663501218,-0.0974332693994028,0.0172126023281489,1.5779879,False,0,1,8,454.6533209754559,12.925130207739278,1.0,476.1821138081991,1.0
1.0,0,1,-7,8.744855390683057,182.36661961740325,228.2208490862737,0.0,0.3083952592987852,1.6858968894330664,74.76404494382022,9.607930802270827,23.056877026675476,2.963040311091098,11.235955056179774,3,0.0,0.0,0.0,1.1221762,False,0,1,7,23.056877026675476,2.963040311091098,1.0,24.595961934602673,1.0
1.0,0,1,-6,7.380306201131503,203.7422994087273,248.50845262058888,0.0,0.2616683243730484,1.9391660941738875,300.40000000000003,18.170305445974208,78.60516464166376,4.754593379394548,18.6,4,0.1361573114699865,-0.0306089476362387,0.0555070860011683,1.1178749,False,0,1,6,78.60516464166376,4.754593379394548,1.0,69.54863654429428,1.0
1.0,0,1,-5,4.6211010716954775,224.07975765269248,267.80500742252144,0.0,0.2176070922291583,2.2748146113080274,1966.0795454545453,44.782167613426495,427.83285297758897,9.744917278076528,24.920454545454547,4,0.0676408233109384,-0.0670875505517187,0.0153811877476632,1.1099201,False,0,1,5,427.83285297758897,9.744917278076528,1.0,418.98148689198786,1.0
1.0,0,1,-4,-0.3801921974284425,243.0691240392188,286.35815430778905,0.0,0.1769062423069818,2.7340994599594666,13288.573033707866,115.61961923251076,2350.831521015148,20.453832375387524,50.42696629213484,4,0.0,0.0,0.0,1.4868183,False,0,1,4,2350.831521015148,20.453832375387524,1.0,2339.5330298635777,1.0
1.0,1,-1,-11,28.54319417010976,11.663874361975672,235.68633915474916,0.0,0.6977560635179062,1.0799873353924754,29.882352941176467,6.075078138959504,20.85059295688802,4.238922607804071,4.11764705882353,4,0.0,0.0,0.0,1.0961179,False,1,1,11,20.85059295688802,4.238922607804071,1.0,13.701685309424668,1.0
1.0,1,-1,-10,30.87583719191261,40.91093317076297,259.446757631074,0.0,0.6319342896137002,1.1796642352526232,215.67045454545456,15.38587265901219,136.28955548384565,9.72286050885972,13.329545454545451,4,0.0661944381191332,-0.0601189195519964,-0.0237214957342004,1.3993616,False,1,1,10,136.28955548384565,9.72286050885972,1.0,140.94555869777346,1.0
1.0,1,-1,-9,33.19914772971566,68.3503761939944,281.370123905775,0.0,0.5692910683804346,1.2985441860161795,505.04651162790697,22.958930577001816,287.5184681864628,13.070314117053591,13.953488372093023,3,0.0354958437242913,-0.091038749234201,0.0018427992557619,1.522703,False,1,1,9,287.5184681864628,13.070314117053591,1.0,267.63359476016524,1.0
1.0,1,-1,-8,35.52205152399432,94.32477740176374,301.8556174773494,0.0,0.5096527808994352,1.4423102366494231,530.4606741573034,23.65196295441502,270.3507577420589,12.054288693448036,18.539325842696627,4,0.0296376008936221,-0.0726093534408391,0.0306589763473468,1.5186945,False,1,1,8,270.3507577420589,12.054288693448036,1.0,271.392484020653,1.0
1.0,1,-1,-7,37.85517562400261,119.11240361691578,321.22854929134354,0.0,0.4527882206616802,1.618828601307914,930.2954545454544,30.9241231828503,421.2268235532853,14.0020787114854,16.704545454545457,3,0.0206215295393832,-0.1066627094282921,-0.0704946372732422,1.4086509,False,1,1,7,421.2268235532853,14.0020787114854,1.0,405.19761447830894,1.0
1.0,1,0,-11,17.891690150626175,32.281648208677524,208.3541108258717,0.0,0.6481830040466056,1.0980983332449932,135.69767441860466,12.264107339158144,87.9569262467894,7.949385937045547,9.302325581395348,4,0.0,0.0,0.0,1.4041394,False,1,0,11,87.9569262467894,7.949385937045547,1.0,77.50965769302218,1.0
1.0,1,0,-10,19.481733939425222,60.626140049746994,232.9736240946299,0.0,0.5848580308550951,1.203382853558934,209.96629213483143,15.129300057747011,122.80047216392316,8.848492639989795,12.03370786516854,4,0.0421234233068901,-0.0758197034124066,0.0505015895168874,1.342714,False,1,0,10,122.80047216392316,8.848492639989795,1.0,142.18508697442905,1.0
1.0,1,0,-9,20.91759282076296,87.29693905726369,255.5996704787593,0.0,0.5244736434757468,1.330385200757993,49.793103448275865,7.925335283627264,26.115170385482013,4.1566294719708825,8.206896551724137,4,0.0,0.0,0.0,1.1344203,False,1,0,9,26.115170385482013,4.1566294719708825,1.0,29.3413254407336,1.0
1.0,1,0,-8,22.16467426087217,112.6066960319026,276.65372410493416,0.0,0.4668926959185987,1.4863227552110732,139.77272727272728,12.555249799213918,65.25886545225869,5.861954426686432,11.227272727272728,3,0.0,0.0,0.0,1.1327404,False,1,0,8,65.25886545225869,5.861954426686432,1.0,61.757871461380915,1.0
1.0,1,0,-7,23.17012094963806,136.8056220646531,296.47779819884016,0.0,0.4119262332451877,1.6818165847914277,83.53488372093025,10.004217607074114,34.410209995737546,4.120999675447225,10.465116279069768,3,0.0,0.0,0.0,1.1200526,False,1,0,7,34.410209995737546,4.120999675447225,1.0,37.94172699894858,1.0
1.0,1,0,-6,23.851450493037845,160.094170229597,315.3563470592301,0.0,0.3593634084818076,1.9329640327390845,1761.5862068965516,42.38963894974028,633.0496236448836,15.23328513729186,22.41379310344828,3,0.0355817244043805,-0.1666445683348456,-0.0466810599852216,1.3040582,False,1,0,6,633.0496236448836,15.23328513729186,1.0,612.9531093336769,1.0
1.0,1,0,-5,24.075295495050028,182.62904239997215,333.5320744448637,0.0,0.3089984289063505,2.264820433518788,1.4606741573033712,6.351187577014986,0.4513460197508492,1.962506982987162,24.539325842696627,4,0.0,0.0,0.0,0.9984724,False,1,0,5,0.4513460197508492,1.962506982987162,1.0,-0.039478890155029235,1.0
1.0,1,0,-4,23.61491551324005,204.5210313707176,351.2176152806885,0.0,0.2606625809366327,2.716797960733811,463.2873563218391,22.409878821192947,120.76167801416,5.841416852009338,24.71264367816092,3,0.0266236973610887,-0.0774624431076063,0.045942161611574,0.93014413,False,1,0,4,120.76167801416,5.841416852009338,1.0,118.61834434432507,1.0
1.0,1,0,-1,11.409012398475568,266.0863575280931,403.1712400671944,0.0,0.1284325959657563,5.24395555493264,8472.363636363636,92.4110472448644,1088.1276557840572,11.868590693572092,43.63636363636364,3,-0.0287917074836059,-0.0494091005353993,-0.0907939142268698,0.9295386,False,1,0,1,1088.1276557840572,11.868590693572092,1.0,1070.4214697647562,1.0
1.0,1,0,0,-3.781437290166508,283.5733105241788,420.6537466366587,0.0,0.0919292863998173,5.797030326640214,7.181818181818182,8.206528342607276,0.6602194205077792,0.7544202943557626,37.81818181818182,3,0.0,0.0,0.0,1.1201067,False,1,0,0,0.6602194205077792,0.7544202943557626,1.0,0.6602194205077792,1.0
1.0,1,1,-12,4.449625498404174,11.6386441860555,149.6518768955346,0.0,0.6884191786077102,0.9953623078796582,8.137931034482758,4.206028740339989,5.602307798324813,2.895510850625277,5.862068965517241,4,0.0,0.0,0.0,0.9841941,False,1,1,12,5.602307798324813,2.895510850625277,1.0,2.984257062930554,1.0
1.0,1,1,-11,5.386019115118586,40.81205451896969,178.43184730755334,0.0,0.6259325383144773,1.0799873353924752,21.011627906976745,5.297598872401705,13.151861589933262,3.315939509174312,3.988372093023256,4,0.0,0.0,0.0,1.07844,False,1,1,11,13.151861589933262,3.315939509174312,1.0,13.701685309424668,1.0
1.0,1,1,-10,6.047135228091065,67.88512799928998,204.4007749321011,0.0,0.5663317385007901,1.179664235252623,280.69767441860466,17.19452539686921,158.96800194661714,9.737805460704928,9.30232558139535,4,0.227233424399273,0.0336670117181938,0.0389487929141862,1.4357791,False,1,1,10,158.96800194661714,9.737805460704928,1.0,140.94555869777346,1.0
1.0,1,1,-9,6.3742307655060415,93.19956939299148,228.1449620010838,0.0,0.509705144879924,1.29854418601618,528.2808988764045,23.537566639366386,269.2674920990943,11.99721881403911,16.719101123595504,4,0.0530707369841252,-0.1518669564047172,-0.0137145554772404,1.4501473,False,1,1,9,269.2674920990943,11.99721881403911,1.0,267.63359476016524,1.0
1.0,1,1,-8,6.284158051337386,117.0016254561668,250.1256092260156,0.0,0.4560733513530753,1.4423102366494231,620.2558139534883,25.17496374080806,282.88214776599705,11.481630083462488,8.744186046511627,3,-0.0100848088140139,-0.0242603022150831,0.0412412366398831,1.4304088,False,1,1,8,282.88214776599705,11.481630083462488,1.0,271.392484020653,1.0
1.0,1,1,-7,5.658335971352841,139.45377094574155,270.7139803824062,0.0,0.4054451360228173,1.6188286013079145,946.4301075268818,31.25607629675933,383.72548368232617,12.67262410567914,19.56989247311828,3,0.05578192193488,-0.1204131309442004,0.0121627391916359,1.3005234,False,1,1,7,383.72548368232617,12.67262410567914,1.0,405.19761447830894,1.0
1.0,1,1,-6,4.325846795846616,160.63412812601254,290.21576136643847,0.0,0.3578744437085926,1.8390041451243933,82.20224719101124,10.03134841465921,29.41808348507937,3.5899632335432377,11.797752808988765,3,0.0,0.0,0.0,1.0881457,False,1,1,6,29.41808348507937,3.5899632335432377,1.0,26.005567168400965,1.0
1.0,1,1,-5,2.038118533744097,180.52157751161548,308.8881825049472,0.0,0.3135297689226194,2.117608947777144,1943.3529411764705,44.57872783939159,609.2989985821515,13.976758238348786,27.647058823529413,4,-0.0023545941378131,-0.1249059209199003,0.0151231081560712,1.2726337,False,1,1,5,609.2989985821515,13.976758238348786,1.0,575.4825905696301,1.0
1.0,1,1,-4,-1.5661162226305976,198.9611403151644,326.95193528675696,0.0,0.2727918256786285,2.4728633367418595,783.4719101123596,28.74292808078607,213.7247327274729,7.84083582650715,27.528089887640448,4,0.0024100465496132,-0.1462174236517626,-0.0480787319232884,1.1373422,False,1,1,4,213.7247327274729,7.84083582650715,1.0,211.5101743682601,1.0
1.0,2,-2,-8,36.63325296006255,35.36416632353547,368.4525008698305,0.0,0.6482796154615721,1.2364316683709295,283.4888888888889,17.193220024614785,183.7800678765172,11.146014066103474,7.511111111111111,4,0.2185633907967457,-0.0140700079439284,0.0163970765615246,1.2962283,False,2,2,8,183.7800678765172,11.146014066103474,1.0,167.18933793798587,1.0
1.0,2,-1,-9,25.889000164748865,32.8978829435853,323.24710161445955,0.0,0.6532326928989277,1.2106196669298963,123.8314606741573,11.758141098217662,80.89075852178743,7.680802173074278,9.168539325842696,4,0.0,0.0,0.0,1.2647924,False,2,1,9,80.89075852178743,7.680802173074278,1.0,70.22783165694317,1.0
1.0,2,-1,-8,27.31247748990876,59.948234010486345,343.0420509278861,0.0,0.5904644050689737,1.3245551819639998,10.811764705882354,4.687714931635329,6.383962214804551,2.767928808240999,7.188235294117646,3,0.0,0.0,0.0,1.0462319,False,2,1,8,6.383962214804551,2.767928808240999,1.0,9.260283916449048,1.0
1.0,2,-1,-7,28.578529335097784,85.60855092220399,361.8915239675599,0.0,0.5308038173047991,1.4573140420198205,376.23333333333335,19.833254901805702,199.70608953064223,10.527567411457587,10.766666666666666,4,0.0575594411876778,-0.0372574803458292,0.0373926029910443,1.1137053,False,2,1,7,199.70608953064223,10.527567411457587,1.0,185.63671952089845,1.0
1.0,2,-1,-6,29.64660683069698,110.1427700852638,380.0540132536659,0.0,0.4739562121938458,1.6117306146065138,620.7126436781609,25.44286042328368,294.19061345852947,12.05880175359624,17.28735632183908,4,-0.0524440081253487,-0.0938470536839872,0.0014300825598745,0.9559351,False,2,1,6,294.19061345852947,12.05880175359624,1.0,265.34544806738,1.0
1.0,2,-1,-3,30.867010836578856,179.11759510358104,432.5546079760426,0.0,0.3170450631814872,2.2003459021636944,764.1839080459771,28.1467428543146,242.28073540871264,8.923785866599244,17.816091954022987,3,-0.1384299319508386,-0.1464988981809938,-0.1237444808797789,0.9567831,False,2,1,3,242.28073540871264,8.923785866599244,1.0,240.10945323271372,1.0
1.0,2,-1,-2,30.06089390697224,201.19076270221137,450.0208640919631,0.0,0.2681214552148258,2.4007186649675925,3243.593023255814,57.25596626847668,869.676881520005,15.351552995634943,22.406976744186046,4,-0.0867721224478828,-0.0889570035747056,-0.0786714897531339,0.86642504,False,2,1,2,869.676881520005,15.351552995634943,1.0,822.860015199388,1.0
1.0,2,-1,-1,28.02057789810644,223.12723875496695,467.76986362096216,0.0,0.2202193425222827,2.5508583476303017,374.123595505618,20.353047923537297,82.38925222431965,4.482134832045895,25.876404494382022,4,-0.1040305988114767,-0.0467220665792638,-0.0765105790839513,0.91877866,False,2,1,1,82.38925222431965,4.482134832045895,1.0,78.93129342301343,1.0
1.0,2,-1,0,23.767977718232856,245.19624734052053,485.98953562012775,0.0,0.1727707258453014,2.607531882332313,26592.26944667201,163.37478151418685,4594.365694175357,28.226379587023605,63.73055332798717,3,-0.1252589648433399,-0.1229033677974484,-0.0814145858778943,1.6804961,False,2,1,0,4594.365694175357,28.226379587023605,1.0,4680.767133961693,1.0
1.0,2,-1,1,14.91245673973927,267.88464974685905,504.8918422702387,0.0,0.1247728527484408,2.5508583476303026,563.1590909090909,24.63369031117968,70.2669663239458,3.073615813847515,27.84090909090909,4,-0.113019451608693,0.0063284614685699,-0.1124727859523648,1.0167369,False,2,1,1,70.2669663239458,3.073615813847515,1.0,78.93129342301343,1.0
