run,frame,x,y,sum,maximum,omega,theta,kappa,phi,h,k,l,dqx,dqy,dqz
1.000000000000000000e+00,3.299031427520536131e+00,5.438990150803057304e+02,4.745232743471331105e+01,4.369464285714285552e+02,3.193313989129102026e+01,-5.600484286239731269e+00,8.690312499999999218e+00,5.700000000000000000e+01,-8.999999999999998579e+01,-5.000000000000000000e+00,-1.000000000000000000e+00,-6.000000000000000000e+00,5.815336990551284169e-04,1.251013936230033208e-03,-1.117143439449685971e-03
1.000000000000000000e+00,1.450830140485312825e+01,5.545057471264367450e+02,1.046325488049625960e+02,1.957500000000000000e+02,1.050830140485312825e+01,4.150702426564477354e-03,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-5.000000000000000000e+00,-1.000000000000000000e+00,-4.000000000000000000e+00,6.151056731042714443e-04,1.083707751293710997e-03,-7.952379253436392403e-04
1.000000000000000000e+00,2.044379396629054213e+01,5.619928237571407408e+02,1.304184882677871542e+02,3.782321428571428896e+02,2.412412067418912898e+01,2.971896983145271065e+00,8.690312499999999218e+00,5.700000000000000000e+01,-8.999999999999998579e+01,-5.000000000000000000e+00,-1.000000000000000000e+00,-3.000000000000000000e+00,3.356178816279545285e-04,7.979865085744469733e-04,-9.297392365503753808e-04
1.000000000000000000e+00,2.651339215514982683e+01,5.708492530794093227e+02,1.542715820739058472e+02,1.022053571428571331e+03,6.502678431029964656e+01,6.006696077574910753e+00,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-5.000000000000000000e+00,-1.000000000000000000e+00,-2.000000000000000000e+00,2.583782012386265370e-04,7.834891585773023914e-04,-7.999340336932725393e-04
1.000000000000000000e+00,3.264557686802175596e+01,5.810237618093329957e+02,1.766229602061265496e+02,2.495000000000000000e+02,1.581019181219581959e+01,9.072788434010877978e+00,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-5.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.485582323104862379e-04,8.400689875638495119e-04,-5.326028181390496385e-04
1.000000000000000000e+00,3.880446043611775053e+01,5.923332919755574721e+02,1.981229566673904401e+02,5.756964285714285552e+02,6.359179875306305973e+01,1.215223021805887349e+01,8.690312500000000995e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-5.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.127013811085542105e-04,5.036116725024436525e-04,-8.125409998274157886e-04
1.000000000000000000e+00,4.500000000000000000e+01,6.050153958944281385e+02,2.182719941348973691e+02,1.705000000000000000e+02,2.000000000000000000e+01,1.525000000000000000e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-5.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.364048902009751263e-04,1.151525927371166436e-04,-4.528659527622824754e-04
1.000000000000000000e+00,5.104392344300458717e+01,6.187063598343601143e+02,2.377923525412554682e+02,8.667678571428571104e+02,6.871542471002697994e+01,1.827196172150229714e+01,8.690312499999999218e+00,5.700000000000000000e+01,-8.999999999999998579e+01,-5.000000000000000000e+00,-1.000000000000000000e+00,2.000000000000000000e+00,-1.117740867847827335e-04,-5.627291607748774460e-05,-4.526312062512749534e-04
1.000000000000000000e+00,5.700000000000000000e+01,6.332841512775106594e+02,2.566403996964330645e+02,2.823571428571428896e+02,4.400000000000000000e+01,2.125000000000000000e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-5.000000000000000000e+00,-1.000000000000000000e+00,3.000000000000000000e+00,-2.139574201714122825e-04,-4.030946363164922275e-05,-6.968856164957237809e-04
1.000000000000000000e+00,6.299999999999999289e+01,6.490154916928604507e+02,2.749153569824876513e+02,1.590714285714285552e+02,2.100000000000000000e+01,2.425000000000000000e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-5.000000000000000000e+00,-1.000000000000000000e+00,4.000000000000000000e+00,-8.596333992169635785e-05,-5.583901702923554922e-04,-9.286100048723211486e-04
1.000000000000000000e+00,7.458425102826058151e+01,6.836865463712351811e+02,3.103857635664057284e+02,2.691785714285714448e+02,2.683149794347883699e+01,3.004212551413028720e+01,8.690312499999999218e+00,5.700000000000000000e+01,-8.999999999999998579e+01,-5.000000000000000000e+00,-1.000000000000000000e+00,6.000000000000000000e+00,-3.724949241799280220e-04,-7.313189832612865260e-04,-1.125141889412928364e-03
1.000000000000000000e+00,4.487419554136847921e+01,4.876417906605570920e+02,3.081393193636409933e+01,6.936785714285714448e+02,2.153202388920352206e+01,1.518709777068424138e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-5.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000000e+00,3.425841485968639244e-04,1.353309603301544595e-03,-7.294097470299520936e-04
1.000000000000000000e+00,4.814008031586406844e+01,5.032212735801303438e+02,6.358919110451186185e+01,1.058321428571428442e+03,6.282087537542604849e+01,1.682004015793203777e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-5.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000000000e+00,1.772251507675681736e-04,1.319211846903492469e-03,-6.681468457542250050e-04
1.000000000000000000e+00,5.601927454848991772e+01,5.338753983912582726e+02,1.201214144786765843e+02,3.529821428571428328e+02,1.445449486517934012e+01,2.075963727424495531e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-5.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,2.103190414356054250e-04,1.101658198211424855e-03,-5.092079150780248753e-04
1.000000000000000000e+00,6.034506897261684344e+01,5.495156818337793538e+02,1.451684853476082822e+02,5.203928571428571104e+02,4.909162034177476386e+01,2.292253448630842172e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000001421e+01,-5.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,2.231172269469977598e-04,7.358292191973064833e-04,-6.137709602108687434e-04
1.000000000000000000e+00,6.918316180453454933e+01,5.820355954499729023e+02,1.900657742010369020e+02,4.615357142857142776e+02,4.503985142768706851e+01,2.734158090226727822e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000001421e+01,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-4.500418545293205508e-07,7.709081038587972667e-04,-2.393901907916662353e-04
1.000000000000000000e+00,7.378586035641249907e+01,5.988460414840782278e+02,2.109141104294478737e+02,2.445000000000000000e+02,2.828892784107507907e+01,2.964293017820624954e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-5.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.804759544985976016e-05,4.210656135469892369e-04,-7.855828598468672652e-04
1.000000000000000000e+00,8.298656558336585931e+01,6.347451920396903233e+02,2.493826857684375398e+02,6.406785714285712174e+02,5.655047661519594016e+01,3.424328279168292255e+01,8.690312500000000995e+00,5.700000000000000000e+01,-9.000000000000001421e+01,-5.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,-4.926738884143133657e-04,2.190877144120362274e-05,-4.051586842166443603e-04
1.000000000000000000e+00,8.776063273219671146e+01,6.535759217086232411e+02,2.675693358773928026e+02,2.901250000000000000e+02,1.964885825075398174e+01,3.663031636609835573e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-5.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,-4.114196238400036343e-05,-4.808768015024389442e-04,-6.070905394794934296e-04
1.000000000000000000e+00,3.231603003591250456e+01,6.671901730329742577e+02,3.818965066927848397e+02,3.281785714285714448e+02,3.846718903036239112e+01,8.908015017956250503e+00,8.690312499999999218e+00,5.700000000000000000e+01,-8.999999999999998579e+01,-4.000000000000000000e+00,-3.000000000000000000e+00,5.000000000000000000e+00,-9.218482648343240271e-04,-7.080546479398819315e-04,-1.057943211984047061e-03
1.000000000000000000e+00,1.284891961970613394e+01,5.889968020743301622e+02,2.881221261884183491e+02,2.066071428571428612e+02,3.865462402765773220e+01,-8.255401901469316961e-01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-4.000000000000000000e+00,-2.000000000000000000e+00,1.000000000000000000e+00,2.771066062967342258e-04,-4.397584875400900595e-04,-1.033722750697407822e-03
1.000000000000000000e+00,2.117707082833133114e+01,5.991025660264104999e+02,3.058284063625450244e+02,2.380000000000000000e+02,4.227130852340936684e+01,3.338535414165666459e+00,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-4.000000000000000000e+00,-2.000000000000000000e+00,2.000000000000000000e+00,-1.564489306352667697e-04,4.289201193796721157e-05,-6.388567257286648093e-04
1.000000000000000000e+00,2.966788201748235565e+01,6.106449773290329404e+02,3.235018463983547008e+02,3.820178571428571104e+02,2.997831066236619790e+01,7.583941008741178713e+00,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-4.000000000000000000e+00,-2.000000000000000000e+00,3.000000000000000000e+00,-1.319349129693114797e-04,-1.037405113541195467e-03,-9.260356893809329470e-04
1.000000000000000000e+00,5.335202436402723691e+01,6.536761017556432307e+02,3.752174847724830897e+02,1.993571428571428328e+02,1.976227158724471877e+01,1.942601218201361490e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-4.000000000000000000e+00,-2.000000000000000000e+00,6.000000000000000000e+00,-3.439644894497329020e-04,-1.336484356032008325e-03,-9.295715004306037699e-04
1.000000000000000000e+00,1.573011107042597168e+01,5.347864274380568759e+02,2.238240937385572806e+02,7.315178571428572241e+02,7.488621994385449909e+01,6.150555352129866149e-01,8.690312499999999218e+00,5.700000000000000000e+01,-8.999999999999998579e+01,-4.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.547021647101414210e-04,4.633696945827298075e-04,-8.206158246272243773e-04
1.000000000000000000e+00,2.430316179723210723e+01,5.450510606028690290e+02,2.436202683630695560e+02,8.477321428571428896e+02,8.841661576053756733e+01,4.901580898616056281e+00,8.690312499999997442e+00,5.700000000000000000e+01,-9.000000000000001421e+01,-4.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,5.194997418312419235e-04,6.151952847531366730e-04,-8.259680592785922926e-04
1.000000000000000000e+00,3.273701807543621101e+01,5.569230487932295546e+02,2.628257757810051203e+02,6.836428571428572241e+02,8.927635565771601023e+01,9.118509037718105503e+00,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-4.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,4.278378846498120947e-04,1.383685005145185443e-04,-1.011322771495015704e-03
1.000000000000000000e+00,5.600000000000000000e+01,6.003691244239631715e+02,3.168201843317972930e+02,1.937500000000000000e+02,5.600000000000000000e+01,2.075000000000000000e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-4.000000000000000000e+00,-1.000000000000000000e+00,4.000000000000000000e+00,3.047693927032413264e-04,-4.614506900352810526e-04,-9.720940678896727860e-04
1.000000000000000000e+00,7.000000000000000000e+01,6.349434071780980275e+02,3.514356196188448962e+02,3.691785714285714448e+02,2.496169101286640313e+01,2.775000000000000355e+01,8.690312500000000995e+00,5.700000000000000000e+01,-9.000000000000001421e+01,-4.000000000000000000e+00,-1.000000000000000000e+00,6.000000000000000000e+00,-3.217840018213125042e-04,-6.866520202646331228e-04,-8.774624548310572258e-04
1.000000000000000000e+00,8.160711437230817822e+00,4.438524485563886515e+02,6.403046737916733377e+01,2.238928571428571104e+02,8.895836656564044986e+00,-3.169644281384590645e+00,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-4.000000000000000000e+00,0.000000000000000000e+00,-6.000000000000000000e+00,8.776843706706505266e-04,1.468527395509289235e-03,-9.840289149625203180e-04
1.000000000000000000e+00,2.514356396764313573e+01,4.618092751119139052e+02,1.214188133197204138e+02,9.095000000000000000e+02,4.808277703604806419e+01,5.321781983821566087e+00,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-4.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000000000e+00,6.931351122302920054e-04,1.364318899999272805e-03,-9.809859300080603361e-04
1.000000000000000000e+00,4.063589988081049142e+01,4.872580691299165210e+02,1.714572109654350243e+02,3.745535714285714448e+02,2.808719904648390653e+01,1.306794994040524394e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000001421e+01,-4.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,5.079697686083822772e-04,1.223787232840389816e-03,-8.288687651914483645e-04
1.000000000000000000e+00,5.461978021978021758e+01,5.175067426400760269e+02,2.156323972323972100e+02,6.581250000000000000e+02,5.605714285714284983e+01,2.005989010989010879e+01,8.690312499999997442e+00,5.700000000000000000e+01,-8.999999999999998579e+01,-4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.562267855271051109e-04,8.788819979530237969e-04,-6.700834295688684605e-04
1.000000000000000000e+00,6.720049751243780634e+01,5.511223880597015068e+02,2.556552238805970205e+02,2.512500000000000000e+02,2.718805970149253781e+01,2.635024875621890672e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-4.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.040029544354490798e-05,4.864490910303220783e-04,-6.079909390198645625e-04
1.000000000000000000e+00,7.892109350730041228e+01,5.871356011183597730e+02,2.925685771978875778e+02,4.598571428571428896e+02,7.131873252562907339e+01,3.221054675365019904e+01,8.690312499999999218e+00,5.700000000000000000e+01,-8.999999999999998579e+01,-4.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,-2.409682911331811894e-04,1.976386728452794728e-04,-7.980465207115816639e-04
1.000000000000000000e+00,4.416561521566428894e+00,6.004271694939016015e+02,3.865168933127716855e+02,3.821250000000000000e+02,2.500126174120286393e+01,-5.041719239216785553e+00,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-3.000000000000000000e+00,-3.000000000000000000e+00,3.000000000000000000e+00,-3.755959109634221527e-04,-6.985145063233694218e-04,-1.094580974713155186e-03
1.000000000000000000e+00,2.390424603378343704e+01,6.216788006366483614e+02,4.211378035631770445e+02,3.478035714285714448e+02,5.011654772295528204e+01,4.702123016891718521e+00,8.690312499999999218e+00,5.700000000000000000e+01,-8.999999999999998579e+01,-3.000000000000000000e+00,-3.000000000000000000e+00,5.000000000000000000e+00,-1.009588779097403410e-03,-2.029396312815956449e-04,-1.267759877114693623e-03
1.000000000000000000e+00,4.285468339655675152e+01,6.494213597899035904e+02,4.569648866841745871e+02,3.671785714285714448e+02,3.449518529325941074e+01,1.417734169827837754e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-3.000000000000000000e+00,-3.000000000000000000e+00,7.000000000000000000e+00,-7.217701498956619055e-04,-1.413800041524804207e-03,-1.702841678074384912e-03
1.000000000000000000e+00,8.090666806936335220e+00,5.543548471937299382e+02,3.456695421948697344e+02,1.018446428571428555e+03,2.101992881314326667e+02,-3.204666596531832390e+00,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-3.000000000000000000e+00,-2.000000000000000000e+00,2.000000000000000000e+00,8.035509171072652279e-05,1.874297305647365519e-04,-1.063708330865165141e-03
1.000000000000000000e+00,1.887198335644937686e+01,5.651981276005546988e+02,3.629022884882108428e+02,1.030000000000000000e+03,2.492518723994452330e+02,2.185991678224687984e+00,8.690312500000000995e+00,5.700000000000000711e+01,-9.000000000000000000e+01,-3.000000000000000000e+00,-2.000000000000000000e+00,3.000000000000000000e+00,1.394669189347941263e-04,-4.883923720478688946e-04,-1.203688013809489643e-03
1.000000000000000000e+00,3.885044306679275650e+01,5.918259605618015939e+02,3.971487863822632676e+02,5.098392857142857792e+02,8.524076214493362613e+01,1.217522153339637825e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-3.000000000000000000e+00,-2.000000000000000000e+00,5.000000000000000000e+00,-1.492473937079186186e-04,-7.291497205492714073e-04,-1.307692712952446268e-03
1.000000000000000000e+00,5.700000000000000000e+01,6.241352980576021992e+02,4.320096003572224959e+02,1.599642857142857224e+02,3.600000000000000000e+01,2.125000000000000000e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-3.000000000000000000e+00,-2.000000000000000000e+00,7.000000000000000000e+00,-7.840939616774456056e-04,-7.189799962389886723e-04,-1.376310897344357187e-03
1.000000000000000000e+00,6.566641957005190022e+01,6.423270941438100863e+02,4.499290214974054720e+02,1.927142857142857224e+02,1.766419570051890631e+01,2.558320978502594301e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-3.000000000000000000e+00,-2.000000000000000000e+00,8.000000000000000000e+00,-5.158828978512608465e-04,-1.497690495567305380e-03,-1.459270946061685947e-03
1.000000000000000000e+00,7.381012776275296972e+01,6.616620348782989822e+02,4.684681991979856548e+02,3.829642857142857224e+02,3.144306630607106356e+01,2.965506388137647775e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-3.000000000000000000e+00,-2.000000000000000000e+00,9.000000000000000000e+00,-5.632524303357810957e-04,-1.428196537658799059e-03,-1.538116671605416208e-03
1.000000000000000000e+00,8.171210579857577727e+01,6.825541073245167354e+02,4.880233341810783827e+02,2.808571428571428896e+02,1.486368260427263266e+01,3.360605289928788864e+01,8.690312499999999218e+00,5.699999999999999289e+01,-9.000000000000000000e+01,-3.000000000000000000e+00,-2.000000000000000000e+00,1.000000000000000000e+01,-8.412899079361935151e-04,-1.739495063673213160e-03,-1.730866627932925450e-03
1.000000000000000000e+00,1.952800372666355955e+01,5.109050775791020556e+02,3.035980399183000600e+02,9.966785714285713311e+02,1.206720894399254718e+02,2.514001863331780218e+00,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-3.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,6.037599291547762759e-04,2.182488061160114956e-04,-1.122821303488008571e-03
1.000000000000000000e+00,3.054048603157213648e+01,5.240086400079676423e+02,3.215246750659827626e+02,7.171785714285714448e+02,8.948583237886559516e+01,8.020243015786066465e+00,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-3.000000000000000000e+00,-1.000000000000000000e+00,2.000000000000000000e+00,3.924333391654433179e-04,-1.070417391449418609e-05,-1.027833641562780898e-03
1.000000000000000000e+00,4.075535903784931691e+01,5.386131588256101850e+02,3.390737177219667728e+02,2.524107142857142776e+02,4.450187477891758192e+01,1.312767951892465490e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-3.000000000000000000e+00,-1.000000000000000000e+00,3.000000000000000000e+00,2.391758942726918136e-04,-1.697395013897651239e-04,-9.722136393721658720e-04
1.000000000000000000e+00,5.000000000000000000e+01,5.541400422237860539e+02,3.564412385643912557e+02,2.030000000000000000e+02,5.200000000000000000e+01,1.775000000000000000e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-3.000000000000000000e+00,-1.000000000000000000e+00,4.000000000000000000e+00,-1.244848831684353119e-04,6.933685940400113878e-04,-1.307126702896121984e-03
1.000000000000000000e+00,6.741533403078761921e+01,5.894071887610222120e+02,3.906919742938275135e+02,2.389642857142857224e+02,3.744731729188462310e+01,2.645766701539381316e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000001421e+01,-3.000000000000000000e+00,-1.000000000000000000e+00,6.000000000000000000e+00,-2.815742361862993981e-04,-5.108240479966830172e-04,-1.195481082368332615e-03
1.000000000000000000e+00,8.282314545294170216e+01,6.283450648319662832e+02,4.254121901737674420e+02,4.048928571428570535e+02,3.304807268236746864e+01,3.416157272647084397e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-3.000000000000000000e+00,-1.000000000000000000e+00,8.000000000000000000e+00,-3.929159775309942759e-04,-1.039477501916019619e-03,-1.378088426613299777e-03
1.000000000000000000e+00,7.568929302597646291e+00,4.306070298582861255e+02,1.942075456648321108e+02,1.343250000000000000e+03,8.370407593523171386e+01,-3.465535348701178187e+00,8.690312500000000995e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-3.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+00,1.239614953330386848e-03,1.141302885761683039e-03,-9.331932892069350061e-04
1.000000000000000000e+00,2.179622888759464416e+01,4.413189247233546553e+02,2.164298558532323682e+02,9.811428571428572241e+02,7.083903610949330698e+01,3.648114443797320749e+00,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-3.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,1.093292069409348977e-03,1.001208304349437972e-03,-8.566943610495703076e-04
1.000000000000000000e+00,3.406249761094759521e+01,4.548577271511027789e+02,2.378213371048507270e+02,4.671607142857142776e+02,5.759087955353388821e+01,9.781248805473797603e+00,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-3.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,8.304027158319154944e-04,9.794513510395091993e-04,-8.800554568632046326e-04
1.000000000000000000e+00,5.421588089330024474e+01,4.871721020914569635e+02,2.777922722438851224e+02,4.030000000000000000e+02,5.777419354838709609e+01,1.985794044665012237e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.939776023557586326e-04,8.435298059350226918e-04,-7.645360806088907779e-04
1.000000000000000000e+00,6.276665114112715571e+01,5.049070796460176780e+02,2.966613879832324301e+02,5.367500000000000000e+02,7.506567303213786602e+01,2.413332557056357786e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-3.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.688727669848458124e-04,5.493405083820124268e-04,-9.555508767822851190e-04
1.000000000000000000e+00,7.045768969729876119e+01,5.234576625492059065e+02,3.148024976245418998e+02,6.577678571428571104e+02,9.289623998914076708e+01,2.797884484864938415e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000001421e+01,-3.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,2.665405972284567993e-04,4.029802005198479531e-04,-7.703652039348085623e-04
1.000000000000000000e+00,7.762201802747878787e+01,5.425058370525947566e+02,3.326092062658615873e+02,2.040535714285714221e+03,2.688760304541874575e+02,3.156100901373938683e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-3.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,9.017226132994327070e-05,1.495348133122020862e-04,-1.026604094643002174e-03
1.000000000000000000e+00,8.424400096954029493e+01,5.622392340631815841e+02,3.498988446311706753e+02,2.210178571428571672e+02,4.150795830976812084e+01,3.487200048477014036e+01,8.690312500000000995e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-3.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,-2.740198194434995127e-04,2.464554005560115613e-05,-6.813551907735582169e-04
1.000000000000000000e+00,9.074799679487179560e+01,5.823898237179487296e+02,3.669751602564102768e+02,6.240000000000000000e+02,8.036778846153846700e+01,3.812399839743589780e+01,8.690312499999999218e+00,5.700000000000000000e+01,-9.000000000000000000e+01,-3.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,1.903677639994161286e-04,-4.461124773567082258e-04,-9.144221005725206020e-04
