h,k,l,Iobs,sigma_I,Icalc,Fc_real_e,Fc_imag_e,d_A,in_final_refinement,cv_work_flag
0,0,23,-0.85,6.22,0.09209663942,-6.176752021,0.40490133,0.72217391,0,1
1,0,1,70.47,3.581373069,139.7221405,-239.1123473,-30.91564885,14.91915567,1,1
1,0,2,32.85521739,1.20258496,15.42202849,78.03599523,-18.07259149,8.06699323,1,1
1,0,3,6.07375,0.4260081996,28.86929185,109.5398986,-3.448563216,5.46443310,1,1
1,0,4,1.38375,0.5087836491,0.7504553035,16.4519087,6.446454119,4.12176421,1,1
1,0,5,1.447826087,0.5828992403,9.112206002,61.08147629,7.754196936,3.30620025,1,1
1,0,6,1.140833333,0.5188746504,1.940950438,28.40178364,0.9265797391,2.75917001,1,1
1,0,7,16.46,0.8793168316,16.8416379,-83.12056559,-9.890702481,2.36707905,1,1
1,0,8,8.404444444,0.9026581017,4.616134204,-39.37835159,-19.23169721,2.07237582,1,1
1,0,9,14.60095238,1.026893362,19.28973965,-86.56904689,-23.04715652,1.84283299,1,1
1,0,10,8.564375,1.028433844,8.446719184,-55.66686868,-20.38142697,1.65901442,1,1
1,0,11,4.908,1.169000833,6.545458404,-50.45987596,-13.30400361,1.50850774,1,1
1,0,12,1.485416667,1.007439893,2.322081195,-30.60737156,-5.41069818,1.38301697,1,1
1,0,13,-0.1716666667,0.8868927891,0.9733544672,-20.12324339,0.1135783194,1.27678788,1,1
1,0,14,-0.2115,1.017196392,0.02106043465,-2.319439936,1.839091046,1.18570433,1,1
1,0,15,-0.3525,1.00933344,0.06753078562,-5.291092267,0.316368129,1.10674443,1,1
1,0,16,2.365625,1.283691272,0.01927451089,0.9402868739,-2.671122624,1.03763971,1,1
1,0,17,2.823333333,1.304842915,0.7768190359,-17.19942804,-5.23165424,0.97665420,0,1
1,0,18,2.275,1.151147978,0.3170663154,-9.64630255,-6.233958213,0.92243689,0,1
1,0,19,-0.42875,1.55982386,0.07645333201,-0.8256242053,-5.57909119,0.87392066,0,1
1,0,20,-1.505833333,1.175555668,0.05734581397,-2.913498142,-3.920444264,0.83025147,0,0
1,0,21,-0.7989473684,1.372801693,0.107599305,-6.342229279,-2.131225478,0.79073768,0,1
1,0,22,0.6031578947,1.527724305,0.04119022328,-4.051799625,-0.8484371127,0.75481326,0,1
1,0,23,-1.406923077,1.704449798,0.00658687404,1.63161368,-0.2797554311,0.72201048,0,1
2,-1,1,214.399375,8.985196071,310.4236763,-358.2994707,-27.77139164,12.67039850,1,1
2,-1,2,10.92636364,0.5103964591,28.48837072,-108.0985449,-12.9269795,7.64655789,1,1
2,-1,3,43.2975,1.563756772,4.063155203,40.92570588,3.941575336,5.32806116,1,1
2,-1,4,37.21666667,1.403956525,31.47413095,113.4084046,15.26899403,4.06228609,1,1
2,-1,5,56.62636364,2.162784735,21.83356908,93.85905684,16.55875958,3.27526548,1,1
2,-1,6,3.576666667,0.6760179299,3.306305237,36.14446505,8.31531932,2.74111308,1,1
2,-1,7,0.8745833333,0.6045632569,1.351087557,-23.24684612,-4.657829597,2.35564838,1,1
2,-1,8,35.06777778,1.715068926,39.73639452,-127.5774971,-16.00162294,2.06469207,1,1
2,-1,9,10.002,0.9230033857,10.37069395,-62.2463272,-20.9774839,1.83742382,1,1
2,-1,10,4.916470588,1.113030092,4.93390213,-41.39074336,-18.426188,1.65506452,1,1
2,-1,11,-1.216666667,0.8988147202,1.824739332,-25.38711442,-10.70819347,1.50553644,1,1
2,-1,12,0.363,0.9057735644,1.099729276,-21.29822636,-1.980100991,1.38072615,1,1
2,-1,13,-0.8880952381,1.030117566,0.07908861827,-4.061959995,4.050282536,1.27498476,1,1
2,-1,14,0.01782608696,0.9901721223,0.2059479869,7.297522223,5.694690165,1.18425981,1,1
2,-1,15,1.30625,0.9942180065,0.2578278494,9.724625938,3.563601825,1.10556943,1,0
2,-1,16,0.4595238095,1.104033216,0.2822202751,-10.83209171,-0.2858454419,1.03667116,1,1
2,-1,17,0.0475,1.18186484,0.07018765932,-3.984689155,-3.650119671,0.97584646,0,1
2,-1,18,-0.397826087,1.131901056,0.121463281,-4.853805467,-5.19370621,0.92175625,0,1
2,-1,19,-0.13875,1.431558428,0.2154471786,-8.174097271,-4.776979977,0.87334181,0,1
2,-1,20,-0.2541666667,1.221121621,0.1684648225,-7.75975676,-3.142431193,0.82975507,0,1
2,-1,21,2.279,1.655701298,0.02211920415,-2.740232686,-1.301413275,0.79030880,0,1
2,-1,22,0.9831818182,1.436846202,0.001588392558,0.8129172444,-0.002448396565,0.75444019,0,1
2,-1,23,2.155,1.98403923,0.002710436378,-0.9370563054,0.4995848165,0.72168395,0,0
2,0,1,1031.7925,43.09671924,2054.581144,920.9158932,81.90910701,11.87019674,1,1
2,0,2,70.79818182,2.577617461,97.56081079,196.4670302,44.6122154,7.45957784,1,0
2,0,3,65.01375,2.306573938,92.97506223,-196.6642174,2.204158476,5.26359560,1,1
2,0,4,198.0870833,6.818840513,119.0600407,-220.9965407,-26.35693773,4.03349661,1,1
2,0,5,98.45916667,3.457939435,56.79765159,-150.7963416,-29.84557931,3.26012020,1,1
2,0,6,9.802173913,0.7897084959,8.20270958,-57.62437151,-9.597709396,2.73221655,1,0
2,0,7,21.13166667,1.015786761,21.65596938,92.26540675,22.29171547,2.34999479,1,1
2,0,8,230.0615789,8.976325912,179.3264477,268.5490365,49.89010538,2.06088210,1,1
2,0,9,112.036,4.42396827,109.9791689,204.9043901,61.4028677,1.83473704,1,1
2,0,10,51.6365,2.293033308,53.00279605,138.3097689,54.05439846,1.65310013,1,1
2,0,11,23.13421053,1.452808914,27.66028884,101.7841114,33.88035978,1.50405736,1,1
2,0,12,8.550952381,1.060839205,15.1133614,78.47871757,11.35372439,1.37958501,1,1
2,0,13,1.38,0.9294190845,2.642506478,32.88223276,-4.261042305,1.27408606,1,1
2,0,14,-0.9854545455,1.017157561,0.2817095456,-6.277820922,-8.819999839,1.18353953,1,1
2,0,15,1.653913043,1.020811049,0.2222664082,-8.768680709,-3.947497795,1.10498333,1,1
2,0,16,3.53,1.149516412,1.712740144,26.19295422,5.148164506,1.03618791,1,1
2,0,17,2.265714286,1.189814578,1.771403045,23.85736678,12.95402716,0.97544334,0,0
2,0,18,-0.09409090909,1.178478235,1.414893558,18.07858115,16.18092113,0.92141650,0,1
2,0,19,1.835,1.539729531,1.197305978,16.92415924,14.55005962,0.87305281,0,1
2,0,20,-0.56375,1.278552569,0.9231814294,16.87129139,9.972120332,0.82950721,0,1
2,0,21,-2.257272727,1.256259698,0.3233644284,10.46902152,4.993322093,0.79009463,0,1
2,0,22,-1.980454545,1.425594959,0.02639457368,2.971120141,1.467561451,0.75425387,0,1
2,0,23,-1.895,1.612791317,0.01259335243,2.288967047,-0.003550964014,0.72152085,0,1
3,-1,0,17.8675,0.8134837794,4.109264735,29.58994795,-28.88023494,12.82793868,1,1
3,-1,1,83.82578947,2.307685926,300.885286,-352.9530446,-24.60739084,10.15264339,1,1
3,-1,2,4.289761905,0.302143809,55.35754999,-151.1295752,-13.82033957,6.97149739,1,1
3,-1,3,3.983541667,0.3028394716,10.02532081,64.56414528,-1.562359301,5.08339031,1,1
3,-1,4,68.74833333,1.7329486,23.18404146,97.98422528,6.682960128,3.95066725,1,1
3,-1,5,0.315,0.3428261576,0.1986420511,4.864532408,7.679847905,3.21591468,1,1
3,-1,6,0.250625,0.4338027061,0.03829500091,3.545214343,1.834078099,2.70603786,1,1
3,-1,7,1.273958333,0.424145756,0.8292073456,17.06233857,-7.339138254,2.33327519,1,1
3,-1,8,28.1415,0.987051892,27.5981918,-106.0666275,-15.22890548,2.04957753,1,1
3,-1,9,7.269444444,0.8059365,9.989235475,-61.77311619,-18.44014282,1.82674685,1,1
3,-1,10,3.24,0.6357067059,5.039344217,-42.82732669,-16.19896991,1.64724864,1,1
3,-1,11,0.7675,0.6146988084,1.897703602,-26.15108655,-10.27851986,1.49964614,1,1
3,-1,12,0.9256521739,0.6456803065,1.810813636,-27.19442669,-3.720275137,1.37617846,1,1
3,-1,13,1.130869565,0.6405743081,0.1986597109,-9.055635299,0.8040870429,1.27140133,1,1
3,-1,14,0.7463829787,0.852875065,0.02470705678,2.4065006,2.118481977,1.18138654,1,1
3,-1,15,0.2675609756,0.7840308434,0.09339857915,6.192219611,0.7171404966,1.10323061,1,1
3,-1,16,0.230952381,0.7769872481,0.600326448,-15.6917285,-1.879252263,1.03474218,1,1
3,-1,17,1.650263158,0.9232552255,0.06355426338,-3.133208154,-4.077296469,0.97423697,0,1
3,-1,18,-0.5397560976,0.8877824173,0.09729716584,-4.010768371,-4.938987046,0.92039948,0,1
3,-1,19,0.6983333333,0.9048743758,0.2029119694,-8.065606791,-4.4007043,0.87218753,0,1
3,-1,20,-0.03021276596,0.8889252046,0.1191367911,-6.356228044,-3.027285203,0.82876495,0,1
3,-1,21,0.96375,1.144392779,0.01184161415,-1.580600598,-1.55830955,0.78945314,0,1
3,-1,22,-0.7073170732,0.9432052319,0.0008845765912,0.3038640256,-0.5250609661,0.75369572,0,1
3,-1,23,0.64,1.16954318,0.01957784665,-2.852470267,-0.09300391533,0.72103222,0,1
3,-1,24,1.8,3.54908752,0.003808437853,1.252573634,-0.1246402984,0.69107829,0,1
3,0,0,253.083,13.40997901,1130.249826,-685.2960767,-24.54404629,11.31317852,1,1
3,0,1,40.50055556,1.669828482,20.31695637,-89.10055669,-22.66779583,9.35035373,1,1
3,0,2,2.714545455,0.4687321609,3.010306644,30.51186562,-17.92887746,6.69474624,1,1
3,0,3,0.6358333333,0.4238385309,0.6642043859,10.9280172,-12.52662663,4.97305189,1,1
3,0,4,8.20625,0.5646891045,5.067880634,-45.06194424,-8.82497086,3.89820094,1,1
3,0,5,0.36625,0.4891747756,0.2396744192,5.741030755,-8.170407355,3.18742415,1,1
3,0,6,2.0075,0.5298144002,1.315714588,-21.00440526,-10.30579915,2.68899774,1,1
3,0,7,19.69318182,1.019452636,19.93580247,-90.0437338,-13.64872004,2.32232503,1,0
3,0,8,0.6433333333,0.9548932459,0.6742197067,-4.204158227,-16.21202633,2.04214369,1,1
3,0,9,6.878947368,1.09626983,8.392954884,-56.706521,-16.61941697,1.82147770,1,1
3,0,10,5.442272727,0.8173403501,6.583768809,-50.23566669,-14.68033319,1.64338199,1,1
3,0,11,6.1355,0.9548759082,6.999431853,-52.76877378,-11.29268889,1.49672680,1,1
3,0,12,-0.05347826087,0.8484584041,2.338939098,-30.19590282,-7.829937572,1.37392140,1,1
3,0,13,1.506521739,0.9253624437,1.317424664,-22.77751039,-5.412118152,1.26962090,1,1
3,0,14,0.1465217391,1.220673469,0.4286205323,-12.59141007,-4.447604994,1.17995772,1,1
3,0,15,0.2557894737,1.135517327,0.76611682,-17.24615077,-4.616083484,1.10206675,1,1
3,0,16,0.6695,1.371055965,0.08045336534,-2.533577062,-5.201258413,1.03378172,1,1
3,0,17,-0.5071428571,1.401350054,0.6761116494,-15.83541057,-5.525544929,0.97343521,0,1
3,0,18,-1.130952381,1.154825526,0.2101017684,-7.737094394,-5.248699926,0.91972334,0,1
3,0,19,-0.2875,1.145889317,0.04891090952,0.887274857,-4.422873567,0.87161211,0,1
3,0,20,-1.137727273,1.227167672,0.0305737608,-1.230033259,-3.347690761,0.82827121,0,1
3,0,21,0.3176190476,1.270258781,0.08550081978,-5.479441183,-2.355374042,0.78902635,0,1
3,0,22,-3.603,1.322597539,0.06406188338,-4.891602064,-1.650685038,0.75332431,0,1
3,0,23,-0.4564285714,1.680415401,0.004410045807,0.4876862066,-1.263698212,0.72070701,0,1
4,-2,0,399.136,21.11623754,16.2857969,-44.25395154,69.40596617,9.79750000,1,1
4,-2,1,430.9015789,16.56902452,634.3600022,510.4642871,57.85830776,8.43881915,1,1
4,-2,2,112.6695238,4.174842265,273.8288914,336.3021852,28.73286959,6.33519925,1,1
4,-2,3,3.45,0.5375973117,1.285304654,22.72535163,-4.27797542,4.82023768,1,0
4,-2,4,149.5670833,5.170375467,76.98463665,-177.023119,-26.30161658,3.82327895,1,0
4,-2,5,55.49043478,2.080758368,26.4333988,-100.8962253,-28.59014114,3.14607341,1,1
4,-2,6,5.9025,0.6172050871,6.19709663,-49.2655012,-12.29521553,2.66403058,1,1
4,-2,7,1.347,0.6262078329,1.534785791,21.66946731,12.99891837,2.30618507,1,1
4,-2,8,156.1635,6.02634095,139.0908597,238.0320678,34.7647295,2.03114305,1,1
4,-2,9,81.28625,3.705618306,73.62201445,169.441309,43.81330029,1.81365876,1,1
4,-2,10,24.87647059,1.57756023,27.68698022,100.3384855,38.0943199,1.63763274,1,1
4,-2,11,4.654,0.958404211,5.56422686,42.54731028,22.46523873,1.49237958,1,1
4,-2,12,1.479130435,0.8705366313,4.01970987,40.56354824,5.1935366,1.37055654,1,1
4,-2,13,-0.06304347826,0.9617275782,0.1030721994,0.8062235228,-6.498655625,1.26696424,1,1
4,-2,14,1.462727273,1.104649007,1.020746642,-18.29936847,-9.476715985,1.17782419,1,1
4,-2,15,-0.08,1.109858367,0.6448641553,-15.55203122,-5.140611051,1.10032785,1,1
4,-2,16,1.373684211,1.164322113,0.9918683992,20.17791959,2.34776219,1.03234603,1,1
4,-2,17,0.1244444444,1.22726573,0.4381412041,10.35520882,8.663455539,0.97223627,0,0
4,-2,18,2.529545455,1.1555528,0.8519877877,15.06866421,11.2871326,0.91871191,0,1
4,-2,19,0.40375,1.172700172,1.359487435,21.54016192,10.08104016,0.87075110,0,1
4,-2,20,0.1442857143,1.606453291,0.6995119945,15.72960352,6.603560392,0.82753226,0,1
4,-2,21,1.5205,1.358760363,0.05831078489,4.003627455,2.868935649,0.78838746,0,1
4,-2,22,2.296111111,1.457204537,0.01067111371,-2.084122228,0.3099714714,0.75276822,0,1
4,-2,23,0.6991666667,1.774305224,0.00606681556,1.454059927,-0.6401320691,0.72022003,0,1
4,-1,0,142.8704545,5.115462199,58.6231151,-154.4196814,-23.33087021,9.41313352,1,0
4,-1,1,49.57846154,1.377201042,3.811222542,36.03598269,-16.9423262,8.18946577,1,1
4,-1,2,37.1575,1.055304755,2.644639837,-33.16002352,-0.8355377483,6.22763512,1,1
4,-1,3,2.449791667,0.2946764351,5.368825756,-43.94683328,17.38795685,4.77234672,1,1
4,-1,4,1.370625,0.3656052989,12.2635948,65.07992843,29.44133389,3.79924879,1,1
4,-1,5,74.88354167,1.893492293,44.33420889,132.3667437,30.39746283,3.13264338,1,1
4,-1,6,14.71958333,0.5666736749,16.93070484,81.30749016,20.80870458,2.65586147,1,1
4,-1,7,5.671904762,0.5189544611,4.165457535,-41.20296234,5.94369708,2.30087940,1,0
4,-1,8,7.177727273,0.5387668618,10.47525198,-65.62107908,-7.213511725,2.02751548,1,1
4,-1,9,15.63176471,0.8164895531,14.36999374,-76.14344876,-13.44314242,1.81107474,1,1
4,-1,10,1.39975,0.5812154291,1.155837526,-18.70729786,-11.44184105,1.63572969,1,1
4,-1,11,0.7992682927,0.5942877,0.506287533,14.01607225,-3.76661242,1.49093890,1,1
4,-1,12,0.4364285714,0.6282928225,0.4806062875,13.20954258,5.045901249,1.36944040,1,1
4,-1,13,0.3704761905,0.6696324338,1.451599704,22.00697441,10.93717224,1.26608238,1,1
4,-1,14,1.521276596,0.698030632,1.97022115,25.96997286,12.05231366,1.17711558,1,1
4,-1,15,-0.3934210526,0.7863408895,0.8156064064,16.04222974,9.053984222,1.09975005,1,1
4,-1,16,0.883,0.7965241679,0.4640640668,13.24642144,4.19561314,1.03186880,1,0
4,-1,17,1.000789474,1.103670611,0.04224114137,-4.190936658,-0.1010115686,0.97183761,0,1
4,-1,18,0.6055555556,0.974704387,0.1823117666,-8.383319303,-2.359997396,0.91837551,0,1
4,-1,19,0.524375,0.8038566436,0.1685971629,-8.019116848,-2.416096667,0.87046467,0,1
4,-1,20,0.09333333333,0.980577745,0.06437162589,-5.062020385,-1.075801023,0.82728638,0,1
4,-1,21,-0.9229268293,0.9349035013,0.004324013738,-1.22210543,0.5526628645,0.78817484,0,1
4,-1,22,0.6307692308,0.977267723,0.02439665518,2.729424627,1.643262502,0.75258313,0,1
4,-1,23,0.09821428571,1.15172702,0.07211504067,5.134335581,1.908296086,0.72005792,0,1
4,0,0,639.08,30.81391883,1071.241305,665.1175671,57.45982593,8.48488389,1,1
4,0,1,87.78095238,3.258017357,7.870606247,-32.10609749,47.3678507,7.55609593,1,1
4,0,2,45.4245,1.80512188,49.39889566,141.6723701,21.93240274,5.93509837,1,1
4,0,3,69.45958333,2.466736485,31.53764723,114.342661,-6.840309658,4.63680870,1,1
4,0,4,1.6675,0.4718817604,4.504754971,-34.66991449,-25.92626413,3.72978892,1,1
4,0,5,76.50375,2.73669791,46.79693087,-136.757064,-27.6959487,3.09336230,1,1
4,0,6,16.01958333,1.01721335,16.61196343,-82.07751788,-13.21290659,2.63179780,1,1
4,0,7,36.9695,1.640192748,32.23462248,115.449446,9.079174468,2.28517945,1,1
4,0,8,11.85916667,0.8767119726,18.91543774,84.11113433,28.1950793,2.01674831,1,1
4,0,9,91.020625,4.106148734,88.8130174,188.7995113,36.12236762,1.80338845,1,1
4,0,10,17.989,1.208827531,21.48611072,89.2741222,31.13339645,1.63006010,1,1
4,0,11,3.206363636,0.8899906477,3.268842468,32.43585963,17.54695863,1.48664177,1,1
4,0,12,-0.4594736842,0.9215222863,0.6474957346,16.20090534,2.630033237,1.36610827,1,1
4,0,13,1.06047619,0.9678231529,0.3341461648,-9.245108981,-7.317602653,1.26344782,1,1
4,0,14,0.8783333333,0.9704870627,1.530857283,-23.33440918,-9.612939735,1.17499740,1,1
4,0,15,-0.86,1.179987893,0.07576970889,-0.8580250924,-5.548629543,1.09802207,1,1
4,0,16,1.659,1.345690568,0.4910442107,-14.24352407,1.190708622,1.03044105,1,1
4,0,17,3.073636364,1.130572151,1.310370049,22.33123229,6.818140533,0.97064455,0,1
4,0,18,2.570909091,1.30985755,1.375211606,22.09610306,9.160246454,0.91736852,0,1
4,0,19,2.841666667,1.188816522,0.6164968763,13.7926763,8.139509487,0.86960706,0,1
4,0,20,0.4254545455,1.55550311,0.2353570915,8.448388649,5.152040713,0.82655006,0,1
4,0,21,-0.1622727273,1.288014165,0.09766542842,6.062256719,1.970307768,0.78753802,0,1
4,0,22,-0.5585,1.399080234,0.002360719534,0.9775906596,-0.1627224053,0.75202868,0,1
4,0,23,-0.5938461538,1.691570469,0.122953937,-7.096821306,-0.8884350584,0.71957225,0,1
5,-2,0,12.11458333,0.5711772673,66.10191766,165.2432332,-13.99817029,7.78626346,1,1
5,-2,1,33.40046512,0.9162944751,69.93149098,-169.9977175,-13.9756983,7.05008866,1,1
5,-2,2,20.68139535,0.6337511834,47.16643804,-139.3893309,-13.92500037,5.68025763,1,1
5,-2,3,15.31822222,0.5414112021,11.137525,-66.64279381,-13.8720296,4.51219942,1,1
5,-2,4,4.362916667,0.3634113305,0.6099157036,-7.954990179,-13.80107283,3.66400456,1,1
5,-2,5,1.699791667,0.3614800666,3.358636711,-34.80948715,-13.62492807,3.05552277,1,1
5,-2,6,3.585,0.4311349034,3.610758578,-36.43748047,-13.21146273,2.60837659,1,1
5,-2,7,-0.10575,0.4362861751,0.4102032419,-3.927376423,-12.45945896,2.26979657,1,1
5,-2,8,8.506818182,0.6480959079,9.449376311,-61.65981806,-11.37623303,2.00615087,1,1
5,-2,9,1.587777778,0.5505950064,1.599634266,-23.73748885,-10.10193565,1.79579919,1,1
5,-2,10,1.909189189,0.7755913542,3.212827715,-35.47143368,-8.85740163,1.62444906,1,1
5,-2,11,2.529772727,0.5938274364,2.272058935,-29.72844919,-7.84185691,1.48238158,1,1
5,-2,12,1.027560976,0.6356546322,1.713691504,-25.72930905,-7.139531605,1.36280035,1,1
5,-2,13,0.1509090909,0.6590342844,0.6982551435,-15.67695937,-6.68860799,1.26082964,1,0
5,-2,14,1.340638298,0.8105903677,0.5450318476,-13.66470524,-6.327148047,1.17289061,1,1
5,-2,15,-0.295,0.7994005748,0.2982496467,-9.457658411,-5.885365923,1.09630222,1,1
5,-2,16,1.946216216,0.8339854327,0.8452626859,-17.99691295,-5.270407249,1.02901922,1,1
5,-2,17,-0.4694871795,0.8344534878,0.07191762774,-3.109308154,-4.500340681,0.96945588,0,1
5,-2,18,0.5719565217,0.9829393767,0.04323462883,-2.112265008,-3.677747132,0.91636483,0,1
5,-2,19,0.640625,0.8061411425,0.072702146,-4.656154044,-2.927026939,0.86875197,0,0
5,-2,20,-0.5218604651,0.8837938464,0.05182309773,-4.014102803,-2.334018638,0.82581570,0,1
5,-2,21,1.455116279,0.9808944193,0.01324473027,-1.354443743,-1.917254921,0.78690273,0,1
5,-2,22,0.932,1.251264087,0.00976470728,-1.175483667,-1.637309194,0.75147545,0,1
5,-2,23,-1.041666667,1.229223516,0.04010179971,-3.826170729,-1.429864226,0.71908756,0,1
5,-1,0,3.596666667,0.3454701909,3.797203164,35.3215279,-18.22612029,7.40621385,1,1
5,-1,1,9.30025,0.4008282271,0.5056718224,-0.347269608,-14.50037558,6.76425272,1,1
5,-1,2,28.23923077,0.8543148402,54.32711924,-150.2542267,-5.110148505,5.52753710,1,1
5,-1,3,13.085,0.4810330232,3.22687171,-36.2238236,5.509418132,4.43449940,1,1
5,-1,4,21.16583333,0.651940413,9.00043116,59.89432318,12.53958404,3.62203409,1,1
5,-1,5,0.3708333333,0.3779086761,1.791918386,23.93223166,13.14398462,3.03105448,1,1
5,-1,6,7.12893617,0.4495092641,4.326432471,41.72291822,7.693004355,2.59310543,1,1
5,-1,7,1.728421053,0.5675537744,1.434611911,24.42046439,-0.7084609515,2.25971223,1,1
5,-1,8,1.568181818,0.46895859,1.359755585,-22.40026148,-7.996611407,1.99917802,1,1
5,-1,9,9.963235294,0.7828881491,13.71075629,-74.69405303,-11.18346255,1.79079260,1,1
5,-1,10,2.626486486,0.6193894706,2.896091148,-33.36046518,-9.590585798,1.62074040,1,1
5,-1,11,0.07720930233,0.5770289057,0.06647158565,-2.19483717,-4.77888718,1.47956172,1,1
5,-1,12,-0.3935714286,0.6273353196,0.05819220235,-4.886051551,0.5805077949,1.36060837,1,1
5,-1,13,1.03673913,0.6658252701,0.3130904704,10.63253543,4.148307322,1.25909320,1,1
5,-1,14,-0.2804347826,0.772888175,0.6267307982,15.38482081,4.904546847,1.17149236,1,1
5,-1,15,1.022045455,0.728369911,0.1297767787,6.566590198,3.297374983,1.09516013,1,1
5,-1,16,-1.808536585,0.7834767387,0.06091273949,4.988999101,0.672487099,1.02807459,1,1
5,-1,17,0.05744186047,0.7810505538,0.03565581511,-3.518275013,-1.567198769,0.96866586,0,1
5,-1,18,-0.04727272727,0.9101198353,0.1678211847,-7.940997942,-2.600282511,0.91569754,0,1
5,-1,19,0.355,0.834756142,0.1605173939,-7.818977317,-2.37609265,0.86818332,0,1
5,-1,21,-1.142619048,0.9375765743,0.0004132157063,0.2759905459,-0.3094267896,0.78648006,0,1
5,-1,22,0.3902564103,0.9888974728,0.003125072322,1.061926993,0.4153037084,0.75110731,0,0
5,-1,23,0.3917391304,1.294836627,0.009334144634,1.865528029,0.6349926144,0.71876497,0,1
5,0,0,165.3841667,8.036092714,404.9098742,-410.4361794,-1.508149384,6.78790711,1,1
5,0,1,16.12045455,0.7308495849,14.82536541,78.38287886,-4.911375025,6.28346666,1,1
5,0,2,53.13052632,2.159501071,19.67644496,89.46290445,-13.51466877,5.25574946,1,1
5,0,3,30.30318182,1.241617181,18.64856524,-84.94485045,-23.30208622,4.29042830,1,1
5,0,4,189.3640909,6.833852945,72.23544501,-170.7728965,-29.82795801,3.54224598,1,1
5,0,5,1.98625,0.6073483626,10.98543821,-60.42015667,-30.32861877,2.98383113,1,1
5,0,6,14.05125,0.8657130998,10.35209034,-60.72284528,-24.89289518,2.56335088,1,1
5,0,7,26.6315,1.303261965,25.62565979,-101.9800114,-16.16994528,2.23994033,1,0
5,0,8,1.133043478,0.8884677121,0.4115498647,10.44134133,-7.886764109,1.98544771,1,1
5,0,9,-0.2172222222,0.8019049465,0.3114107928,-10.97178793,-3.029903295,1.78090376,1,1
5,0,10,-0.6571428571,0.7819025869,0.515213128,-14.40447958,-2.619552367,1.61339865,1,1
5,0,11,0.1227272727,0.8042331186,2.172354539,-29.53978239,-5.585275196,1.47396995,1,1
5,0,12,1.246842105,0.9161667402,1.023800156,-18.25502866,-9.628050457,1.35625596,1,0
5,0,13,0.4847619048,1.272582792,2.432121854,-29.25776298,-12.48406413,1.25564174,1,1
5,0,14,0.9790909091,1.33391052,2.554098087,-29.9305512,-12.91425874,1.16871081,1,1
5,0,15,2.01047619,1.265259333,2.181746625,-28.04384249,-11.01110608,1.09288662,1,1
5,0,16,-0.7945,1.117655918,0.2831239384,-7.512964327,-7.832448447,1.02619311,1,1
5,0,17,1.575909091,1.124819086,0.4686634495,-13.15096202,-4.694314874,0.96709158,0,1
5,0,18,-1.797619048,1.133942513,0.02958130184,-2.423146347,-2.536822995,0.91436731,0,1
5,0,19,0.07181818182,1.302561352,0.04811964101,4.164947539,-1.634954776,0.86704935,0,1
5,0,20,1.822727273,1.29189233,0.007464626638,0.5060724357,-1.68804629,0.82435284,0,1
5,0,21,1.853478261,1.261431809,0.06747689413,-4.84985149,-2.133603874,0.78563676,0,0
5,0,22,-1.717777778,1.457149784,0.06702940463,-4.666135594,-2.47271682,0.75037265,0,1
5,0,23,1.226666667,1.765596571,0.01744900978,-1.106955037,-2.456460483,0.71812111,0,1
6,-3,0,33.55,1.747116275,94.74355755,-198.1819511,-11.88940767,6.53166667,1,1
6,-3,1,27.83909091,1.114604959,0.3763259287,-11.72239751,-4.376455536,6.07857234,1,1
6,-3,2,91.83409091,3.353386225,214.9302989,298.6789133,14.53499929,5.13407384,1,0
